trimestre,anno,operador,valor,tri_ingresos_total_trimestre,tri_cuota_ingresos_trimestre,num_trim,inf_bam_lineas,inf_bam_trafico_datos,inf_estaciones_base,inf_nodos_radio,men_portab_moviles,men_baf_lineas_media,an_gen_ingresos_minorista,an_gen_empleados,an_gen_inversiones,an_merc_baf_lineas,an_merc_mov_lineas,an_merc_bam_lineas,an_merc_mov_clientes,prov_baf_lineas_total,prov_baf_pen_media,prov_baf_pen_std,log_valor,valor_lag1,valor_lag4,arpu_mov_anual,trafico_datos_por_linea_bam
2010T1,2010,Digi,4.44,8025.99,0.0005532027824604815,1,0.0,0.0,0.0,0.0,442.0,0.0,26.28,34.0,0.16,0.0,186174.0,0.0,0.0,0.0,0.0,0.0,1.6937790608678513,0.0,0.0,0.0,0.0
2010T2,2010,Digi,6.24,8244.29,0.0007568874942535985,2,0.0,0.0,0.0,0.0,2048.0,0.0,26.28,34.0,0.16,0.0,186174.0,0.0,0.0,0.0,0.0,0.0,1.979621206397625,4.44,0.0,0.0,0.0
2010T3,2010,Digi,6.75,8061.93,0.0008372684952610603,3,0.0,0.0,0.0,0.0,906.0,0.0,26.28,34.0,0.16,0.0,186174.0,0.0,0.0,0.0,0.0,0.0,2.0476928433652555,6.24,0.0,0.0,0.0
2010T4,2010,Digi,8.75,8281.970000000001,0.0010565119168507008,4,0.0,0.0,0.0,0.0,1432.0,0.0,26.28,34.0,0.16,0.0,186174.0,0.0,0.0,0.0,0.0,0.0,2.277267285009756,6.75,0.0,0.0,0.0
2011T1,2011,Digi,9.53,7842.34,0.001215198524930059,1,0.0,0.0,0.0,0.0,1783.0,0.0,44.37,52.0,0.07,0.0,263339.0,4335.0,0.0,0.0,0.0,0.0,2.354228326145884,8.75,4.44,0.0,0.0
2011T2,2011,Digi,11.7,7893.9,0.0014821571086535172,2,0.0,0.0,0.0,0.0,1962.0,0.0,44.37,52.0,0.07,0.0,263339.0,4335.0,0.0,0.0,0.0,0.0,2.5416019934645457,9.53,6.24,0.0,0.0
2011T3,2011,Digi,11.43,7678.09,0.0014886514745203559,3,0.0,0.0,0.0,0.0,1633.0,0.0,44.37,52.0,0.07,0.0,263339.0,4335.0,0.0,0.0,0.0,0.0,2.5201129055226197,11.7,6.75,0.0,0.0
2011T4,2011,Digi,11.66,7857.62,0.001483909886199638,4,0.0,0.0,0.0,0.0,1468.0,0.0,44.37,52.0,0.07,0.0,263339.0,4335.0,0.0,0.0,0.0,0.0,2.5384474167160302,11.43,8.75,0.0,0.0
2012T1,2012,Digi,10.79,7294.14,0.0014792696603026538,1,0.0,0.0,0.0,0.0,2529.0,0.0,45.21,60.0,0.35,0.0,291757.0,48496.0,0.0,0.0,0.0,0.0,2.4672517145492794,11.66,9.53,0.0,0.0
2012T2,2012,Digi,11.89,7156.88,0.001661338460334671,2,0.0,0.0,0.0,0.0,3209.0,0.0,45.21,60.0,0.35,0.0,291757.0,48496.0,0.0,0.0,0.0,0.0,2.556451816951096,10.79,11.7,0.0,0.0
2012T3,2012,Digi,11.14,6903.05,0.001613779416344949,3,0.0,0.0,0.0,0.0,3754.0,0.0,45.21,60.0,0.35,0.0,291757.0,48496.0,0.0,0.0,0.0,0.0,2.4965057856313524,11.89,11.43,0.0,0.0
2012T4,2012,Digi,11.39,7082.76,0.0016081301639473877,4,0.0,0.0,0.0,0.0,5026.0,0.0,45.21,60.0,0.35,0.0,291757.0,48496.0,0.0,0.0,0.0,0.0,2.516889695641051,11.14,11.66,0.0,0.0
2013T1,2013,Digi,10.32,6534.01,0.0015794282530941948,1,0.0,0.0,0.0,0.0,6240.0,0.0,43.2,71.0,0.02,0.0,379507.0,134781.0,0.0,0.0,0.0,0.0,2.4265710727750367,11.39,10.79,0.0,0.0
2013T2,2013,Digi,10.99,6664.99,0.001648914702047565,2,0.0,0.0,0.0,0.0,7126.0,0.0,43.2,71.0,0.02,0.0,379507.0,134781.0,0.0,0.0,0.0,0.0,2.4840729690394228,10.32,11.89,0.0,0.0
2013T3,2013,Digi,10.74,6451.23,0.0016647988058091248,3,0.0,0.0,0.0,0.0,11022.0,0.0,43.2,71.0,0.02,0.0,379507.0,134781.0,0.0,0.0,0.0,0.0,2.4630018143999504,10.99,11.14,0.0,0.0
2013T4,2013,Digi,11.24,6742.71,0.0016669855295571069,4,0.0,0.0,0.0,0.0,15063.0,0.0,43.2,71.0,0.02,0.0,379507.0,134781.0,0.0,0.0,0.0,0.0,2.50470927708418,10.74,11.39,0.0,0.0
2014T1,2014,Digi,10.94,6190.26,0.0017672924885222914,1,0.0,0.0,0.0,0.0,17042.0,0.0,48.41,83.0,0.16,0.0,542494.0,235239.0,0.0,0.0,0.0,0.0,2.479894107964456,11.24,10.32,0.0,0.0
2014T2,2014,Digi,11.4,6162.58,0.0018498745655228818,2,0.0,0.0,0.0,0.0,19233.0,0.0,48.41,83.0,0.16,0.0,542494.0,235239.0,0.0,0.0,0.0,0.0,2.517696472610991,10.94,10.99,0.0,0.0
2014T3,2014,Digi,12.51,5944.42,0.0021044946353050422,3,0.0,0.0,0.0,0.0,17556.0,0.0,48.41,83.0,0.16,0.0,542494.0,235239.0,0.0,0.0,0.0,0.0,2.6034301519721073,11.4,10.74,0.0,0.0
2014T4,2014,Digi,13.66,6359.17,0.0021480790732123847,4,0.0,0.0,0.0,0.0,19031.0,0.0,48.41,83.0,0.16,0.0,542494.0,235239.0,0.0,0.0,0.0,0.0,2.6851226964585053,12.51,11.24,0.0,0.0
2015T1,2015,Digi,14.13,5959.72,0.0023709167544783984,1,0.0,0.0,0.0,0.0,18425.0,0.0,65.46,102.0,0.22,0.0,634117.0,304779.0,0.0,0.0,0.0,0.0,2.7166795278002644,13.66,10.94,0.0,0.0
2015T2,2015,Digi,16.18,6123.11,0.0026424480370269357,2,0.0,0.0,0.0,0.0,15469.0,0.0,65.46,102.0,0.22,0.0,634117.0,304779.0,0.0,0.0,0.0,0.0,2.8437459165561094,14.13,11.4,0.0,0.0
2015T3,2015,Digi,16.98,6006.46,0.002826956310372499,3,0.0,0.0,0.0,0.0,14908.0,0.0,65.46,102.0,0.22,0.0,634117.0,304779.0,0.0,0.0,0.0,0.0,2.8892600290434745,16.18,12.51,0.0,0.0
2015T4,2015,Digi,17.67,6229.639999999999,0.0028364399869013302,4,0.0,0.0,0.0,0.0,15551.0,0.0,65.46,102.0,0.22,0.0,634117.0,304779.0,0.0,0.0,0.0,0.0,2.9269179575536315,16.98,13.66,0.0,0.0
2016T1,2016,Digi,17.77,5935.200000000001,0.002994001887046771,1,0.0,0.0,0.0,0.0,16124.0,0.0,72.81,123.0,0.7,0.0,670166.0,332224.0,0.0,0.0,0.0,0.0,2.9322598505984176,17.67,14.13,0.0,0.0
2016T2,2016,Digi,18.69,6136.7,0.003045610833183959,2,0.0,0.0,0.0,0.0,15648.0,0.0,72.81,123.0,0.7,0.0,670166.0,332224.0,0.0,0.0,0.0,0.0,2.9801108926510342,17.77,16.18,0.0,0.0
2016T3,2016,Digi,18.28,6036.61,0.0030281896627411746,3,0.0,0.0,0.0,0.0,14838.0,0.0,72.81,123.0,0.7,0.0,670166.0,332224.0,0.0,0.0,0.0,0.0,2.9590682891823996,18.69,16.98,0.0,0.0
2016T4,2016,Digi,18.08,6352.95,0.0028459219732565183,4,0.0,0.0,0.0,0.0,16993.0,0.0,72.81,123.0,0.7,0.0,670166.0,332224.0,0.0,0.0,0.0,0.0,2.9486406660201405,18.28,17.67,0.0,0.0
2017T1,2017,Digi,18.08,6043.02,0.002991881542672372,1,0.0,0.0,0.0,0.0,18786.0,0.0,78.39,189.0,0.3,0.0,991507.0,819931.0,0.0,0.0,0.0,0.0,2.9486406660201405,18.08,17.77,0.0,0.0
2017T2,2017,Digi,18.49,6240.780000000001,0.0029627706793061118,2,0.0,0.0,0.0,0.0,56857.0,0.0,78.39,189.0,0.3,0.0,991507.0,819931.0,0.0,0.0,0.0,0.0,2.9699015135194693,18.08,18.69,0.0,0.0
2017T3,2017,Digi,19.86,6160.889999999999,0.003223560232369025,3,0.0,0.0,0.0,0.0,59752.0,0.0,78.39,189.0,0.3,0.0,991507.0,819931.0,0.0,0.0,0.0,0.0,3.0378334495726262,18.49,18.28,0.0,0.0
2017T4,2017,Digi,21.95,6460.870000000001,0.0033973752760851086,4,0.0,0.0,0.0,0.0,62112.0,0.0,78.39,189.0,0.3,0.0,991507.0,819931.0,0.0,0.0,0.0,0.0,3.133317936506554,19.86,18.08,0.0,0.0
2018T1,2018,Digi,23.49,6126.73,0.0038340191260264446,1,0.0,0.0,0.0,0.0,67477.0,0.0,111.97,394.0,7.25,7997.0,1467385.0,1259832.0,0.0,0.0,0.0,0.0,3.1982648709640764,21.95,18.08,0.0,0.0
2018T2,2018,Digi,26.59,6322.700000000001,0.004205481835291884,2,0.0,0.0,0.0,0.0,89699.0,0.0,111.97,394.0,7.25,7997.0,1467385.0,1259832.0,0.0,0.0,0.0,0.0,3.3174533882291946,23.49,18.49,0.0,0.0
2018T3,2018,Digi,29.43,6066.049999999999,0.00485159205743441,3,0.0,0.0,0.0,0.0,87525.0,539.0,111.97,394.0,7.25,7997.0,1467385.0,1259832.0,0.0,0.0,0.0,0.0,3.4154289639088797,26.59,19.86,0.0,0.0
2018T4,2018,Digi,32.46,6406.96,0.00506636532770612,4,0.0,0.0,0.0,0.0,105735.0,5500.666666666667,111.97,394.0,7.25,7997.0,1467385.0,1259832.0,0.0,0.0,0.0,0.0,3.510350695558678,29.43,21.95,0.0,0.0
2019T1,2019,Digi,35.92,6156.68,0.005834313298725937,1,0.0,0.0,0.0,0.0,115263.0,15287.333333333334,173.17,827.0,38.05,81072.0,2023269.0,1836367.0,0.0,0.0,0.0,0.0,3.6087534096346516,32.46,23.49,0.0,0.0
2019T2,2019,Digi,41.31,6207.2699999999995,0.006655099584841646,2,0.0,0.0,0.0,0.0,109599.0,28822.333333333332,173.17,827.0,38.05,81072.0,2023269.0,1836367.0,0.0,0.0,0.0,0.0,3.7450234647319762,35.92,26.59,0.0,0.0
2019T3,2019,Digi,46.06,6000.469999999999,0.007676065374878969,3,0.0,0.0,0.0,0.0,112112.0,43709.0,173.17,827.0,38.05,81072.0,2023269.0,1836367.0,0.0,0.0,0.0,0.0,3.8514233832992164,41.31,29.43,0.0,0.0
2019T4,2019,Digi,49.88,6377.77,0.00782091546104673,4,0.0,0.0,0.0,0.0,148349.0,71017.66666666667,173.17,827.0,38.05,81072.0,2023269.0,1836367.0,0.0,0.0,0.0,0.0,3.9294699190318667,46.06,32.46,0.0,0.0
2020T1,2020,Digi,55.73,5875.04,0.009485892862006046,1,0.0,0.0,0.0,0.0,137469.0,103660.33333333333,241.83,1687.0,68.02,204669.0,2470833.0,2280806.0,0.0,0.0,0.0,0.0,4.038303171338476,49.88,35.92,0.0,0.0
2020T2,2020,Digi,57.52,5506.59,0.010445666011088532,2,0.0,0.0,0.0,0.0,86843.0,125071.0,241.83,1687.0,68.02,204669.0,2470833.0,2280806.0,0.0,0.0,0.0,0.0,4.069368576151923,55.73,41.31,0.0,0.0
2020T3,2020,Digi,63.21,5745.799999999999,0.01100107904904452,3,0.0,0.0,0.0,0.0,148990.0,156916.0,241.83,1687.0,68.02,204669.0,2470833.0,2280806.0,0.0,0.0,0.0,0.0,4.162158961805957,57.52,46.06,0.0,0.0
2020T4,2020,Digi,65.21,6027.1,0.010819465414544307,4,0.0,0.0,0.0,0.0,172568.0,193547.33333333334,241.83,1687.0,68.02,204669.0,2470833.0,2280806.0,0.0,0.0,0.0,0.0,4.192831508936755,63.21,49.88,0.0,0.0
2021T1,2021,Digi,68.95,5620.51,0.012267570024784227,1,0.0,0.0,0.0,0.0,180504.0,230501.66666666666,322.73,3322.0,154.47,472277.0,3163677.0,2968917.0,0.0,0.0,0.0,0.0,4.24778070111149,65.21,55.73,0.0,0.0
2021T2,2021,Digi,75.49,5711.33,0.013217586796770629,2,0.0,0.0,0.0,0.0,203540.0,289490.0,322.73,3322.0,154.47,472277.0,3163677.0,2968917.0,0.0,0.0,0.0,0.0,4.337160013333775,68.95,57.52,0.0,0.0
2021T3,2021,Digi,84.87,5549.75,0.015292580746880492,3,0.0,0.0,0.0,0.0,221438.0,359472.6666666667,322.73,3322.0,154.47,472277.0,3163677.0,2968917.0,0.0,0.0,0.0,0.0,4.452834524684393,75.49,63.21,0.0,0.0
2021T4,2021,Digi,93.41,6100.32,0.015312311485299133,4,0.0,0.0,0.0,0.0,250761.0,448347.6666666667,322.73,3322.0,154.47,472277.0,3163677.0,2968917.0,0.0,0.0,0.0,0.0,4.547646999744425,84.87,65.21,0.0,0.0
2022T1,2022,Digi,99.68,5699.9,0.017488026105721154,1,0.0,0.0,0.0,0.0,259813.0,531304.6666666666,449.01,5092.0,231.88,835150.0,4049794.0,3910468.0,0.0,0.0,0.0,0.0,4.611947170267115,93.41,68.95,0.0,0.0
2022T2,2022,Digi,107.08,5673.99,0.018872081198592173,2,0.0,0.0,0.0,0.0,260254.0,621402.0,449.01,5092.0,231.88,835150.0,4049794.0,3910468.0,0.0,0.0,0.0,0.0,4.6828716936519434,99.68,75.49,0.0,0.0
2022T3,2022,Digi,115.98,5535.74,0.020951128485080586,3,3419778.0,138851.88,0.0,0.0,267106.0,698663.3333333334,449.01,5092.0,231.88,835150.0,4049794.0,3910468.0,0.0,0.0,0.0,0.0,4.76200298001488,107.08,84.87,0.0,0.040602600519682855
2022T4,2022,Digi,125.31,6069.53,0.0206457501651693,4,3576657.0,149614.73,0.0,0.0,277063.0,805232.3333333334,449.01,5092.0,231.88,835150.0,4049794.0,3910468.0,0.0,0.0,0.0,0.0,4.8387392027858835,115.98,93.41,0.0,0.04183088565663412
2023T1,2023,Digi,132.8,5624.21,0.023612205091915132,1,3848246.0,175778.86,0.0,0.0,323220.0,917021.0,595.97,7699.0,304.25,1373738.0,4914512.0,4749087.0,0.0,0.0,0.0,0.0,4.896346147694128,125.31,99.68,0.0,0.04567765678181696
2023T2,2023,Digi,145.04,5646.11,0.025688482866965043,2,4132216.0,197906.82,0.0,0.0,329941.0,1057210.6666666667,595.97,7699.0,304.25,1373738.0,4914512.0,4749087.0,0.0,0.0,0.0,0.0,4.983880556787436,132.8,107.08,0.0,0.047893628987448866
2023T3,2023,Digi,155.19,5557.14,0.027926235437653178,3,4257018.0,188205.81,0.0,0.0,317415.0,1182620.3333333333,595.97,7699.0,304.25,1373738.0,4914512.0,4749087.0,0.0,0.0,0.0,0.0,5.051073214869631,145.04,115.98,0.0,0.04421071510620815
2023T4,2023,Digi,163.24,6014.7300000000005,0.027140037873686764,4,4336114.0,194227.87,0.0,0.0,337357.0,1334499.3333333333,595.97,7699.0,304.25,1373738.0,4914512.0,4749087.0,0.0,0.0,0.0,0.0,5.101328772710678,155.19,125.31,0.0,0.04479307278360301
2024T1,2024,Digi,167.88,5658.139999999999,0.029670527770610133,1,4559867.0,196547.11,0.0,0.0,393989.0,1471491.0,738.66,9386.0,326.97,1948096.0,6039844.0,5927576.0,0.0,0.0,0.0,0.0,5.129188403540065,163.24,132.8,0.0,0.043103693594571946
2024T2,2024,Digi,180.99,5563.58,0.03253121191750635,2,5132966.0,253014.95,0.0,0.0,381891.0,1615314.3333333333,738.66,9386.0,326.97,1948096.0,6039844.0,5927576.0,0.0,0.0,0.0,0.0,5.2039517405123155,167.88,145.04,0.0,0.049292153893090274
2024T3,2024,Digi,192.11,5516.96,0.03482171340738378,3,5647414.0,285970.55,0.0,0.0,355487.0,1748379.6666666667,738.66,9386.0,326.97,1948096.0,6039844.0,5927576.0,0.0,0.0,0.0,0.0,5.263259974732634,180.99,155.19,0.0,0.05063743334559853
2024T4,2024,Digi,196.17,5882.75,0.03334664910118567,4,5982860.0,299416.95,0.0,0.0,426172.0,1904439.6666666667,738.66,9386.0,326.97,1948096.0,6039844.0,5927576.0,0.0,0.0,0.0,0.0,5.284066300778177,192.11,163.24,0.0,0.050045789137636514
2025T1,2025,Digi,203.73,5809.17,0.035070414534262205,1,6348772.0,330211.70999999996,0.0,0.0,457776.0,2053117.6666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.321692037864487,196.17,167.88,0.0,0.05201190245924723
2005T1,2005,MASORANGE,737.2,7610.59,0.09686502623318298,1,0.0,0.0,0.0,0.0,0.0,0.0,3192.13,3285.0,0.0,820245.0,10300812.0,0.0,0.0,0.0,0.0,0.0,6.604214790595898,0.0,0.0,0.0,0.0
2005T2,2005,MASORANGE,752.89,8158.95,0.0922778053548557,2,0.0,0.0,0.0,0.0,0.0,0.0,3192.13,3285.0,0.0,820245.0,10300812.0,0.0,0.0,0.0,0.0,0.0,6.6252464687710155,737.2,0.0,0.0,0.0
2005T3,2005,MASORANGE,813.61,7765.95,0.10476631963893665,3,0.0,0.0,0.0,0.0,0.0,0.0,3192.13,3285.0,0.0,820245.0,10300812.0,0.0,0.0,0.0,0.0,0.0,6.702709471102627,752.89,0.0,0.0,0.0
2006T1,2006,MASORANGE,785.5,8041.86,0.09767640819412425,1,0.0,0.0,0.0,0.0,0.0,0.0,3229.64,3800.0,730.18,998954.0,11094752.0,19406.0,0.0,0.0,0.0,0.0,6.667592722498332,813.61,0.0,0.0,0.0
2006T2,2006,MASORANGE,780.77,8435.880000000001,0.09255347397070607,2,0.0,0.0,0.0,0.0,0.0,0.0,3229.64,3800.0,730.18,998954.0,11094752.0,19406.0,0.0,0.0,0.0,0.0,6.661560579637174,785.5,737.2,0.0,0.0
2006T3,2006,MASORANGE,766.46,8207.19,0.093388845634133,3,0.0,0.0,0.0,0.0,0.0,0.0,3229.64,3800.0,730.18,998954.0,11094752.0,19406.0,0.0,0.0,0.0,0.0,6.643086360839357,780.77,752.89,0.0,0.0
2006T4,2006,MASORANGE,757.64,8784.47,0.0862476620672619,4,0.0,0.0,0.0,0.0,0.0,0.0,3229.64,3800.0,730.18,998954.0,11094752.0,19406.0,0.0,0.0,0.0,0.0,6.6315273565754715,766.46,813.61,0.0,0.0
2007T1,2007,MASORANGE,798.93,8649.5,0.0923671888548471,1,0.0,0.0,0.0,0.0,824761.0,0.0,3165.71,3715.0,658.7,1130025.0,11047685.0,43641.0,0.0,1122017.0,1.9615384615384615,0.791165396593035,6.684524223839579,757.64,785.5,0.0,0.0
2007T2,2007,MASORANGE,798.7,9100.74,0.08776209407147112,2,0.0,0.0,0.0,0.0,512160.0,0.0,3165.71,3715.0,658.7,1130025.0,11047685.0,43641.0,0.0,1122017.0,1.9615384615384615,0.791165396593035,6.684236657337844,798.93,780.77,0.0,0.0
2007T3,2007,MASORANGE,850.31,8574.07,0.09917227174492393,3,0.0,0.0,0.0,0.0,559572.0,0.0,3165.71,3715.0,658.7,1130025.0,11047685.0,43641.0,0.0,1122017.0,1.9615384615384615,0.791165396593035,6.746776339561299,798.7,766.46,0.0,0.0
2007T4,2007,MASORANGE,830.54,9216.68,0.09011270869770893,4,0.0,0.0,0.0,0.0,540158.0,0.0,3165.71,3715.0,658.7,1130025.0,11047685.0,43641.0,0.0,1122017.0,1.9615384615384615,0.791165396593035,6.723279403308766,850.31,757.64,0.0,0.0
2008T1,2008,MASORANGE,815.22,8854.29,0.09207062339272827,1,0.0,0.0,0.0,0.0,534135.0,0.0,3183.58,3307.0,561.24,1172013.0,10466979.0,185139.0,0.0,1172013.0,1.8107142857142857,0.9784363353523121,6.704683926469581,830.54,798.93,0.0,0.0
2008T2,2008,MASORANGE,801.09,9158.19,0.08747252459274157,2,0.0,0.0,0.0,0.0,495553.0,0.0,3183.58,3307.0,561.24,1172013.0,10466979.0,185139.0,0.0,1172013.0,1.8107142857142857,0.9784363353523121,6.6872208210217545,815.22,798.7,0.0,0.0
2008T3,2008,MASORANGE,826.43,8793.75,0.09397924662402274,3,0.0,0.0,0.0,0.0,513725.0,0.0,3183.58,3307.0,561.24,1172013.0,10466979.0,185139.0,0.0,1172013.0,1.8107142857142857,0.9784363353523121,6.718324511528086,801.09,850.31,0.0,0.0
2008T4,2008,MASORANGE,796.44,9022.91,0.0882686406048603,4,0.0,0.0,0.0,0.0,567698.0,0.0,3183.58,3307.0,561.24,1172013.0,10466979.0,185139.0,0.0,1172013.0,1.8107142857142857,0.9784363353523121,6.681406596718979,826.43,830.54,0.0,0.0
2009T1,2009,MASORANGE,764.02,8418.369999999999,0.09075628654953395,1,0.0,0.0,0.0,0.0,578959.0,0.0,3117.51,3133.0,442.55,1093588.0,10659400.0,354542.0,0.0,1093588.0,1.6410714285714287,0.9360996034250136,6.639901977275643,796.44,815.22,0.0,0.0
2009T2,2009,MASORANGE,777.49,16873.14,0.09215712072560295,4,0.0,0.0,0.0,0.0,523492.0,0.0,3126.9900000000002,3160.0,443.39,1093588.0,10765254.0,354542.0,0.0,1093588.0,1.6410714285714287,0.9360996034250136,6.6573561459763955,764.02,801.09,0.0,0.0
2009T3,2009,MASORANGE,799.09,16313.46,0.097966954894915,6,0.0,0.0,0.0,0.0,580066.0,0.0,3126.9900000000002,3160.0,443.39,1093588.0,10765254.0,354542.0,0.0,1093588.0,1.6410714285714287,0.9360996034250136,6.684724221340277,777.49,826.43,0.0,0.0
2009T4,2009,MASORANGE,785.89,17497.58,0.08982842198749769,8,0.0,0.0,0.0,0.0,622137.0,0.0,3126.9900000000002,3160.0,443.39,1093588.0,10765254.0,354542.0,0.0,1093588.0,1.6410714285714287,0.9360996034250136,6.668088467365132,799.09,796.44,0.0,0.0
2010T1,2010,MASORANGE,746.93,16051.98,0.09306390862684852,2,0.0,0.0,0.0,0.0,592479.0,0.0,3086.72,3102.0,404.18,1121238.0,10760840.0,1386849.0,0.0,1121238.0,1.8673076923076921,0.7903141975948935,6.617309390707625,785.89,764.02,0.0,0.0
2010T2,2010,MASORANGE,767.43,16488.58,0.09308624514664088,4,0.0,0.0,0.0,0.0,534620.0,0.0,3086.72,3102.0,404.18,1121238.0,10760840.0,1386849.0,0.0,1121238.0,1.8673076923076921,0.7903141975948935,6.644349472297815,746.93,777.49,0.0,0.0
2010T3,2010,MASORANGE,793.27,16123.86,0.09839703396085056,6,0.0,0.0,0.0,0.0,569838.0,0.0,3086.72,3102.0,404.18,1121238.0,10760840.0,1386849.0,0.0,1121238.0,1.8673076923076921,0.7903141975948935,6.677423453820944,767.43,799.09,0.0,0.0
2010T4,2010,MASORANGE,783.8,16563.940000000002,0.09463931890600906,8,0.0,0.0,0.0,0.0,672713.0,0.0,3086.72,3102.0,404.18,1121238.0,10760840.0,1386849.0,0.0,1121238.0,1.8673076923076921,0.7903141975948935,6.665428908251153,793.27,785.89,0.0,0.0
2011T1,2011,MASORANGE,778.85,15684.68,0.09931347021424727,2,0.0,0.0,0.0,0.0,684276.0,0.0,3258.86,3041.0,992.4300000000001,1265343.0,11215616.0,2987000.0,0.0,1265343.0,2.169230769230769,0.8332639488460156,6.659101593497835,783.8,746.93,0.0,0.0
2011T2,2011,MASORANGE,805.97,15787.8,0.10210035597106627,4,0.0,0.0,0.0,0.0,611783.0,0.0,3258.86,3041.0,992.4300000000001,1265343.0,11215616.0,2987000.0,0.0,1265343.0,2.169230769230769,0.8332639488460156,6.693286492857762,778.85,767.43,0.0,0.0
2011T3,2011,MASORANGE,840.43,15356.18,0.10945821161252342,6,0.0,0.0,0.0,0.0,668668.0,0.0,3258.86,3041.0,992.4300000000001,1265343.0,11215616.0,2987000.0,0.0,1265343.0,2.169230769230769,0.8332639488460156,6.735102825381747,805.97,793.27,0.0,0.0
2011T4,2011,MASORANGE,833.52,15715.24,0.10607792181347532,8,0.0,0.0,0.0,0.0,702730.0,0.0,3258.86,3041.0,992.4300000000001,1265343.0,11215616.0,2987000.0,0.0,1265343.0,2.169230769230769,0.8332639488460156,6.726856709261673,840.43,783.8,0.0,0.0
2012T1,2012,MASORANGE,812.87,14588.28,0.11144151332439464,2,0.0,0.0,0.0,0.0,642977.0,0.0,3352.43,4012.0,481.56,1395998.0,11469776.0,4994671.0,0.0,1395998.0,2.376923076923077,0.8875203139603667,6.701800648088608,833.52,778.85,0.0,0.0
2012T2,2012,MASORANGE,844.81,14313.76,0.11804166061188674,4,0.0,0.0,0.0,0.0,569988.0,0.0,3352.43,4012.0,481.56,1395998.0,11469776.0,4994671.0,0.0,1395998.0,2.376923076923077,0.8875203139603667,6.74029474809453,812.87,805.97,0.0,0.0
2012T3,2012,MASORANGE,848.21,13806.1,0.12287467134092901,6,0.0,0.0,0.0,0.0,622893.0,0.0,3352.43,4012.0,481.56,1395998.0,11469776.0,4994671.0,0.0,1395998.0,2.376923076923077,0.8875203139603667,6.744306505548745,844.81,840.43,0.0,0.0
2012T4,2012,MASORANGE,846.3299999999999,14165.52,0.11949155413991155,8,0.0,0.0,0.0,0.0,696352.0,0.0,3352.43,4012.0,481.56,1395998.0,11469776.0,4994671.0,0.0,1395998.0,2.376923076923077,0.8875203139603667,6.742090229163245,848.21,833.52,0.0,0.0
2013T1,2013,MASORANGE,826.5,13068.02,0.12649200108356123,2,0.0,0.0,0.0,0.0,804078.0,0.0,3421.88,4024.0,590.09,1692543.0,12063094.0,7014275.0,0.0,1692543.0,2.9384615384615387,1.0544311441281462,6.718409107251218,846.3299999999999,812.87,0.0,0.0
2013T2,2013,MASORANGE,858.4300000000001,13329.98,0.12879689241844325,4,0.0,0.0,0.0,0.0,772710.0,0.0,3421.88,4024.0,590.09,1692543.0,12063094.0,7014275.0,0.0,1692543.0,2.9384615384615387,1.0544311441281462,6.756269378807024,826.5,844.81,0.0,0.0
2013T3,2013,MASORANGE,891.57,12902.46,0.13820155226212677,6,0.0,0.0,0.0,0.0,712412.0,0.0,3421.88,4024.0,590.09,1692543.0,12063094.0,7014275.0,0.0,1692543.0,2.9384615384615387,1.0544311441281462,6.7941049419507635,858.4300000000001,848.21,0.0,0.0
2013T4,2013,MASORANGE,845.0999999999999,13485.42,0.12533536219116645,8,0.0,0.0,0.0,0.0,669669.0,0.0,3421.88,4024.0,590.09,1692543.0,12063094.0,7014275.0,0.0,1692543.0,2.9384615384615387,1.0544311441281462,6.740637555930455,891.57,846.3299999999999,0.0,0.0
2014T1,2014,MASORANGE,823.99,12380.52,0.13311072555918493,2,0.0,0.0,0.0,0.0,710179.0,1750564.3333333333,3222.37,4074.0,588.42,1965151.0,12360289.0,8221088.0,0.0,1965151.0,1.8568627450980393,1.8932140309836032,6.7153712650490975,845.0999999999999,826.5,0.0,0.0
2014T2,2014,MASORANGE,787.88,12325.16,0.12784905023545334,4,0.0,0.0,0.0,0.0,601468.0,1361209.5,3222.37,4074.0,588.42,1965151.0,12360289.0,8221088.0,0.0,1965151.0,1.8568627450980393,1.8932140309836032,6.670614218024074,823.99,858.4300000000001,0.0,0.0
2014T3,2014,MASORANGE,800.09,11888.84,0.13459513291456526,6,0.0,0.0,0.0,0.0,707820.0,934960.5,3222.37,4074.0,588.42,1965151.0,12360289.0,8221088.0,0.0,1965151.0,1.8568627450980393,1.8932140309836032,6.68597330030706,787.88,891.57,0.0,0.0
2014T4,2014,MASORANGE,801.8199999999999,12718.34,0.12608878202658524,8,0.0,0.0,0.0,0.0,771706.0,973205.6666666666,3222.37,4074.0,588.42,1965151.0,12360289.0,8221088.0,0.0,1965151.0,1.8568627450980393,1.8932140309836032,6.688130529417046,800.09,845.0999999999999,0.0,0.0
2015T1,2015,MASORANGE,769.69,11919.44,0.12914868483754272,2,0.0,0.0,0.0,0.0,736935.0,999614.3333333334,3083.86,4081.0,682.39,2143921.0,12978380.0,9103680.0,0.0,2143921.0,2.0346153846153845,1.7206777413187375,6.647286217482434,801.8199999999999,823.99,0.0,0.0
