_id,trimestre,pais,tipo_de_mercado,servicio,concepto,operador,tipo_de_ingreso,tipo_de_paquete,unidades,ingresos,ingresos_por_operador,empleados_por_operador,paquetes
571,2009T3,España,Servicio minorista,Datos generales,Ingresos,N/A,Comunicaciones de Empresa,N/A,Millones de euros,352.34,,,
572,2009T3,España,Servicio minorista,Datos generales,Ingresos,N/A,Otros servicios minoristas,N/A,Millones de euros,266.29,,,
573,2009T3,España,Servicio minorista,Datos generales,Ingresos,N/A,Servicios audiovisuales,N/A,Millones de euros,869.03,,,
574,2009T3,España,Servicio minorista,Datos generales,Ingresos,N/A,Servicios de información telefónica,N/A,Millones de euros,20.33,,,
575,2009T3,España,Servicio minorista,Datos generales,Ingresos,N/A,Telefonía fija,N/A,Millones de euros,1518.67,,,
576,2009T3,España,Servicio minorista,Datos generales,Ingresos,N/A,Telefonía móvil,N/A,Millones de euros,3372.17,,,
577,2009T3,España,Servicio minorista,Datos generales,Ingresos,N/A,Venta y alquiler de terminales,N/A,Millones de euros,399.42,,,
578,2009T3,España,Servicio minorista,Datos generales,Ingresos,Orange,N/A,N/A,Millones de euros,,796.62,,
579,2009T3,España,Servicio minorista,Datos generales,Ingresos,Resto,N/A,N/A,Millones de euros,,1678.27,,
580,2009T3,España,Servicio minorista,Datos generales,Ingresos,Vodafone,N/A,N/A,Millones de euros,,1365.87,,
581,2009T4,España,N/A,Datos generales,Número de empleados,Canal Sur (RTVA),N/A,N/A,Unidades,,,1015.0,
582,2009T4,España,N/A,Datos generales,Número de empleados,Grupo MASMOVIL,N/A,N/A,Unidades,,,30.0,
583,2009T4,España,N/A,Datos generales,Número de empleados,Movistar,N/A,N/A,Unidades,,,32493.0,
584,2009T4,España,N/A,Datos generales,Número de empleados,Ono,N/A,N/A,Unidades,,,3344.0,
585,2009T4,España,N/A,Datos generales,Número de empleados,Orange,N/A,N/A,Unidades,,,3440.0,
586,2009T4,España,N/A,Datos generales,Número de empleados,Resto,N/A,N/A,Unidades,,,17844.0,
587,2009T4,España,N/A,Datos generales,Número de empleados,RTVE,N/A,N/A,Unidades,,,6397.0,
588,2009T4,España,N/A,Datos generales,Número de empleados,Televisió de Catalunya,N/A,N/A,Unidades,,,1978.0,
589,2009T4,España,N/A,Datos generales,Número de empleados,Vodafone,N/A,N/A,Unidades,,,4326.0,
590,2009T4,España,Servicio mayorista,Datos generales,Ingresos,Movistar,N/A,N/A,Millones de euros,,778.03,,
591,2009T4,España,Servicio mayorista,Datos generales,Ingresos,N/A,Alquiler de circuitos,N/A,Millones de euros,180.38,,,
592,2009T4,España,Servicio mayorista,Datos generales,Ingresos,N/A,Banda ancha fija mayorista,N/A,Millones de euros,92.13,,,
593,2009T4,España,Servicio mayorista,Datos generales,Ingresos,N/A,Interconexión fija,N/A,Millones de euros,407.7,,,
594,2009T4,España,Servicio mayorista,Datos generales,Ingresos,N/A,Interconexión móvil,N/A,Millones de euros,676.11,,,
595,2009T4,España,Servicio mayorista,Datos generales,Ingresos,N/A,Otros servicios mayoristas,N/A,Millones de euros,63.32,,,
596,2009T4,España,Servicio mayorista,Datos generales,Ingresos,N/A,Transmisión de datos,N/A,Millones de euros,12.21,,,
597,2009T4,España,Servicio mayorista,Datos generales,Ingresos,N/A,Transporte y difusión de la señal audiovisual,N/A,Millones de euros,111.83,,,
598,2009T4,España,Servicio mayorista,Datos generales,Ingresos,Orange,N/A,N/A,Millones de euros,,175.61,,
599,2009T4,España,Servicio mayorista,Datos generales,Ingresos,Resto,N/A,N/A,Millones de euros,,333.96,,
600,2009T4,España,Servicio mayorista,Datos generales,Ingresos,Vodafone,N/A,N/A,Millones de euros,,256.08,,
601,2009T4,España,Servicio minorista,Datos generales,Ingresos,Grupo MASMOVIL,N/A,N/A,Millones de euros,,2.4,,
602,2009T4,España,Servicio minorista,Datos generales,Ingresos,Movistar,N/A,N/A,Millones de euros,,4515.26,,
603,2009T4,España,Servicio minorista,Datos generales,Ingresos,N/A,Banda ancha fija,N/A,Millones de euros,982.77,,,
604,2009T4,España,Servicio minorista,Datos generales,Ingresos,N/A,Banda Ancha móvil,N/A,Millones de euros,401.03,,,
605,2009T4,España,Servicio minorista,Datos generales,Ingresos,N/A,Comunicaciones de Empresa,N/A,Millones de euros,365.4,,,
606,2009T4,España,Servicio minorista,Datos generales,Ingresos,N/A,Otros servicios minoristas,N/A,Millones de euros,512.7,,,
607,2009T4,España,Servicio minorista,Datos generales,Ingresos,N/A,Servicios audiovisuales,N/A,Millones de euros,1205.68,,,
608,2009T4,España,Servicio minorista,Datos generales,Ingresos,N/A,Servicios de información telefónica,N/A,Millones de euros,18.03,,,
609,2009T4,España,Servicio minorista,Datos generales,Ingresos,N/A,Telefonía fija,N/A,Millones de euros,1494.18,,,
610,2009T4,España,Servicio minorista,Datos generales,Ingresos,N/A,Telefonía móvil,N/A,Millones de euros,3228.64,,,
611,2009T4,España,Servicio minorista,Datos generales,Ingresos,N/A,Venta y alquiler de terminales,N/A,Millones de euros,540.36,,,
612,2009T4,España,Servicio minorista,Datos generales,Ingresos,Orange,N/A,N/A,Millones de euros,,783.49,,
613,2009T4,España,Servicio minorista,Datos generales,Ingresos,Resto,N/A,N/A,Millones de euros,,2078.65,,
614,2009T4,España,Servicio minorista,Datos generales,Ingresos,Vodafone,N/A,N/A,Millones de euros,,1368.99,,
615,2010T1,España,N/A,Datos generales,Número de empleados,Canal Sur (RTVA),N/A,N/A,Unidades,,,1019.0,
616,2010T1,España,N/A,Datos generales,Número de empleados,Digi,N/A,N/A,Unidades,,,25.0,
617,2010T1,España,N/A,Datos generales,Número de empleados,Grupo MASMOVIL,N/A,N/A,Unidades,,,34.0,
618,2010T1,España,N/A,Datos generales,Número de empleados,Movistar,N/A,N/A,Unidades,,,32303.0,
619,2010T1,España,N/A,Datos generales,Número de empleados,Ono,N/A,N/A,Unidades,,,3342.0,
620,2010T1,España,N/A,Datos generales,Número de empleados,Orange,N/A,N/A,Unidades,,,3209.0,
621,2010T1,España,N/A,Datos generales,Número de empleados,Resto,N/A,N/A,Unidades,,,18097.0,
622,2010T1,España,N/A,Datos generales,Número de empleados,RTVE,N/A,N/A,Unidades,,,6394.0,
623,2010T1,España,N/A,Datos generales,Número de empleados,Televisió de Catalunya,N/A,N/A,Unidades,,,1960.0,
624,2010T1,España,N/A,Datos generales,Número de empleados,Vodafone,N/A,N/A,Unidades,,,4383.0,
625,2010T1,España,Servicio mayorista,Datos generales,Ingresos,Digi,N/A,N/A,Millones de euros,,0.58,,
626,2010T1,España,Servicio mayorista,Datos generales,Ingresos,Movistar,N/A,N/A,Millones de euros,,744.76,,
627,2010T1,España,Servicio mayorista,Datos generales,Ingresos,N/A,Alquiler de circuitos,N/A,Millones de euros,162.49,,,
628,2010T1,España,Servicio mayorista,Datos generales,Ingresos,N/A,Banda ancha fija mayorista,N/A,Millones de euros,98.58,,,
629,2010T1,España,Servicio mayorista,Datos generales,Ingresos,N/A,Contenidos audiovisuales,N/A,Millones de euros,3.79,,,
630,2010T1,España,Servicio mayorista,Datos generales,Ingresos,N/A,Interconexión fija,N/A,Millones de euros,397.15,,,
631,2010T1,España,Servicio mayorista,Datos generales,Ingresos,N/A,Interconexión móvil,N/A,Millones de euros,648.98,,,
632,2010T1,España,Servicio mayorista,Datos generales,Ingresos,N/A,Otros servicios mayoristas,N/A,Millones de euros,84.66,,,
633,2010T1,España,Servicio mayorista,Datos generales,Ingresos,N/A,Transmisión de datos,N/A,Millones de euros,5.51,,,
634,2010T1,España,Servicio mayorista,Datos generales,Ingresos,N/A,Transporte y difusión de la señal audiovisual,N/A,Millones de euros,109.99,,,
635,2010T1,España,Servicio mayorista,Datos generales,Ingresos,Orange,N/A,N/A,Millones de euros,,182.55,,
636,2010T1,España,Servicio mayorista,Datos generales,Ingresos,Resto,N/A,N/A,Millones de euros,,335.26,,
637,2010T1,España,Servicio mayorista,Datos generales,Ingresos,Vodafone,N/A,N/A,Millones de euros,,248.01,,
638,2010T1,España,Servicio minorista,Datos generales,Ingresos,Digi,N/A,N/A,Millones de euros,,4.44,,
639,2010T1,España,Servicio minorista,Datos generales,Ingresos,Grupo MASMOVIL,N/A,N/A,Millones de euros,,2.38,,
640,2010T1,España,Servicio minorista,Datos generales,Ingresos,Movistar,N/A,N/A,Millones de euros,,4097.39,,
641,2010T1,España,Servicio minorista,Datos generales,Ingresos,N/A,Banda ancha fija,N/A,Millones de euros,971.09,,,
642,2010T1,España,Servicio minorista,Datos generales,Ingresos,N/A,Banda Ancha móvil,N/A,Millones de euros,436.38,,,
643,2010T1,España,Servicio minorista,Datos generales,Ingresos,N/A,Comunicaciones de Empresa,N/A,Millones de euros,357.45,,,
644,2010T1,España,Servicio minorista,Datos generales,Ingresos,N/A,Otros servicios minoristas,N/A,Millones de euros,327.59,,,
645,2010T1,España,Servicio minorista,Datos generales,Ingresos,N/A,Servicios audiovisuales,N/A,Millones de euros,1040.08,,,
646,2010T1,España,Servicio minorista,Datos generales,Ingresos,N/A,Servicios de información telefónica,N/A,Millones de euros,17.3,,,
647,2010T1,España,Servicio minorista,Datos generales,Ingresos,N/A,Telefonía fija,N/A,Millones de euros,1499.85,,,
648,2010T1,España,Servicio minorista,Datos generales,Ingresos,N/A,Telefonía móvil,N/A,Millones de euros,2991.41,,,
649,2010T1,España,Servicio minorista,Datos generales,Ingresos,N/A,Venta y alquiler de terminales,N/A,Millones de euros,384.84,,,
650,2010T1,España,Servicio minorista,Datos generales,Ingresos,Orange,N/A,N/A,Millones de euros,,744.55,,
651,2010T1,España,Servicio minorista,Datos generales,Ingresos,Resto,N/A,N/A,Millones de euros,,1949.71,,
652,2010T1,España,Servicio minorista,Datos generales,Ingresos,Vodafone,N/A,N/A,Millones de euros,,1227.52,,
653,2010T2,España,N/A,Datos generales,Número de empleados,Canal Sur (RTVA),N/A,N/A,Unidades,,,1018.0,
654,2010T2,España,N/A,Datos generales,Número de empleados,Digi,N/A,N/A,Unidades,,,25.0,
655,2010T2,España,N/A,Datos generales,Número de empleados,Grupo MASMOVIL,N/A,N/A,Unidades,,,31.0,
656,2010T2,España,N/A,Datos generales,Número de empleados,Movistar,N/A,N/A,Unidades,,,32269.0,
657,2010T2,España,N/A,Datos generales,Número de empleados,Ono,N/A,N/A,Unidades,,,3330.0,
658,2010T2,España,N/A,Datos generales,Número de empleados,Orange,N/A,N/A,Unidades,,,3210.0,
659,2010T2,España,N/A,Datos generales,Número de empleados,Resto,N/A,N/A,Unidades,,,18215.0,
660,2010T2,España,N/A,Datos generales,Número de empleados,RTVE,N/A,N/A,Unidades,,,6427.0,
661,2010T2,España,N/A,Datos generales,Número de empleados,Televisió de Catalunya,N/A,N/A,Unidades,,,1965.0,
662,2010T2,España,N/A,Datos generales,Número de empleados,Vodafone,N/A,N/A,Unidades,,,4388.0,
663,2010T2,España,Servicio mayorista,Datos generales,Ingresos,Digi,N/A,N/A,Millones de euros,,0.78,,
664,2010T2,España,Servicio mayorista,Datos generales,Ingresos,Movistar,N/A,N/A,Millones de euros,,778.36,,
665,2010T2,España,Servicio mayorista,Datos generales,Ingresos,N/A,Alquiler de circuitos,N/A,Millones de euros,172.45,,,
666,2010T2,España,Servicio mayorista,Datos generales,Ingresos,N/A,Banda ancha fija mayorista,N/A,Millones de euros,116.17,,,
667,2010T2,España,Servicio mayorista,Datos generales,Ingresos,N/A,Contenidos audiovisuales,N/A,Millones de euros,5.03,,,
668,2010T2,España,Servicio mayorista,Datos generales,Ingresos,N/A,Interconexión fija,N/A,Millones de euros,397.97,,,
669,2010T2,España,Servicio mayorista,Datos generales,Ingresos,N/A,Interconexión móvil,N/A,Millones de euros,671.09,,,
670,2010T2,España,Servicio mayorista,Datos generales,Ingresos,N/A,Otros servicios mayoristas,N/A,Millones de euros,85.94,,,
671,2010T2,España,Servicio mayorista,Datos generales,Ingresos,N/A,Transmisión de datos,N/A,Millones de euros,4.88,,,
672,2010T2,España,Servicio mayorista,Datos generales,Ingresos,N/A,Transporte y difusión de la señal audiovisual,N/A,Millones de euros,89.37,,,
673,2010T2,España,Servicio mayorista,Datos generales,Ingresos,Orange,N/A,N/A,Millones de euros,,188.6,,
674,2010T2,España,Servicio mayorista,Datos generales,Ingresos,Resto,N/A,N/A,Millones de euros,,321.79,,
675,2010T2,España,Servicio mayorista,Datos generales,Ingresos,Vodafone,N/A,N/A,Millones de euros,,253.35,,
676,2010T2,España,Servicio minorista,Datos generales,Ingresos,Digi,N/A,N/A,Millones de euros,,6.24,,
677,2010T2,España,Servicio minorista,Datos generales,Ingresos,Grupo MASMOVIL,N/A,N/A,Millones de euros,,2.67,,
678,2010T2,España,Servicio minorista,Datos generales,Ingresos,Movistar,N/A,N/A,Millones de euros,,4102.21,,
679,2010T2,España,Servicio minorista,Datos generales,Ingresos,N/A,Banda ancha fija,N/A,Millones de euros,987.11,,,
680,2010T2,España,Servicio minorista,Datos generales,Ingresos,N/A,Banda Ancha móvil,N/A,Millones de euros,479.02,,,
681,2010T2,España,Servicio minorista,Datos generales,Ingresos,N/A,Comunicaciones de Empresa,N/A,Millones de euros,367.78,,,
682,2010T2,España,Servicio minorista,Datos generales,Ingresos,N/A,Otros servicios minoristas,N/A,Millones de euros,305.83,,,
683,2010T2,España,Servicio minorista,Datos generales,Ingresos,N/A,Servicios audiovisuales,N/A,Millones de euros,1160.79,,,
684,2010T2,España,Servicio minorista,Datos generales,Ingresos,N/A,Servicios de información telefónica,N/A,Millones de euros,17.93,,,
685,2010T2,España,Servicio minorista,Datos generales,Ingresos,N/A,Telefonía fija,N/A,Millones de euros,1477.14,,,
686,2010T2,España,Servicio minorista,Datos generales,Ingresos,N/A,Telefonía móvil,N/A,Millones de euros,3029.58,,,
687,2010T2,España,Servicio minorista,Datos generales,Ingresos,N/A,Venta y alquiler de terminales,N/A,Millones de euros,419.11,,,
688,2010T2,España,Servicio minorista,Datos generales,Ingresos,Orange,N/A,N/A,Millones de euros,,764.76,,
689,2010T2,España,Servicio minorista,Datos generales,Ingresos,Resto,N/A,N/A,Millones de euros,,2067.54,,
690,2010T2,España,Servicio minorista,Datos generales,Ingresos,Vodafone,N/A,N/A,Millones de euros,,1300.87,,
691,2010T3,España,N/A,Datos generales,Número de empleados,Canal Sur (RTVA),N/A,N/A,Unidades,,,1021.0,
692,2010T3,España,N/A,Datos generales,Número de empleados,Digi,N/A,N/A,Unidades,,,27.0,
693,2010T3,España,N/A,Datos generales,Número de empleados,Grupo MASMOVIL,N/A,N/A,Unidades,,,32.0,
694,2010T3,España,N/A,Datos generales,Número de empleados,Movistar,N/A,N/A,Unidades,,,32250.0,
695,2010T3,España,N/A,Datos generales,Número de empleados,Ono,N/A,N/A,Unidades,,,3151.0,
696,2010T3,España,N/A,Datos generales,Número de empleados,Orange,N/A,N/A,Unidades,,,3078.0,
697,2010T3,España,N/A,Datos generales,Número de empleados,Resto,N/A,N/A,Unidades,,,18197.0,
698,2010T3,España,N/A,Datos generales,Número de empleados,RTVE,N/A,N/A,Unidades,,,6409.0,
699,2010T3,España,N/A,Datos generales,Número de empleados,Televisió de Catalunya,N/A,N/A,Unidades,,,1972.0,
700,2010T3,España,N/A,Datos generales,Número de empleados,Vodafone,N/A,N/A,Unidades,,,4391.0,
701,2010T3,España,Servicio mayorista,Datos generales,Ingresos,Digi,N/A,N/A,Millones de euros,,0.86,,
702,2010T3,España,Servicio mayorista,Datos generales,Ingresos,Movistar,N/A,N/A,Millones de euros,,802.0,,
703,2010T3,España,Servicio mayorista,Datos generales,Ingresos,N/A,Alquiler de circuitos,N/A,Millones de euros,178.44,,,
704,2010T3,España,Servicio mayorista,Datos generales,Ingresos,N/A,Banda ancha fija mayorista,N/A,Millones de euros,109.21,,,
705,2010T3,España,Servicio mayorista,Datos generales,Ingresos,N/A,Contenidos audiovisuales,N/A,Millones de euros,2.71,,,
706,2010T3,España,Servicio mayorista,Datos generales,Ingresos,N/A,Interconexión fija,N/A,Millones de euros,403.99,,,
707,2010T3,España,Servicio mayorista,Datos generales,Ingresos,N/A,Interconexión móvil,N/A,Millones de euros,725.61,,,
708,2010T3,España,Servicio mayorista,Datos generales,Ingresos,N/A,Otros servicios mayoristas,N/A,Millones de euros,92.43,,,
709,2010T3,España,Servicio mayorista,Datos generales,Ingresos,N/A,Transmisión de datos,N/A,Millones de euros,5.83,,,
710,2010T3,España,Servicio mayorista,Datos generales,Ingresos,N/A,Transporte y difusión de la señal audiovisual,N/A,Millones de euros,84.7,,,
711,2010T3,España,Servicio mayorista,Datos generales,Ingresos,Orange,N/A,N/A,Millones de euros,,208.01,,
712,2010T3,España,Servicio mayorista,Datos generales,Ingresos,Resto,N/A,N/A,Millones de euros,,327.15,,
713,2010T3,España,Servicio mayorista,Datos generales,Ingresos,Vodafone,N/A,N/A,Millones de euros,,264.89,,
714,2010T3,España,Servicio minorista,Datos generales,Ingresos,Digi,N/A,N/A,Millones de euros,,6.75,,
715,2010T3,España,Servicio minorista,Datos generales,Ingresos,Grupo MASMOVIL,N/A,N/A,Millones de euros,,2.89,,
716,2010T3,España,Servicio minorista,Datos generales,Ingresos,Movistar,N/A,N/A,Millones de euros,,4158.27,,
717,2010T3,España,Servicio minorista,Datos generales,Ingresos,N/A,Banda ancha fija,N/A,Millones de euros,955.19,,,
718,2010T3,España,Servicio minorista,Datos generales,Ingresos,N/A,Banda Ancha móvil,N/A,Millones de euros,525.03,,,
719,2010T3,España,Servicio minorista,Datos generales,Ingresos,N/A,Comunicaciones de Empresa,N/A,Millones de euros,365.36,,,
720,2010T3,España,Servicio minorista,Datos generales,Ingresos,N/A,Otros servicios minoristas,N/A,Millones de euros,373.87,,,
721,2010T3,España,Servicio minorista,Datos generales,Ingresos,N/A,Servicios audiovisuales,N/A,Millones de euros,874.44,,,
722,2010T3,España,Servicio minorista,Datos generales,Ingresos,N/A,Servicios de información telefónica,N/A,Millones de euros,18.18,,,
723,2010T3,España,Servicio minorista,Datos generales,Ingresos,N/A,Telefonía fija,N/A,Millones de euros,1422.16,,,
724,2010T3,España,Servicio minorista,Datos generales,Ingresos,N/A,Telefonía móvil,N/A,Millones de euros,3099.28,,,
725,2010T3,España,Servicio minorista,Datos generales,Ingresos,N/A,Venta y alquiler de terminales,N/A,Millones de euros,428.41,,,
726,2010T3,España,Servicio minorista,Datos generales,Ingresos,Orange,N/A,N/A,Millones de euros,,790.38,,
727,2010T3,España,Servicio minorista,Datos generales,Ingresos,Resto,N/A,N/A,Millones de euros,,1815.02,,
728,2010T3,España,Servicio minorista,Datos generales,Ingresos,Vodafone,N/A,N/A,Millones de euros,,1288.62,,
729,2010T4,España,N/A,Datos generales,Número de empleados,Canal Sur (RTVA),N/A,N/A,Unidades,,,1006.0,
730,2010T4,España,N/A,Datos generales,Número de empleados,Digi,N/A,N/A,Unidades,,,29.0,
731,2010T4,España,N/A,Datos generales,Número de empleados,Grupo MASMOVIL,N/A,N/A,Unidades,,,33.0,
732,2010T4,España,N/A,Datos generales,Número de empleados,Movistar,N/A,N/A,Unidades,,,32217.0,
733,2010T4,España,N/A,Datos generales,Número de empleados,Ono,N/A,N/A,Unidades,,,3082.0,
734,2010T4,España,N/A,Datos generales,Número de empleados,Orange,N/A,N/A,Unidades,,,3071.0,
735,2010T4,España,N/A,Datos generales,Número de empleados,Resto,N/A,N/A,Unidades,,,18152.0,
736,2010T4,España,N/A,Datos generales,Número de empleados,RTVE,N/A,N/A,Unidades,,,6410.0,
737,2010T4,España,N/A,Datos generales,Número de empleados,Televisió de Catalunya,N/A,N/A,Unidades,,,1933.0,
738,2010T4,España,N/A,Datos generales,Número de empleados,Vodafone,N/A,N/A,Unidades,,,4113.0,
739,2010T4,España,Servicio mayorista,Datos generales,Ingresos,Digi,N/A,N/A,Millones de euros,,1.02,,
740,2010T4,España,Servicio mayorista,Datos generales,Ingresos,Movistar,N/A,N/A,Millones de euros,,754.68,,
741,2010T4,España,Servicio mayorista,Datos generales,Ingresos,N/A,Alquiler de circuitos,N/A,Millones de euros,190.4,,,
742,2010T4,España,Servicio mayorista,Datos generales,Ingresos,N/A,Banda ancha fija mayorista,N/A,Millones de euros,130.64,,,
743,2010T4,España,Servicio mayorista,Datos generales,Ingresos,N/A,Contenidos audiovisuales,N/A,Millones de euros,3.22,,,
744,2010T4,España,Servicio mayorista,Datos generales,Ingresos,N/A,Interconexión fija,N/A,Millones de euros,370.41,,,
745,2010T4,España,Servicio mayorista,Datos generales,Ingresos,N/A,Interconexión móvil,N/A,Millones de euros,624.99,,,
746,2010T4,España,Servicio mayorista,Datos generales,Ingresos,N/A,Otros servicios mayoristas,N/A,Millones de euros,96.68,,,
747,2010T4,España,Servicio mayorista,Datos generales,Ingresos,N/A,Transmisión de datos,N/A,Millones de euros,5.47,,,
748,2010T4,España,Servicio mayorista,Datos generales,Ingresos,N/A,Transporte y difusión de la señal audiovisual,N/A,Millones de euros,102.66,,,
749,2010T4,España,Servicio mayorista,Datos generales,Ingresos,Orange,N/A,N/A,Millones de euros,,193.12,,
750,2010T4,España,Servicio mayorista,Datos generales,Ingresos,Resto,N/A,N/A,Millones de euros,,346.88,,
751,2010T4,España,Servicio mayorista,Datos generales,Ingresos,Vodafone,N/A,N/A,Millones de euros,,228.77,,
752,2010T4,España,Servicio minorista,Datos generales,Ingresos,Digi,N/A,N/A,Millones de euros,,8.75,,
753,2010T4,España,Servicio minorista,Datos generales,Ingresos,Grupo MASMOVIL,N/A,N/A,Millones de euros,,3.05,,
754,2010T4,España,Servicio minorista,Datos generales,Ingresos,Movistar,N/A,N/A,Millones de euros,,4110.06,,
755,2010T4,España,Servicio minorista,Datos generales,Ingresos,N/A,Banda ancha fija,N/A,Millones de euros,957.11,,,
756,2010T4,España,Servicio minorista,Datos generales,Ingresos,N/A,Banda Ancha móvil,N/A,Millones de euros,523.23,,,
757,2010T4,España,Servicio minorista,Datos generales,Ingresos,N/A,Comunicaciones de Empresa,N/A,Millones de euros,373.93,,,
758,2010T4,España,Servicio minorista,Datos generales,Ingresos,N/A,Otros servicios minoristas,N/A,Millones de euros,418.99,,,
759,2010T4,España,Servicio minorista,Datos generales,Ingresos,N/A,Servicios audiovisuales,N/A,Millones de euros,1136.96,,,
760,2010T4,España,Servicio minorista,Datos generales,Ingresos,N/A,Servicios de información telefónica,N/A,Millones de euros,16.24,,,
761,2010T4,España,Servicio minorista,Datos generales,Ingresos,N/A,Telefonía fija,N/A,Millones de euros,1383.79,,,
762,2010T4,España,Servicio minorista,Datos generales,Ingresos,N/A,Telefonía móvil,N/A,Millones de euros,2931.34,,,
763,2010T4,España,Servicio minorista,Datos generales,Ingresos,N/A,Venta y alquiler de terminales,N/A,Millones de euros,540.38,,,
764,2010T4,España,Servicio minorista,Datos generales,Ingresos,Orange,N/A,N/A,Millones de euros,,780.75,,
765,2010T4,España,Servicio minorista,Datos generales,Ingresos,Resto,N/A,N/A,Millones de euros,,2101.61,,
766,2010T4,España,Servicio minorista,Datos generales,Ingresos,Vodafone,N/A,N/A,Millones de euros,,1277.75,,
767,2011T1,España,N/A,Datos generales,Número de empleados,Canal Sur (RTVA),N/A,N/A,Unidades,,,1010.0,
768,2011T1,España,N/A,Datos generales,Número de empleados,Digi,N/A,N/A,Unidades,,,38.0,
769,2011T1,España,N/A,Datos generales,Número de empleados,Grupo MASMOVIL,N/A,N/A,Unidades,,,32.0,
770,2011T1,España,N/A,Datos generales,Número de empleados,Movistar,N/A,N/A,Unidades,,,32086.0,
771,2011T1,España,N/A,Datos generales,Número de empleados,Ono,N/A,N/A,Unidades,,,3059.0,
772,2011T1,España,N/A,Datos generales,Número de empleados,Orange,N/A,N/A,Unidades,,,3026.0,
773,2011T1,España,N/A,Datos generales,Número de empleados,Resto,N/A,N/A,Unidades,,,17845.0,
774,2011T1,España,N/A,Datos generales,Número de empleados,RTVE,N/A,N/A,Unidades,,,6421.0,
775,2011T1,España,N/A,Datos generales,Número de empleados,Televisió de Catalunya,N/A,N/A,Unidades,,,1864.0,
776,2011T1,España,N/A,Datos generales,Número de empleados,Vodafone,N/A,N/A,Unidades,,,4361.0,
777,2011T1,España,Servicio mayorista,Datos generales,Ingresos,Digi,N/A,N/A,Millones de euros,,1.15,,
778,2011T1,España,Servicio mayorista,Datos generales,Ingresos,Movistar,N/A,N/A,Millones de euros,,738.55,,
779,2011T1,España,Servicio mayorista,Datos generales,Ingresos,N/A,Alquiler de circuitos,N/A,Millones de euros,188.54,,,
780,2011T1,España,Servicio mayorista,Datos generales,Ingresos,N/A,Banda ancha fija mayorista,N/A,Millones de euros,126.92,,,
781,2011T1,España,Servicio mayorista,Datos generales,Ingresos,N/A,Contenidos audiovisuales,N/A,Millones de euros,24.27,,,
782,2011T1,España,Servicio mayorista,Datos generales,Ingresos,N/A,Interconexión fija,N/A,Millones de euros,367.69,,,
783,2011T1,España,Servicio mayorista,Datos generales,Ingresos,N/A,Interconexión móvil,N/A,Millones de euros,598.53,,,
784,2011T1,España,Servicio mayorista,Datos generales,Ingresos,N/A,Otros servicios mayoristas,N/A,Millones de euros,95.8,,,
785,2011T1,España,Servicio mayorista,Datos generales,Ingresos,N/A,Transmisión de datos,N/A,Millones de euros,7.03,,,
786,2011T1,España,Servicio mayorista,Datos generales,Ingresos,N/A,Transporte y difusión de la señal audiovisual,N/A,Millones de euros,104.52,,,
787,2011T1,España,Servicio mayorista,Datos generales,Ingresos,Orange,N/A,N/A,Millones de euros,,185.41,,
788,2011T1,España,Servicio mayorista,Datos generales,Ingresos,Resto,N/A,N/A,Millones de euros,,368.76,,
789,2011T1,España,Servicio mayorista,Datos generales,Ingresos,Vodafone,N/A,N/A,Millones de euros,,219.42,,
790,2011T1,España,Servicio minorista,Datos generales,Ingresos,Digi,N/A,N/A,Millones de euros,,9.53,,
791,2011T1,España,Servicio minorista,Datos generales,Ingresos,Grupo MASMOVIL,N/A,N/A,Millones de euros,,3.09,,
792,2011T1,España,Servicio minorista,Datos generales,Ingresos,Movistar,N/A,N/A,Millones de euros,,3838.53,,
793,2011T1,España,Servicio minorista,Datos generales,Ingresos,N/A,Banda ancha fija,N/A,Millones de euros,941.97,,,
794,2011T1,España,Servicio minorista,Datos generales,Ingresos,N/A,Banda Ancha móvil,N/A,Millones de euros,482.3,,,
795,2011T1,España,Servicio minorista,Datos generales,Ingresos,N/A,Comunicaciones de Empresa,N/A,Millones de euros,355.66,,,
796,2011T1,España,Servicio minorista,Datos generales,Ingresos,N/A,Otros servicios minoristas,N/A,Millones de euros,304.21,,,
797,2011T1,España,Servicio minorista,Datos generales,Ingresos,N/A,Servicios audiovisuales,N/A,Millones de euros,1019.97,,,
798,2011T1,España,Servicio minorista,Datos generales,Ingresos,N/A,Servicios de información telefónica,N/A,Millones de euros,14.78,,,
799,2011T1,España,Servicio minorista,Datos generales,Ingresos,N/A,Telefonía fija,N/A,Millones de euros,1371.38,,,
800,2011T1,España,Servicio minorista,Datos generales,Ingresos,N/A,Telefonía móvil,N/A,Millones de euros,2849.81,,,
801,2011T1,España,Servicio minorista,Datos generales,Ingresos,N/A,Venta y alquiler de terminales,N/A,Millones de euros,502.26,,,
802,2011T1,España,Servicio minorista,Datos generales,Ingresos,Orange,N/A,N/A,Millones de euros,,775.76,,
803,2011T1,España,Servicio minorista,Datos generales,Ingresos,Resto,N/A,N/A,Millones de euros,,1992.29,,
804,2011T1,España,Servicio minorista,Datos generales,Ingresos,Vodafone,N/A,N/A,Millones de euros,,1223.14,,
805,2011T2,España,N/A,Datos generales,Número de empleados,Canal Sur (RTVA),N/A,N/A,Unidades,,,1023.0,
806,2011T2,España,N/A,Datos generales,Número de empleados,Digi,N/A,N/A,Unidades,,,45.0,
807,2011T2,España,N/A,Datos generales,Número de empleados,Grupo MASMOVIL,N/A,N/A,Unidades,,,33.0,
