_id,trimestre,pais,tipo_de_mercado,servicio,concepto,operador,tipo_de_ingreso,tipo_de_paquete,unidades,ingresos,ingresos_por_operador,empleados_por_operador,paquetes
1623,2016T1,España,Servicio minorista,Datos generales,Ingresos,Grupo MASMOVIL,N/A,N/A,Millones de euros,,9.88,,
1624,2016T1,España,Servicio minorista,Datos generales,Ingresos,Movistar,N/A,N/A,Millones de euros,,2554.01,,
1625,2016T1,España,Servicio minorista,Datos generales,Ingresos,N/A,Banda ancha fija,N/A,Millones de euros,998.3,,,
1626,2016T1,España,Servicio minorista,Datos generales,Ingresos,N/A,Banda Ancha móvil,N/A,Millones de euros,1022.9,,,
1627,2016T1,España,Servicio minorista,Datos generales,Ingresos,N/A,Comunicaciones de Empresa,N/A,Millones de euros,331.77,,,
1628,2016T1,España,Servicio minorista,Datos generales,Ingresos,N/A,Otros servicios minoristas,N/A,Millones de euros,256.51,,,
1629,2016T1,España,Servicio minorista,Datos generales,Ingresos,N/A,Servicios audiovisuales,N/A,Millones de euros,950.0,,,
1630,2016T1,España,Servicio minorista,Datos generales,Ingresos,N/A,Servicios de información telefónica,N/A,Millones de euros,4.91,,,
1631,2016T1,España,Servicio minorista,Datos generales,Ingresos,N/A,Telefonía fija,N/A,Millones de euros,686.11,,,
1632,2016T1,España,Servicio minorista,Datos generales,Ingresos,N/A,Telefonía móvil,N/A,Millones de euros,1184.27,,,
1633,2016T1,España,Servicio minorista,Datos generales,Ingresos,N/A,Venta y alquiler de terminales,N/A,Millones de euros,500.44,,,
1634,2016T1,España,Servicio minorista,Datos generales,Ingresos,Orange,N/A,N/A,Millones de euros,,1010.31,,
1635,2016T1,España,Servicio minorista,Datos generales,Ingresos,Resto,N/A,N/A,Millones de euros,,1178.42,,
1636,2016T1,España,Servicio minorista,Datos generales,Ingresos,Vodafone,N/A,N/A,Millones de euros,,1164.81,,
1637,2016T2,España,N/A,Datos generales,Número de empleados,Canal Sur (RTVA),N/A,N/A,Unidades,,,1197.0,
1638,2016T2,España,N/A,Datos generales,Número de empleados,Digi,N/A,N/A,Unidades,,,104.0,
1639,2016T2,España,N/A,Datos generales,Número de empleados,Grupo MASMOVIL,N/A,N/A,Unidades,,,96.0,
1640,2016T2,España,N/A,Datos generales,Número de empleados,Movistar,N/A,N/A,Unidades,,,24262.0,
1641,2016T2,España,N/A,Datos generales,Número de empleados,Orange,N/A,N/A,Unidades,,,5092.0,
1642,2016T2,España,N/A,Datos generales,Número de empleados,Resto,N/A,N/A,Unidades,,,13160.0,
1643,2016T2,España,N/A,Datos generales,Número de empleados,RTVE,N/A,N/A,Unidades,,,6278.0,
1644,2016T2,España,N/A,Datos generales,Número de empleados,Televisió de Catalunya,N/A,N/A,Unidades,,,2240.0,
1645,2016T2,España,N/A,Datos generales,Número de empleados,Vodafone,N/A,N/A,Unidades,,,5108.0,
1646,2016T2,España,N/A,Datos generales,Paquetes,N/A,N/A,Resto paquetes,Unidades,,,,392044.0
1647,2016T2,España,N/A,Datos generales,Paquetes,N/A,N/A,Tel. fija y banda ancha fija,Unidades,,,,2302022.0
1648,2016T2,España,N/A,Datos generales,Paquetes,N/A,N/A,"Tel. fija, banda ancha fija y TV de pago",Unidades,,,,388872.0
1649,2016T2,España,N/A,Datos generales,Paquetes,N/A,N/A,"Tel. fija, banda ancha fija, tel. móvil y banda ancha móvil",Unidades,,,,6061136.0
1650,2016T2,España,N/A,Datos generales,Paquetes,N/A,N/A,"Tel. fija, banda ancha fija, TV de pago, tel. móvil y banda ancha móvil",Unidades,,,,4309249.0
1651,2016T2,España,Servicio mayorista,Datos generales,Ingresos,Digi,N/A,N/A,Millones de euros,,2.99,,
1652,2016T2,España,Servicio mayorista,Datos generales,Ingresos,Movistar,N/A,N/A,Millones de euros,,926.16,,
1653,2016T2,España,Servicio mayorista,Datos generales,Ingresos,N/A,Alquiler de circuitos,N/A,Millones de euros,205.1,,,
1654,2016T2,España,Servicio mayorista,Datos generales,Ingresos,N/A,Banda ancha fija mayorista,N/A,Millones de euros,177.57,,,
1655,2016T2,España,Servicio mayorista,Datos generales,Ingresos,N/A,Contenidos audiovisuales,N/A,Millones de euros,349.27,,,
1656,2016T2,España,Servicio mayorista,Datos generales,Ingresos,N/A,Interconexión fija,N/A,Millones de euros,291.94,,,
1657,2016T2,España,Servicio mayorista,Datos generales,Ingresos,N/A,Interconexión móvil,N/A,Millones de euros,410.04,,,
1658,2016T2,España,Servicio mayorista,Datos generales,Ingresos,N/A,Otros servicios mayoristas,N/A,Millones de euros,203.28,,,
1659,2016T2,España,Servicio mayorista,Datos generales,Ingresos,N/A,Transmisión de datos,N/A,Millones de euros,29.16,,,
1660,2016T2,España,Servicio mayorista,Datos generales,Ingresos,N/A,Transporte y difusión de la señal audiovisual,N/A,Millones de euros,88.47,,,
1661,2016T2,España,Servicio mayorista,Datos generales,Ingresos,Orange,N/A,N/A,Millones de euros,,201.28,,
1662,2016T2,España,Servicio mayorista,Datos generales,Ingresos,Resto,N/A,N/A,Millones de euros,,362.49,,
1663,2016T2,España,Servicio mayorista,Datos generales,Ingresos,Vodafone,N/A,N/A,Millones de euros,,261.91,,
1664,2016T2,España,Servicio minorista,Datos generales,Ingresos,Digi,N/A,N/A,Millones de euros,,18.69,,
1665,2016T2,España,Servicio minorista,Datos generales,Ingresos,Grupo MASMOVIL,N/A,N/A,Millones de euros,,11.3,,
1666,2016T2,España,Servicio minorista,Datos generales,Ingresos,Movistar,N/A,N/A,Millones de euros,,2595.78,,
1667,2016T2,España,Servicio minorista,Datos generales,Ingresos,N/A,Banda ancha fija,N/A,Millones de euros,1035.12,,,
1668,2016T2,España,Servicio minorista,Datos generales,Ingresos,N/A,Banda Ancha móvil,N/A,Millones de euros,1024.71,,,
1669,2016T2,España,Servicio minorista,Datos generales,Ingresos,N/A,Comunicaciones de Empresa,N/A,Millones de euros,339.16,,,
1670,2016T2,España,Servicio minorista,Datos generales,Ingresos,N/A,Otros servicios minoristas,N/A,Millones de euros,266.9,,,
1671,2016T2,España,Servicio minorista,Datos generales,Ingresos,N/A,Servicios audiovisuales,N/A,Millones de euros,1078.37,,,
1672,2016T2,España,Servicio minorista,Datos generales,Ingresos,N/A,Servicios de información telefónica,N/A,Millones de euros,5.33,,,
1673,2016T2,España,Servicio minorista,Datos generales,Ingresos,N/A,Telefonía fija,N/A,Millones de euros,663.04,,,
1674,2016T2,España,Servicio minorista,Datos generales,Ingresos,N/A,Telefonía móvil,N/A,Millones de euros,1225.24,,,
1675,2016T2,España,Servicio minorista,Datos generales,Ingresos,N/A,Venta y alquiler de terminales,N/A,Millones de euros,498.83,,,
1676,2016T2,España,Servicio minorista,Datos generales,Ingresos,Orange,N/A,N/A,Millones de euros,,1035.53,,
1677,2016T2,España,Servicio minorista,Datos generales,Ingresos,Resto,N/A,N/A,Millones de euros,,1288.78,,
1678,2016T2,España,Servicio minorista,Datos generales,Ingresos,Vodafone,N/A,N/A,Millones de euros,,1186.62,,
1679,2016T3,España,N/A,Datos generales,Número de empleados,Canal Sur (RTVA),N/A,N/A,Unidades,,,1198.0,
1680,2016T3,España,N/A,Datos generales,Número de empleados,Digi,N/A,N/A,Unidades,,,113.0,
1681,2016T3,España,N/A,Datos generales,Número de empleados,Grupo MASMOVIL,N/A,N/A,Unidades,,,94.0,
1682,2016T3,España,N/A,Datos generales,Número de empleados,Movistar,N/A,N/A,Unidades,,,23953.0,
1683,2016T3,España,N/A,Datos generales,Número de empleados,Orange,N/A,N/A,Unidades,,,5174.0,
1684,2016T3,España,N/A,Datos generales,Número de empleados,Resto,N/A,N/A,Unidades,,,13177.0,
1685,2016T3,España,N/A,Datos generales,Número de empleados,RTVE,N/A,N/A,Unidades,,,6265.0,
1686,2016T3,España,N/A,Datos generales,Número de empleados,Televisió de Catalunya,N/A,N/A,Unidades,,,2240.0,
1687,2016T3,España,N/A,Datos generales,Número de empleados,Vodafone,N/A,N/A,Unidades,,,5115.0,
1688,2016T3,España,N/A,Datos generales,Paquetes,N/A,N/A,Resto paquetes,Unidades,,,,386608.0
1689,2016T3,España,N/A,Datos generales,Paquetes,N/A,N/A,Tel. fija y banda ancha fija,Unidades,,,,2262751.0
1690,2016T3,España,N/A,Datos generales,Paquetes,N/A,N/A,"Tel. fija, banda ancha fija y TV de pago",Unidades,,,,390750.0
1691,2016T3,España,N/A,Datos generales,Paquetes,N/A,N/A,"Tel. fija, banda ancha fija, tel. móvil y banda ancha móvil",Unidades,,,,6036486.0
1692,2016T3,España,N/A,Datos generales,Paquetes,N/A,N/A,"Tel. fija, banda ancha fija, TV de pago, tel. móvil y banda ancha móvil",Unidades,,,,4501278.0
1693,2016T3,España,Servicio mayorista,Datos generales,Ingresos,Digi,N/A,N/A,Millones de euros,,2.77,,
1694,2016T3,España,Servicio mayorista,Datos generales,Ingresos,Movistar,N/A,N/A,Millones de euros,,1334.9,,
1695,2016T3,España,Servicio mayorista,Datos generales,Ingresos,N/A,Alquiler de circuitos,N/A,Millones de euros,200.44,,,
1696,2016T3,España,Servicio mayorista,Datos generales,Ingresos,N/A,Banda ancha fija mayorista,N/A,Millones de euros,171.72,,,
1697,2016T3,España,Servicio mayorista,Datos generales,Ingresos,N/A,Contenidos audiovisuales,N/A,Millones de euros,899.15,,,
1698,2016T3,España,Servicio mayorista,Datos generales,Ingresos,N/A,Interconexión fija,N/A,Millones de euros,293.14,,,
1699,2016T3,España,Servicio mayorista,Datos generales,Ingresos,N/A,Interconexión móvil,N/A,Millones de euros,510.27,,,
1700,2016T3,España,Servicio mayorista,Datos generales,Ingresos,N/A,Otros servicios mayoristas,N/A,Millones de euros,202.5,,,
1701,2016T3,España,Servicio mayorista,Datos generales,Ingresos,N/A,Transmisión de datos,N/A,Millones de euros,28.73,,,
1702,2016T3,España,Servicio mayorista,Datos generales,Ingresos,N/A,Transporte y difusión de la señal audiovisual,N/A,Millones de euros,86.89,,,
1703,2016T3,España,Servicio mayorista,Datos generales,Ingresos,Orange,N/A,N/A,Millones de euros,,216.08,,
1704,2016T3,España,Servicio mayorista,Datos generales,Ingresos,Resto,N/A,N/A,Millones de euros,,529.91,,
1705,2016T3,España,Servicio mayorista,Datos generales,Ingresos,Vodafone,N/A,N/A,Millones de euros,,309.19,,
1706,2016T3,España,Servicio minorista,Datos generales,Ingresos,Digi,N/A,N/A,Millones de euros,,18.28,,
1707,2016T3,España,Servicio minorista,Datos generales,Ingresos,Grupo MASMOVIL,N/A,N/A,Millones de euros,,14.09,,
1708,2016T3,España,Servicio minorista,Datos generales,Ingresos,Movistar,N/A,N/A,Millones de euros,,2645.08,,
1709,2016T3,España,Servicio minorista,Datos generales,Ingresos,N/A,Banda ancha fija,N/A,Millones de euros,1066.89,,,
1710,2016T3,España,Servicio minorista,Datos generales,Ingresos,N/A,Banda Ancha móvil,N/A,Millones de euros,1102.81,,,
1711,2016T3,España,Servicio minorista,Datos generales,Ingresos,N/A,Comunicaciones de Empresa,N/A,Millones de euros,326.35,,,
1712,2016T3,España,Servicio minorista,Datos generales,Ingresos,N/A,Otros servicios minoristas,N/A,Millones de euros,312.86,,,
1713,2016T3,España,Servicio minorista,Datos generales,Ingresos,N/A,Servicios audiovisuales,N/A,Millones de euros,881.17,,,
1714,2016T3,España,Servicio minorista,Datos generales,Ingresos,N/A,Servicios de información telefónica,N/A,Millones de euros,4.38,,,
1715,2016T3,España,Servicio minorista,Datos generales,Ingresos,N/A,Telefonía fija,N/A,Millones de euros,630.59,,,
1716,2016T3,España,Servicio minorista,Datos generales,Ingresos,N/A,Telefonía móvil,N/A,Millones de euros,1220.69,,,
1717,2016T3,España,Servicio minorista,Datos generales,Ingresos,N/A,Venta y alquiler de terminales,N/A,Millones de euros,490.87,,,
1718,2016T3,España,Servicio minorista,Datos generales,Ingresos,Orange,N/A,N/A,Millones de euros,,1074.73,,
1719,2016T3,España,Servicio minorista,Datos generales,Ingresos,Resto,N/A,N/A,Millones de euros,,1094.04,,
1720,2016T3,España,Servicio minorista,Datos generales,Ingresos,Vodafone,N/A,N/A,Millones de euros,,1190.39,,
1721,2016T4,España,N/A,Datos generales,Número de empleados,Canal Sur (RTVA),N/A,N/A,Unidades,,,1199.0,
1722,2016T4,España,N/A,Datos generales,Número de empleados,Digi,N/A,N/A,Unidades,,,123.0,
1723,2016T4,España,N/A,Datos generales,Número de empleados,Grupo MASMOVIL,N/A,N/A,Unidades,,,378.0,
1724,2016T4,España,N/A,Datos generales,Número de empleados,Movistar,N/A,N/A,Unidades,,,23541.0,
1725,2016T4,España,N/A,Datos generales,Número de empleados,Orange,N/A,N/A,Unidades,,,5303.0,
1726,2016T4,España,N/A,Datos generales,Número de empleados,Resto,N/A,N/A,Unidades,,,12806.0,
1727,2016T4,España,N/A,Datos generales,Número de empleados,RTVE,N/A,N/A,Unidades,,,6290.0,
1728,2016T4,España,N/A,Datos generales,Número de empleados,Televisió de Catalunya,N/A,N/A,Unidades,,,2244.0,
1729,2016T4,España,N/A,Datos generales,Número de empleados,Vodafone,N/A,N/A,Unidades,,,5095.0,
1730,2016T4,España,N/A,Datos generales,Paquetes,N/A,N/A,Resto paquetes,Unidades,,,,397072.0
1731,2016T4,España,N/A,Datos generales,Paquetes,N/A,N/A,Tel. fija y banda ancha fija,Unidades,,,,2191375.0
1732,2016T4,España,N/A,Datos generales,Paquetes,N/A,N/A,"Tel. fija, banda ancha fija y TV de pago",Unidades,,,,245186.0
1733,2016T4,España,N/A,Datos generales,Paquetes,N/A,N/A,"Tel. fija, banda ancha fija, tel. móvil y banda ancha móvil",Unidades,,,,6222689.0
1734,2016T4,España,N/A,Datos generales,Paquetes,N/A,N/A,"Tel. fija, banda ancha fija, TV de pago, tel. móvil y banda ancha móvil",Unidades,,,,4752155.0
1735,2016T4,España,Servicio mayorista,Datos generales,Ingresos,Digi,N/A,N/A,Millones de euros,,3.05,,
1736,2016T4,España,Servicio mayorista,Datos generales,Ingresos,Grupo MASMOVIL,N/A,N/A,Millones de euros,,34.77,,
1737,2016T4,España,Servicio mayorista,Datos generales,Ingresos,Movistar,N/A,N/A,Millones de euros,,1132.12,,
1738,2016T4,España,Servicio mayorista,Datos generales,Ingresos,N/A,Alquiler de circuitos,N/A,Millones de euros,196.89,,,
1739,2016T4,España,Servicio mayorista,Datos generales,Ingresos,N/A,Banda ancha fija mayorista,N/A,Millones de euros,188.8,,,
1740,2016T4,España,Servicio mayorista,Datos generales,Ingresos,N/A,Contenidos audiovisuales,N/A,Millones de euros,723.2,,,
1741,2016T4,España,Servicio mayorista,Datos generales,Ingresos,N/A,Interconexión fija,N/A,Millones de euros,277.09,,,
1742,2016T4,España,Servicio mayorista,Datos generales,Ingresos,N/A,Interconexión móvil,N/A,Millones de euros,432.15,,,
1743,2016T4,España,Servicio mayorista,Datos generales,Ingresos,N/A,Otros servicios mayoristas,N/A,Millones de euros,216.23,,,
1744,2016T4,España,Servicio mayorista,Datos generales,Ingresos,N/A,Transmisión de datos,N/A,Millones de euros,32.96,,,
1745,2016T4,España,Servicio mayorista,Datos generales,Ingresos,N/A,Transporte y difusión de la señal audiovisual,N/A,Millones de euros,88.68,,,
1746,2016T4,España,Servicio mayorista,Datos generales,Ingresos,Orange,N/A,N/A,Millones de euros,,225.94,,
1747,2016T4,España,Servicio mayorista,Datos generales,Ingresos,Resto,N/A,N/A,Millones de euros,,508.91,,
1748,2016T4,España,Servicio mayorista,Datos generales,Ingresos,Vodafone,N/A,N/A,Millones de euros,,251.24,,
1749,2016T4,España,Servicio minorista,Datos generales,Ingresos,Digi,N/A,N/A,Millones de euros,,18.08,,
1750,2016T4,España,Servicio minorista,Datos generales,Ingresos,Grupo MASMOVIL,N/A,N/A,Millones de euros,,258.46,,
1751,2016T4,España,Servicio minorista,Datos generales,Ingresos,Movistar,N/A,N/A,Millones de euros,,2701.22,,
1752,2016T4,España,Servicio minorista,Datos generales,Ingresos,N/A,Banda ancha fija,N/A,Millones de euros,1056.88,,,
1753,2016T4,España,Servicio minorista,Datos generales,Ingresos,N/A,Banda Ancha móvil,N/A,Millones de euros,1103.35,,,
1754,2016T4,España,Servicio minorista,Datos generales,Ingresos,N/A,Comunicaciones de Empresa,N/A,Millones de euros,325.77,,,
1755,2016T4,España,Servicio minorista,Datos generales,Ingresos,N/A,Otros servicios minoristas,N/A,Millones de euros,377.19,,,
1756,2016T4,España,Servicio minorista,Datos generales,Ingresos,N/A,Servicios audiovisuales,N/A,Millones de euros,1135.67,,,
1757,2016T4,España,Servicio minorista,Datos generales,Ingresos,N/A,Servicios de información telefónica,N/A,Millones de euros,4.22,,,
1758,2016T4,España,Servicio minorista,Datos generales,Ingresos,N/A,Telefonía fija,N/A,Millones de euros,644.68,,,
1759,2016T4,España,Servicio minorista,Datos generales,Ingresos,N/A,Telefonía móvil,N/A,Millones de euros,1133.14,,,
1760,2016T4,España,Servicio minorista,Datos generales,Ingresos,N/A,Venta y alquiler de terminales,N/A,Millones de euros,572.05,,,
1761,2016T4,España,Servicio minorista,Datos generales,Ingresos,Orange,N/A,N/A,Millones de euros,,1089.42,,
1762,2016T4,España,Servicio minorista,Datos generales,Ingresos,Resto,N/A,N/A,Millones de euros,,1080.74,,
1763,2016T4,España,Servicio minorista,Datos generales,Ingresos,Vodafone,N/A,N/A,Millones de euros,,1205.03,,
1764,2017T1,España,N/A,Datos generales,Número de empleados,Canal Sur (RTVA),N/A,N/A,Unidades,,,1197.0,
1765,2017T1,España,N/A,Datos generales,Número de empleados,Digi,N/A,N/A,Unidades,,,125.0,
1766,2017T1,España,N/A,Datos generales,Número de empleados,Grupo MASMOVIL,N/A,N/A,Unidades,,,416.0,
1767,2017T1,España,N/A,Datos generales,Número de empleados,Movistar,N/A,N/A,Unidades,,,23283.0,
1768,2017T1,España,N/A,Datos generales,Número de empleados,Orange,N/A,N/A,Unidades,,,5314.0,
1769,2017T1,España,N/A,Datos generales,Número de empleados,Resto,N/A,N/A,Unidades,,,12802.0,
1770,2017T1,España,N/A,Datos generales,Número de empleados,RTVE,N/A,N/A,Unidades,,,6301.0,
1771,2017T1,España,N/A,Datos generales,Número de empleados,Televisió de Catalunya,N/A,N/A,Unidades,,,2231.0,
1772,2017T1,España,N/A,Datos generales,Número de empleados,Vodafone,N/A,N/A,Unidades,,,4981.0,
1773,2017T1,España,N/A,Datos generales,Paquetes,N/A,N/A,"Banda ancha fija, tel. móvil y banda ancha móvil",Unidades,,,,3431.0
1774,2017T1,España,N/A,Datos generales,Paquetes,N/A,N/A,Resto paquetes,Unidades,,,,375276.0
1775,2017T1,España,N/A,Datos generales,Paquetes,N/A,N/A,Tel. fija y banda ancha fija,Unidades,,,,2063127.0
1776,2017T1,España,N/A,Datos generales,Paquetes,N/A,N/A,"Tel. fija, banda ancha fija y TV de pago",Unidades,,,,253107.0
1777,2017T1,España,N/A,Datos generales,Paquetes,N/A,N/A,"Tel. fija, banda ancha fija, tel. móvil y banda ancha móvil",Unidades,,,,6435323.0
1778,2017T1,España,N/A,Datos generales,Paquetes,N/A,N/A,"Tel. fija, banda ancha fija, TV de pago, tel. móvil y banda ancha móvil",Unidades,,,,4851347.0
1779,2017T1,España,Servicio mayorista,Datos generales,Ingresos,Digi,N/A,N/A,Millones de euros,,3.52,,
1780,2017T1,España,Servicio mayorista,Datos generales,Ingresos,Grupo MASMOVIL,N/A,N/A,Millones de euros,,33.06,,
1781,2017T1,España,Servicio mayorista,Datos generales,Ingresos,Movistar,N/A,N/A,Millones de euros,,1066.39,,
1782,2017T1,España,Servicio mayorista,Datos generales,Ingresos,N/A,Alquiler de circuitos,N/A,Millones de euros,195.58,,,
1783,2017T1,España,Servicio mayorista,Datos generales,Ingresos,N/A,Banda ancha fija mayorista,N/A,Millones de euros,189.27,,,
1784,2017T1,España,Servicio mayorista,Datos generales,Ingresos,N/A,Contenidos audiovisuales,N/A,Millones de euros,716.25,,,
1785,2017T1,España,Servicio mayorista,Datos generales,Ingresos,N/A,Interconexión fija,N/A,Millones de euros,241.07,,,
1786,2017T1,España,Servicio mayorista,Datos generales,Ingresos,N/A,Interconexión móvil,N/A,Millones de euros,336.57,,,
1787,2017T1,España,Servicio mayorista,Datos generales,Ingresos,N/A,Otros servicios mayoristas,N/A,Millones de euros,212.39,,,
1788,2017T1,España,Servicio mayorista,Datos generales,Ingresos,N/A,Transmisión de datos,N/A,Millones de euros,49.1,,,
1789,2017T1,España,Servicio mayorista,Datos generales,Ingresos,N/A,Transporte y difusión de la señal audiovisual,N/A,Millones de euros,89.67,,,
1790,2017T1,España,Servicio mayorista,Datos generales,Ingresos,Orange,N/A,N/A,Millones de euros,,211.15,,
1791,2017T1,España,Servicio mayorista,Datos generales,Ingresos,Resto,N/A,N/A,Millones de euros,,520.94,,
1792,2017T1,España,Servicio mayorista,Datos generales,Ingresos,Vodafone,N/A,N/A,Millones de euros,,194.84,,
1793,2017T1,España,Servicio minorista,Datos generales,Ingresos,Digi,N/A,N/A,Millones de euros,,18.08,,
1794,2017T1,España,Servicio minorista,Datos generales,Ingresos,Grupo MASMOVIL,N/A,N/A,Millones de euros,,263.16,,
1795,2017T1,España,Servicio minorista,Datos generales,Ingresos,Movistar,N/A,N/A,Millones de euros,,2535.84,,
1796,2017T1,España,Servicio minorista,Datos generales,Ingresos,N/A,Banda ancha fija,N/A,Millones de euros,1075.8,,,
1797,2017T1,España,Servicio minorista,Datos generales,Ingresos,N/A,Banda Ancha móvil,N/A,Millones de euros,1100.93,,,
1798,2017T1,España,Servicio minorista,Datos generales,Ingresos,N/A,Comunicaciones de Empresa,N/A,Millones de euros,344.58,,,
1799,2017T1,España,Servicio minorista,Datos generales,Ingresos,N/A,Otros servicios minoristas,N/A,Millones de euros,296.79,,,
1800,2017T1,España,Servicio minorista,Datos generales,Ingresos,N/A,Servicios audiovisuales,N/A,Millones de euros,1056.79,,,
1801,2017T1,España,Servicio minorista,Datos generales,Ingresos,N/A,Servicios de información telefónica,N/A,Millones de euros,4.27,,,
1802,2017T1,España,Servicio minorista,Datos generales,Ingresos,N/A,Telefonía fija,N/A,Millones de euros,617.27,,,
1803,2017T1,España,Servicio minorista,Datos generales,Ingresos,N/A,Telefonía móvil,N/A,Millones de euros,1105.33,,,
1804,2017T1,España,Servicio minorista,Datos generales,Ingresos,N/A,Venta y alquiler de terminales,N/A,Millones de euros,441.25,,,
1805,2017T1,España,Servicio minorista,Datos generales,Ingresos,Orange,N/A,N/A,Millones de euros,,1088.71,,
1806,2017T1,España,Servicio minorista,Datos generales,Ingresos,Resto,N/A,N/A,Millones de euros,,961.8,,
1807,2017T1,España,Servicio minorista,Datos generales,Ingresos,Vodafone,N/A,N/A,Millones de euros,,1175.43,,
1808,2017T2,España,N/A,Datos generales,Número de empleados,Canal Sur (RTVA),N/A,N/A,Unidades,,,1189.0,
1809,2017T2,España,N/A,Datos generales,Número de empleados,Digi,N/A,N/A,Unidades,,,136.0,
1810,2017T2,España,N/A,Datos generales,Número de empleados,Grupo MASMOVIL,N/A,N/A,Unidades,,,375.0,
1811,2017T2,España,N/A,Datos generales,Número de empleados,Movistar,N/A,N/A,Unidades,,,22980.0,
1812,2017T2,España,N/A,Datos generales,Número de empleados,Orange,N/A,N/A,Unidades,,,5357.0,
1813,2017T2,España,N/A,Datos generales,Número de empleados,Resto,N/A,N/A,Unidades,,,12910.0,
1814,2017T2,España,N/A,Datos generales,Número de empleados,RTVE,N/A,N/A,Unidades,,,6297.0,
1815,2017T2,España,N/A,Datos generales,Número de empleados,Televisió de Catalunya,N/A,N/A,Unidades,,,2218.0,
1816,2017T2,España,N/A,Datos generales,Número de empleados,Vodafone,N/A,N/A,Unidades,,,4962.0,
1817,2017T2,España,N/A,Datos generales,Paquetes,N/A,N/A,"Banda ancha fija, tel. móvil y banda ancha móvil",Unidades,,,,5696.0
1818,2017T2,España,N/A,Datos generales,Paquetes,N/A,N/A,Resto paquetes,Unidades,,,,382422.0
1819,2017T2,España,N/A,Datos generales,Paquetes,N/A,N/A,Tel. fija y banda ancha fija,Unidades,,,,2047310.0
1820,2017T2,España,N/A,Datos generales,Paquetes,N/A,N/A,"Tel. fija, banda ancha fija y TV de pago",Unidades,,,,241093.0
1821,2017T2,España,N/A,Datos generales,Paquetes,N/A,N/A,"Tel. fija, banda ancha fija, tel. móvil y banda ancha móvil",Unidades,,,,6378287.0
1822,2017T2,España,N/A,Datos generales,Paquetes,N/A,N/A,"Tel. fija, banda ancha fija, TV de pago, tel. móvil y banda ancha móvil",Unidades,,,,5002973.0
1823,2017T2,España,Servicio mayorista,Datos generales,Ingresos,Digi,N/A,N/A,Millones de euros,,3.72,,
1824,2017T2,España,Servicio mayorista,Datos generales,Ingresos,Grupo MASMOVIL,N/A,N/A,Millones de euros,,32.4,,
1825,2017T2,España,Servicio mayorista,Datos generales,Ingresos,Movistar,N/A,N/A,Millones de euros,,1107.21,,
1826,2017T2,España,Servicio mayorista,Datos generales,Ingresos,N/A,Alquiler de circuitos,N/A,Millones de euros,188.6,,,
1827,2017T2,España,Servicio mayorista,Datos generales,Ingresos,N/A,Banda ancha fija mayorista,N/A,Millones de euros,189.63,,,
1828,2017T2,España,Servicio mayorista,Datos generales,Ingresos,N/A,Contenidos audiovisuales,N/A,Millones de euros,700.71,,,
1829,2017T2,España,Servicio mayorista,Datos generales,Ingresos,N/A,Interconexión fija,N/A,Millones de euros,241.46,,,
1830,2017T2,España,Servicio mayorista,Datos generales,Ingresos,N/A,Interconexión móvil,N/A,Millones de euros,380.83,,,
1831,2017T2,España,Servicio mayorista,Datos generales,Ingresos,N/A,Otros servicios mayoristas,N/A,Millones de euros,217.71,,,
1832,2017T2,España,Servicio mayorista,Datos generales,Ingresos,N/A,Transmisión de datos,N/A,Millones de euros,52.82,,,
1833,2017T2,España,Servicio mayorista,Datos generales,Ingresos,N/A,Transporte y difusión de la señal audiovisual,N/A,Millones de euros,89.22,,,
1834,2017T2,España,Servicio mayorista,Datos generales,Ingresos,Orange,N/A,N/A,Millones de euros,,237.2,,
1835,2017T2,España,Servicio mayorista,Datos generales,Ingresos,Resto,N/A,N/A,Millones de euros,,475.72,,
1836,2017T2,España,Servicio mayorista,Datos generales,Ingresos,Vodafone,N/A,N/A,Millones de euros,,204.73,,
1837,2017T2,España,Servicio minorista,Datos generales,Ingresos,Digi,N/A,N/A,Millones de euros,,18.49,,
1838,2017T2,España,Servicio minorista,Datos generales,Ingresos,Grupo MASMOVIL,N/A,N/A,Millones de euros,,278.97,,
1839,2017T2,España,Servicio minorista,Datos generales,Ingresos,Movistar,N/A,N/A,Millones de euros,,2609.53,,
1840,2017T2,España,Servicio minorista,Datos generales,Ingresos,N/A,Banda ancha fija,N/A,Millones de euros,1106.8,,,
1841,2017T2,España,Servicio minorista,Datos generales,Ingresos,N/A,Banda Ancha móvil,N/A,Millones de euros,1152.3,,,
1842,2017T2,España,Servicio minorista,Datos generales,Ingresos,N/A,Comunicaciones de Empresa,N/A,Millones de euros,338.81,,,
1843,2017T2,España,Servicio minorista,Datos generales,Ingresos,N/A,Otros servicios minoristas,N/A,Millones de euros,315.26,,,
1844,2017T2,España,Servicio minorista,Datos generales,Ingresos,N/A,Servicios audiovisuales,N/A,Millones de euros,1125.06,,,
1845,2017T2,España,Servicio minorista,Datos generales,Ingresos,N/A,Servicios de información telefónica,N/A,Millones de euros,4.19,,,
1846,2017T2,España,Servicio minorista,Datos generales,Ingresos,N/A,Telefonía fija,N/A,Millones de euros,612.23,,,
1847,2017T2,España,Servicio minorista,Datos generales,Ingresos,N/A,Telefonía móvil,N/A,Millones de euros,1133.76,,,
1848,2017T2,España,Servicio minorista,Datos generales,Ingresos,N/A,Venta y alquiler de terminales,N/A,Millones de euros,452.37,,,
