_id,anno,pais,tipo_de_mercado,servicio,concepto,operador,tipo_de_ingreso,tipo_de_cliente,segmento,tipo_de_trafico,tipo_de_contrato,tipo_de_linea,tipo_de_mensaje,tipo_de_trafico_de_mensaje,tecnologia_de_acceso,velocidad_baf,tipo_de_oferta,tipo_de_tarifa,tipo_de_ce_minorista,tipo_de_circuito,tipo_de_emision,tipo_de_operador,tipo_de_medio,tipo_de_publicidad,tipo_de_contratacion,tipo_servicio_audiovisual_mayorista,tipo_de_ba_may,tipo_de_interconexion,tipo_de_tarificacion_en_interconexion,tipo_de_transmision_de_datos,tipo_de_ambito,tipo_de_acceso_de_infraestructuras,unidades,ingresos,ingresos_por_operador,clientes,clientes_por_operador,lineas_o_accesos,tasa_de_penetracion,lineas_o_accesos_por_operador,portabilidades,trafico,trafico_por_operador,mensajes,mensajes_por_operador_1,trafico_de_datos,trafico_de_datos_por_operador,circuitos,publicidad,contrataciones,fibra_oscura_por_operador,telefonos_publicos,cabinas,estaciones_base_por_operador
77,2000,España,Servicio minorista,Audiovisual minorista,Ingresos,N/A,Ingresos publicitarios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Televisión Terrestre,N/A,N/A,N/A,N/A,N/A,De pago,Privado,Televisión,Televenta,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,0.0,,,,,,,,,,,,,,,,,,,,
78,2000,España,Servicio minorista,Audiovisual minorista,Ingresos,N/A,Ingresos publicitarios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Televisión Terrestre,N/A,N/A,N/A,N/A,N/A,En abierto,Privado,Televisión,Publicidad,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,1152.29,,,,,,,,,,,,,,,,,,,,
79,2000,España,Servicio minorista,Audiovisual minorista,Ingresos,N/A,Ingresos publicitarios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Televisión Terrestre,N/A,N/A,N/A,N/A,N/A,En abierto,Público,Televisión,Patrocinio,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,1.64,,,,,,,,,,,,,,,,,,,,
80,2000,España,Servicio minorista,Audiovisual minorista,Ingresos,N/A,Ingresos publicitarios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Televisión Terrestre,N/A,N/A,N/A,N/A,N/A,En abierto,Público,Televisión,Publicidad,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,922.28,,,,,,,,,,,,,,,,,,,,
81,2000,España,Servicio minorista,Audiovisual minorista,Ingresos,N/A,Subvenciones,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,343.14,343.14,,,,,,,,,,,,,,,,,,,
82,2000,España,Servicio minorista,Audiovisual minorista,Ingresos,Resto,Ingresos publicitarios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Televisión,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,,848.65,,,,,,,,,,,,,,,,,,,
83,2000,España,Servicio minorista,Audiovisual minorista,Ingresos,Televisió de Catalunya,Ingresos publicitarios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Televisión,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,,120.27,,,,,,,,,,,,,,,,,,,
84,2000,España,Servicio minorista,Telefonía fija,Clientes,Euskaltel,N/A,Acceso directo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,12963.0,,,,,,,,,,,,,,,,,
85,2000,España,Servicio minorista,Telefonía fija,Clientes,Euskaltel,N/A,Acceso indirecto,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,187825.0,,,,,,,,,,,,,,,,,
86,2000,España,Servicio minorista,Telefonía fija,Clientes,Jazztel,N/A,Acceso directo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,270.0,,,,,,,,,,,,,,,,,
87,2000,España,Servicio minorista,Telefonía fija,Clientes,Jazztel,N/A,Acceso indirecto,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,587999.0,,,,,,,,,,,,,,,,,
88,2000,España,Servicio minorista,Telefonía fija,Clientes,Movistar,N/A,Acceso directo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,13250671.0,,,,,,,,,,,,,,,,,
89,2000,España,Servicio minorista,Telefonía fija,Clientes,Movistar,N/A,Acceso indirecto,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,187.0,,,,,,,,,,,,,,,,,
90,2000,España,Servicio minorista,Telefonía fija,Clientes,N/A,N/A,Acceso directo,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,238664.0,,,,,,,,,,,,,,,,,,
91,2000,España,Servicio minorista,Telefonía fija,Clientes,N/A,N/A,Acceso directo,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,13261661.0,,,,,,,,,,,,,,,,,,
92,2000,España,Servicio minorista,Telefonía fija,Clientes,N/A,N/A,Acceso indirecto,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,1096363.0,,,,,,,,,,,,,,,,,,
93,2000,España,Servicio minorista,Telefonía fija,Clientes,N/A,N/A,Acceso indirecto,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,2929757.0,,,,,,,,,,,,,,,,,,
94,2000,España,Servicio minorista,Telefonía fija,Clientes,Ono,N/A,Acceso directo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,15034.0,,,,,,,,,,,,,,,,,
95,2000,España,Servicio minorista,Telefonía fija,Clientes,Ono,N/A,Acceso indirecto,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,5209.0,,,,,,,,,,,,,,,,,
96,2000,España,Servicio minorista,Telefonía fija,Clientes,Orange,N/A,Acceso indirecto,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,761039.0,,,,,,,,,,,,,,,,,
97,2000,España,Servicio minorista,Telefonía fija,Clientes,R,N/A,Acceso directo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,995.0,,,,,,,,,,,,,,,,,
98,2000,España,Servicio minorista,Telefonía fija,Clientes,Resto,N/A,Acceso directo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,219691.0,,,,,,,,,,,,,,,,,
99,2000,España,Servicio minorista,Telefonía fija,Clientes,Resto,N/A,Acceso indirecto,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,2136167.0,,,,,,,,,,,,,,,,,
100,2000,España,Servicio minorista,Telefonía fija,Clientes,Vodafone,N/A,Acceso directo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,701.0,,,,,,,,,,,,,,,,,
101,2000,España,Servicio minorista,Telefonía fija,Clientes,Vodafone,N/A,Acceso indirecto,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,347694.0,,,,,,,,,,,,,,,,,
102,2000,España,Servicio minorista,Telefonía fija,Ingresos,Euskaltel,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,,44.25,,,,,,,,,,,,,,,,,,,
103,2000,España,Servicio minorista,Telefonía fija,Ingresos,Jazztel,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,,85.32,,,,,,,,,,,,,,,,,,,
104,2000,España,Servicio minorista,Telefonía fija,Ingresos,Movistar,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,,7486.14,,,,,,,,,,,,,,,,,,,
105,2000,España,Servicio minorista,Telefonía fija,Ingresos,N/A,Otros,N/A,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,78.43,,,,,,,,,,,,,,,,,,,,
106,2000,España,Servicio minorista,Telefonía fija,Ingresos,N/A,Otros,N/A,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,218.2,,,,,,,,,,,,,,,,,,,,
107,2000,España,Servicio minorista,Telefonía fija,Ingresos,N/A,Tráfico,N/A,Negocios,Fijos nacionales,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,1052.53,,,,,,,,,,,,,,,,,,,,
108,2000,España,Servicio minorista,Telefonía fija,Ingresos,N/A,Tráfico,N/A,Negocios,Inteligencia de red,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,177.85,,,,,,,,,,,,,,,,,,,,
109,2000,España,Servicio minorista,Telefonía fija,Ingresos,N/A,Tráfico,N/A,Negocios,Internacional,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,406.8,,,,,,,,,,,,,,,,,,,,
110,2000,España,Servicio minorista,Telefonía fija,Ingresos,N/A,Tráfico,N/A,Negocios,Móvil nacional,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,766.07,,,,,,,,,,,,,,,,,,,,
111,2000,España,Servicio minorista,Telefonía fija,Ingresos,N/A,Tráfico,N/A,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,583.24,,,,,,,,,,,,,,,,,,,,
112,2000,España,Servicio minorista,Telefonía fija,Ingresos,N/A,Tráfico,N/A,Negocios,Otro tráfico,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,212.13,,,,,,,,,,,,,,,,,,,,
113,2000,España,Servicio minorista,Telefonía fija,Ingresos,N/A,Tráfico,N/A,Residencial,Fijos nacionales,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,1342.4,,,,,,,,,,,,,,,,,,,,
114,2000,España,Servicio minorista,Telefonía fija,Ingresos,N/A,Tráfico,N/A,Residencial,Inteligencia de red,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,191.97,,,,,,,,,,,,,,,,,,,,
115,2000,España,Servicio minorista,Telefonía fija,Ingresos,N/A,Tráfico,N/A,Residencial,Internacional,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,241.55,,,,,,,,,,,,,,,,,,,,
116,2000,España,Servicio minorista,Telefonía fija,Ingresos,N/A,Tráfico,N/A,Residencial,Móvil nacional,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,1031.46,,,,,,,,,,,,,,,,,,,,
117,2000,España,Servicio minorista,Telefonía fija,Ingresos,N/A,Tráfico,N/A,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,1550.53,,,,,,,,,,,,,,,,,,,,
118,2000,España,Servicio minorista,Telefonía fija,Ingresos,N/A,Tráfico,N/A,Residencial,Otro tráfico,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,247.91,,,,,,,,,,,,,,,,,,,,
119,2000,España,Servicio minorista,Telefonía fija,Ingresos,Ono,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,,3.31,,,,,,,,,,,,,,,,,,,
120,2000,España,Servicio minorista,Telefonía fija,Ingresos,Orange,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,,112.82,,,,,,,,,,,,,,,,,,,
121,2000,España,Servicio minorista,Telefonía fija,Ingresos,Resto,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,,335.15,,,,,,,,,,,,,,,,,,,
122,2000,España,Servicio minorista,Telefonía fija,Ingresos,Vodafone,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,,34.1,,,,,,,,,,,,,,,,,,,
123,2000,España,Servicio minorista,Telefonía fija,Líneas,Euskaltel,N/A,N/A,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,,,5106.0,,,,,,,,,,,,,,
124,2000,España,Servicio minorista,Telefonía fija,Líneas,Euskaltel,N/A,N/A,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,,,12556.0,,,,,,,,,,,,,,
125,2000,España,Servicio minorista,Telefonía fija,Líneas,Jazztel,N/A,N/A,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,,,378.0,,,,,,,,,,,,,,
126,2000,España,Servicio minorista,Telefonía fija,Líneas,Movistar,N/A,N/A,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,,,2634613.0,,,,,,,,,,,,,,
127,2000,España,Servicio minorista,Telefonía fija,Líneas,Movistar,N/A,N/A,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,,,14079648.0,,,,,,,,,,,,,,
128,2000,España,Servicio minorista,Telefonía fija,Líneas,N/A,N/A,N/A,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,2783209.0,,,,,,,,,,,,,,,,
129,2000,España,Servicio minorista,Telefonía fija,Líneas,N/A,N/A,N/A,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,14350346.0,,,,,,,,,,,,,,,,
130,2000,España,Servicio minorista,Telefonía fija,Líneas,Orange,N/A,N/A,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,,,1154.0,,,,,,,,,,,,,,
131,2000,España,Servicio minorista,Telefonía fija,Líneas,Resto,N/A,N/A,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,,,28155.0,,,,,,,,,,,,,,
132,2000,España,Servicio minorista,Telefonía fija,Líneas,Resto,N/A,N/A,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,,,255040.0,,,,,,,,,,,,,,
133,2000,España,Servicio minorista,Telefonía fija,Líneas,Vodafone,N/A,N/A,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,,,113803.0,,,,,,,,,,,,,,
134,2000,España,Servicio minorista,Telefonía fija,Líneas,Vodafone,N/A,N/A,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,,,,,3102.0,,,,,,,,,,,,,,
135,2000,España,Servicio minorista,Telefonía fija,Tráfico - minutos,Euskaltel,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,millones de minutos,,,,,,,,,,302.94,,,,,,,,,,,
136,2000,España,Servicio minorista,Telefonía fija,Tráfico - minutos,Jazztel,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,millones de minutos,,,,,,,,,,638.71,,,,,,,,,,,
137,2000,España,Servicio minorista,Telefonía fija,Tráfico - minutos,Movistar,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,millones de minutos,,,,,,,,,,83848.25,,,,,,,,,,,
138,2000,España,Servicio minorista,Telefonía fija,Tráfico - minutos,N/A,N/A,N/A,Negocios,Fijos nacionales,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,millones de minutos,,,,,,,,,21572.8,,,,,,,,,,,,
139,2000,España,Servicio minorista,Telefonía fija,Tráfico - minutos,N/A,N/A,N/A,Negocios,Inteligencia de red,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,millones de minutos,,,,,,,,,3610.29,,,,,,,,,,,,
140,2000,España,Servicio minorista,Telefonía fija,Tráfico - minutos,N/A,N/A,N/A,Negocios,Internacional,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,millones de minutos,,,,,,,,,1357.74,,,,,,,,,,,,
141,2000,España,Servicio minorista,Telefonía fija,Tráfico - minutos,N/A,N/A,N/A,Negocios,Móvil nacional,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,millones de minutos,,,,,,,,,2585.61,,,,,,,,,,,,
142,2000,España,Servicio minorista,Telefonía fija,Tráfico - minutos,N/A,N/A,N/A,Negocios,Otro tráfico,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,millones de minutos,,,,,,,,,10967.92,,,,,,,,,,,,
143,2000,España,Servicio minorista,Telefonía fija,Tráfico - minutos,N/A,N/A,N/A,Residencial,Fijos nacionales,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,millones de minutos,,,,,,,,,29987.17,,,,,,,,,,,,
144,2000,España,Servicio minorista,Telefonía fija,Tráfico - minutos,N/A,N/A,N/A,Residencial,Inteligencia de red,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,millones de minutos,,,,,,,,,847.83,,,,,,,,,,,,
145,2000,España,Servicio minorista,Telefonía fija,Tráfico - minutos,N/A,N/A,N/A,Residencial,Internacional,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,millones de minutos,,,,,,,,,806.8,,,,,,,,,,,,
146,2000,España,Servicio minorista,Telefonía fija,Tráfico - minutos,N/A,N/A,N/A,Residencial,Móvil nacional,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,millones de minutos,,,,,,,,,3263.26,,,,,,,,,,,,
147,2000,España,Servicio minorista,Telefonía fija,Tráfico - minutos,N/A,N/A,N/A,Residencial,Otro tráfico,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,millones de minutos,,,,,,,,,19610.23,,,,,,,,,,,,
148,2000,España,Servicio minorista,Telefonía fija,Tráfico - minutos,Ono,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,millones de minutos,,,,,,,,,,50.77,,,,,,,,,,,
149,2000,España,Servicio minorista,Telefonía fija,Tráfico - minutos,Orange,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,millones de minutos,,,,,,,,,,827.36,,,,,,,,,,,
150,2000,España,Servicio minorista,Telefonía fija,Tráfico - minutos,Resto,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,millones de minutos,,,,,,,,,,8739.16,,,,,,,,,,,
151,2000,España,Servicio minorista,Telefonía fija,Tráfico - minutos,Vodafone,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,millones de minutos,,,,,,,,,,202.45,,,,,,,,,,,
152,2000,España,Servicio minorista,Telefonía móvil,Ingresos,Movistar,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,,3049.82,,,,,,,,,,,,,,,,,,,
153,2000,España,Servicio minorista,Telefonía móvil,Ingresos,N/A,Cuotas de alta y abono,N/A,N/A,N/A,Pospago,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Millones de euros,462.77,,,,,,,,,,,,,,,,,,,,
