_id,mes,pais,servicio,concepto,operador,segmento,tecnologia_de_acceso,contrato,terminal_de_telefonia_movil,linea_ba_movil,tipo_de_ba_mayorista,tipo_de_portabilidad,unidades,lineas,tasa_de_penetracion,portabilidades
189,2007-05,España,Telefonía fija,Líneas,Movistar,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,10225669.0,22.8,
190,2007-05,España,Telefonía fija,Líneas,Ono,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,203901.0,0.5,
191,2007-05,España,Telefonía fija,Líneas,Ono,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,1681510.0,3.8,
192,2007-05,España,Telefonía fija,Líneas,Orange,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,77721.0,0.2,
193,2007-05,España,Telefonía fija,Líneas,Orange,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,736.0,0.0,
194,2007-05,España,Telefonía fija,Líneas,Resto,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,59607.0,0.1,
195,2007-05,España,Telefonía fija,Líneas,Resto,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,248500.0,0.6,
196,2007-05,España,Telefonía fija,Líneas,Vodafone,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,116553.0,0.3,
197,2007-05,España,Telefonía fija,Líneas,Vodafone,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,173246.0,0.4,
198,2007-05,España,Telefonía fija,Portabilidades,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,64474.0
199,2007-05,España,Telefonía móvil,Líneas,Movistar,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,12339546.0,27.6,
200,2007-05,España,Telefonía móvil,Líneas,Movistar,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,9166723.0,20.5,
201,2007-05,España,Telefonía móvil,Líneas,N/A,N/A,N/A,N/A,Asociados a máquinas,N/A,N/A,N/A,Unidades,873937.0,2.0,
202,2007-05,España,Telefonía móvil,Líneas,OMV,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,168650.0,0.4,
203,2007-05,España,Telefonía móvil,Líneas,OMV,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,166893.0,0.4,
204,2007-05,España,Telefonía móvil,Líneas,Orange,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,5464612.0,12.2,
205,2007-05,España,Telefonía móvil,Líneas,Orange,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,5103125.0,11.4,
206,2007-05,España,Telefonía móvil,Líneas,Vodafone,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,8370844.0,18.7,
207,2007-05,España,Telefonía móvil,Líneas,Vodafone,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,5986049.0,13.4,
208,2007-05,España,Telefonía móvil,Líneas,Yoigo,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,65946.0,0.1,
209,2007-05,España,Telefonía móvil,Líneas,Yoigo,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,73450.0,0.2,
210,2007-05,España,Telefonía móvil,Portabilidades,Movistar,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,120427.0
211,2007-05,España,Telefonía móvil,Portabilidades,Movistar,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,118712.0
212,2007-05,España,Telefonía móvil,Portabilidades,OMV,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,1946.0
213,2007-05,España,Telefonía móvil,Portabilidades,OMV,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,4482.0
214,2007-05,España,Telefonía móvil,Portabilidades,Orange,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,90593.0
215,2007-05,España,Telefonía móvil,Portabilidades,Orange,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,79385.0
216,2007-05,España,Telefonía móvil,Portabilidades,Vodafone,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,104888.0
217,2007-05,España,Telefonía móvil,Portabilidades,Vodafone,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,106649.0
218,2007-05,España,Telefonía móvil,Portabilidades,Yoigo,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,1008.0
219,2007-05,España,Telefonía móvil,Portabilidades,Yoigo,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,9634.0
220,2007-06,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Bucle compartido,N/A,Unidades,664463.0,,
221,2007-06,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Bucle desagregado,N/A,Unidades,505549.0,,
222,2007-06,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Concentración ATM/IP,N/A,Unidades,374184.0,,
223,2007-06,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Reventa,N/A,Unidades,156273.0,,
224,2007-06,España,Banda ancha fija minorista,Líneas,Euskaltel,N/A,HFC,N/A,N/A,N/A,N/A,N/A,Unidades,155408.0,0.3,
225,2007-06,España,Banda ancha fija minorista,Líneas,Movistar,N/A,xDSL,N/A,N/A,N/A,N/A,N/A,Unidades,4171454.0,9.3,
226,2007-06,España,Banda ancha fija minorista,Líneas,Ono,N/A,HFC,N/A,N/A,N/A,N/A,N/A,Unidades,1223205.0,2.7,
227,2007-06,España,Banda ancha fija minorista,Líneas,Resto,N/A,HFC,N/A,N/A,N/A,N/A,N/A,Unidades,186875.0,0.4,
228,2007-06,España,Banda ancha fija minorista,Líneas,Resto,N/A,xDSL,N/A,N/A,N/A,N/A,N/A,Unidades,1700469.0,3.8,
229,2007-06,España,Telefonía fija,Líneas,Euskaltel,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,70685.0,0.2,
230,2007-06,España,Telefonía fija,Líneas,Euskaltel,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,264949.0,0.6,
231,2007-06,España,Telefonía fija,Líneas,Jazztel,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,5072.0,0.0,
232,2007-06,España,Telefonía fija,Líneas,Jazztel,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,173452.0,0.4,
233,2007-06,España,Telefonía fija,Líneas,Movistar,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,6423798.0,14.3,
234,2007-06,España,Telefonía fija,Líneas,Movistar,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,10213677.0,22.8,
235,2007-06,España,Telefonía fija,Líneas,Ono,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,203240.0,0.5,
236,2007-06,España,Telefonía fija,Líneas,Ono,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,1684073.0,3.8,
237,2007-06,España,Telefonía fija,Líneas,Orange,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,79699.0,0.2,
238,2007-06,España,Telefonía fija,Líneas,Orange,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,2789.0,0.0,
239,2007-06,España,Telefonía fija,Líneas,Resto,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,58504.0,0.1,
240,2007-06,España,Telefonía fija,Líneas,Resto,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,249389.0,0.6,
241,2007-06,España,Telefonía fija,Líneas,Vodafone,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,118000.0,0.3,
242,2007-06,España,Telefonía fija,Líneas,Vodafone,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,180310.0,0.4,
243,2007-06,España,Telefonía fija,Portabilidades,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,67039.0
244,2007-06,España,Telefonía móvil,Líneas,Movistar,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,12464291.0,27.8,
245,2007-06,España,Telefonía móvil,Líneas,Movistar,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,9122960.0,20.4,
246,2007-06,España,Telefonía móvil,Líneas,N/A,N/A,N/A,N/A,Asociados a máquinas,N/A,N/A,N/A,Unidades,930085.0,2.1,
247,2007-06,España,Telefonía móvil,Líneas,OMV,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,170271.0,0.4,
248,2007-06,España,Telefonía móvil,Líneas,OMV,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,190341.0,0.4,
249,2007-06,España,Telefonía móvil,Líneas,Orange,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,5518015.0,12.3,
250,2007-06,España,Telefonía móvil,Líneas,Orange,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,5071221.0,11.3,
251,2007-06,España,Telefonía móvil,Líneas,Vodafone,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,8477340.0,18.9,
252,2007-06,España,Telefonía móvil,Líneas,Vodafone,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,5914830.0,13.2,
253,2007-06,España,Telefonía móvil,Líneas,Yoigo,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,77367.0,0.2,
254,2007-06,España,Telefonía móvil,Líneas,Yoigo,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,83912.0,0.2,
255,2007-06,España,Telefonía móvil,Portabilidades,Movistar,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,113497.0
256,2007-06,España,Telefonía móvil,Portabilidades,Movistar,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,112309.0
257,2007-06,España,Telefonía móvil,Portabilidades,OMV,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,41730.0
258,2007-06,España,Telefonía móvil,Portabilidades,OMV,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,42360.0
259,2007-06,España,Telefonía móvil,Portabilidades,Orange,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,87827.0
260,2007-06,España,Telefonía móvil,Portabilidades,Orange,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,75740.0
261,2007-06,España,Telefonía móvil,Portabilidades,Vodafone,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,95455.0
262,2007-06,España,Telefonía móvil,Portabilidades,Vodafone,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,101500.0
263,2007-06,España,Telefonía móvil,Portabilidades,Yoigo,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,1254.0
264,2007-06,España,Telefonía móvil,Portabilidades,Yoigo,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,7854.0
265,2007-07,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Bucle compartido,N/A,Unidades,682461.0,,
266,2007-07,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Bucle desagregado,N/A,Unidades,510905.0,,
267,2007-07,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Concentración ATM/IP,N/A,Unidades,372344.0,,
268,2007-07,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Reventa,N/A,Unidades,148346.0,,
269,2007-07,España,Banda ancha fija minorista,Líneas,Euskaltel,N/A,HFC,N/A,N/A,N/A,N/A,N/A,Unidades,156230.0,0.3,
270,2007-07,España,Banda ancha fija minorista,Líneas,Movistar,N/A,xDSL,N/A,N/A,N/A,N/A,N/A,Unidades,4222269.0,9.4,
271,2007-07,España,Banda ancha fija minorista,Líneas,Ono,N/A,HFC,N/A,N/A,N/A,N/A,N/A,Unidades,1224082.0,2.7,
272,2007-07,España,Banda ancha fija minorista,Líneas,Resto,N/A,HFC,N/A,N/A,N/A,N/A,N/A,Unidades,188819.0,0.4,
273,2007-07,España,Banda ancha fija minorista,Líneas,Resto,N/A,xDSL,N/A,N/A,N/A,N/A,N/A,Unidades,1714056.0,3.8,
274,2007-07,España,Telefonía fija,Líneas,Euskaltel,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,71148.0,0.2,
275,2007-07,España,Telefonía fija,Líneas,Euskaltel,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,264882.0,0.6,
276,2007-07,España,Telefonía fija,Líneas,Jazztel,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,5162.0,0.0,
277,2007-07,España,Telefonía fija,Líneas,Jazztel,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,175380.0,0.4,
278,2007-07,España,Telefonía fija,Líneas,Movistar,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,6421855.0,14.3,
279,2007-07,España,Telefonía fija,Líneas,Movistar,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,10190905.0,22.8,
280,2007-07,España,Telefonía fija,Líneas,Ono,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,203914.0,0.5,
281,2007-07,España,Telefonía fija,Líneas,Ono,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,1682436.0,3.8,
282,2007-07,España,Telefonía fija,Líneas,Orange,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,81588.0,0.2,
283,2007-07,España,Telefonía fija,Líneas,Orange,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,2413.0,0.0,
284,2007-07,España,Telefonía fija,Líneas,Resto,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,59248.0,0.1,
285,2007-07,España,Telefonía fija,Líneas,Resto,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,250624.0,0.6,
286,2007-07,España,Telefonía fija,Líneas,Vodafone,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,119712.0,0.3,
287,2007-07,España,Telefonía fija,Líneas,Vodafone,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,186984.0,0.4,
288,2007-07,España,Telefonía fija,Portabilidades,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,60684.0
289,2007-07,España,Telefonía móvil,Líneas,Movistar,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,12600292.0,28.1,
290,2007-07,España,Telefonía móvil,Líneas,Movistar,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,9149619.0,20.4,
291,2007-07,España,Telefonía móvil,Líneas,N/A,N/A,N/A,N/A,Asociados a máquinas,N/A,N/A,N/A,Unidades,983353.0,2.2,
292,2007-07,España,Telefonía móvil,Líneas,OMV,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,173820.0,0.4,
293,2007-07,España,Telefonía móvil,Líneas,OMV,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,233604.0,0.5,
294,2007-07,España,Telefonía móvil,Líneas,Orange,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,5586913.0,12.5,
295,2007-07,España,Telefonía móvil,Líneas,Orange,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,5095692.0,11.4,
296,2007-07,España,Telefonía móvil,Líneas,Vodafone,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,8583222.0,19.2,
297,2007-07,España,Telefonía móvil,Líneas,Vodafone,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,5835622.0,13.0,
298,2007-07,España,Telefonía móvil,Líneas,Yoigo,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,89223.0,0.2,
299,2007-07,España,Telefonía móvil,Líneas,Yoigo,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,101777.0,0.2,
300,2007-07,España,Telefonía móvil,Portabilidades,Movistar,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,137347.0
301,2007-07,España,Telefonía móvil,Portabilidades,Movistar,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,128246.0
302,2007-07,España,Telefonía móvil,Portabilidades,OMV,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,3796.0
303,2007-07,España,Telefonía móvil,Portabilidades,OMV,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,4456.0
304,2007-07,España,Telefonía móvil,Portabilidades,Orange,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,106267.0
305,2007-07,España,Telefonía móvil,Portabilidades,Orange,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,105449.0
306,2007-07,España,Telefonía móvil,Portabilidades,Vodafone,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,116889.0
307,2007-07,España,Telefonía móvil,Portabilidades,Vodafone,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,117800.0
308,2007-07,España,Telefonía móvil,Portabilidades,Yoigo,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,1920.0
309,2007-07,España,Telefonía móvil,Portabilidades,Yoigo,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,10268.0
310,2007-08,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Bucle compartido,N/A,Unidades,692513.0,,
311,2007-08,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Bucle desagregado,N/A,Unidades,516868.0,,
312,2007-08,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Concentración ATM/IP,N/A,Unidades,372794.0,,
313,2007-08,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Reventa,N/A,Unidades,142194.0,,
314,2007-08,España,Banda ancha fija minorista,Líneas,Euskaltel,N/A,HFC,N/A,N/A,N/A,N/A,N/A,Unidades,157011.0,0.4,
315,2007-08,España,Banda ancha fija minorista,Líneas,Movistar,N/A,xDSL,N/A,N/A,N/A,N/A,N/A,Unidades,4241667.0,9.5,
316,2007-08,España,Banda ancha fija minorista,Líneas,Ono,N/A,HFC,N/A,N/A,N/A,N/A,N/A,Unidades,1221637.0,2.7,
317,2007-08,España,Banda ancha fija minorista,Líneas,Resto,N/A,HFC,N/A,N/A,N/A,N/A,N/A,Unidades,191330.0,0.4,
318,2007-08,España,Banda ancha fija minorista,Líneas,Resto,N/A,xDSL,N/A,N/A,N/A,N/A,N/A,Unidades,1724369.0,3.9,
319,2007-08,España,Telefonía fija,Líneas,Euskaltel,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,71645.0,0.2,
320,2007-08,España,Telefonía fija,Líneas,Euskaltel,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,265558.0,0.6,
321,2007-08,España,Telefonía fija,Líneas,Jazztel,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,4861.0,0.0,
322,2007-08,España,Telefonía fija,Líneas,Jazztel,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,177977.0,0.4,
323,2007-08,España,Telefonía fija,Líneas,Movistar,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,6418360.0,14.3,
324,2007-08,España,Telefonía fija,Líneas,Movistar,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,10164292.0,22.7,
325,2007-08,España,Telefonía fija,Líneas,Ono,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,202402.0,0.5,
326,2007-08,España,Telefonía fija,Líneas,Ono,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,1746344.0,3.9,
327,2007-08,España,Telefonía fija,Líneas,Orange,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,82512.0,0.2,
328,2007-08,España,Telefonía fija,Líneas,Orange,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,2668.0,0.0,
329,2007-08,España,Telefonía fija,Líneas,Resto,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,59906.0,0.1,
330,2007-08,España,Telefonía fija,Líneas,Resto,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,251750.0,0.6,
331,2007-08,España,Telefonía fija,Líneas,Vodafone,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,120873.0,0.3,
332,2007-08,España,Telefonía fija,Líneas,Vodafone,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,192108.0,0.4,
333,2007-08,España,Telefonía fija,Portabilidades,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,,,42602.0
334,2007-08,España,Telefonía móvil,Líneas,Movistar,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,12672885.0,28.3,
335,2007-08,España,Telefonía móvil,Líneas,Movistar,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,9116119.0,20.4,
336,2007-08,España,Telefonía móvil,Líneas,N/A,N/A,N/A,N/A,Asociados a máquinas,N/A,N/A,N/A,Unidades,1010352.0,2.3,
337,2007-08,España,Telefonía móvil,Líneas,OMV,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,174838.0,0.4,
338,2007-08,España,Telefonía móvil,Líneas,OMV,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,253423.0,0.6,
339,2007-08,España,Telefonía móvil,Líneas,Orange,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,5634838.0,12.6,
340,2007-08,España,Telefonía móvil,Líneas,Orange,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,5129291.0,11.5,
341,2007-08,España,Telefonía móvil,Líneas,Vodafone,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,8670279.0,19.4,
342,2007-08,España,Telefonía móvil,Líneas,Vodafone,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,5842758.0,13.0,
343,2007-08,España,Telefonía móvil,Líneas,Yoigo,N/A,N/A,Pospago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,99191.0,0.2,
344,2007-08,España,Telefonía móvil,Líneas,Yoigo,N/A,N/A,Prepago,Sin tipo de terminal,N/A,N/A,N/A,Unidades,116477.0,0.3,
345,2007-08,España,Telefonía móvil,Portabilidades,Movistar,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,113438.0
346,2007-08,España,Telefonía móvil,Portabilidades,Movistar,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,116234.0
347,2007-08,España,Telefonía móvil,Portabilidades,OMV,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,3395.0
348,2007-08,España,Telefonía móvil,Portabilidades,OMV,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,2602.0
349,2007-08,España,Telefonía móvil,Portabilidades,Orange,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,95515.0
350,2007-08,España,Telefonía móvil,Portabilidades,Orange,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,87573.0
351,2007-08,España,Telefonía móvil,Portabilidades,Vodafone,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,99416.0
352,2007-08,España,Telefonía móvil,Portabilidades,Vodafone,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,97698.0
353,2007-08,España,Telefonía móvil,Portabilidades,Yoigo,N/A,N/A,N/A,N/A,N/A,N/A,Exportados,Unidades,,,2076.0
354,2007-08,España,Telefonía móvil,Portabilidades,Yoigo,N/A,N/A,N/A,N/A,N/A,N/A,Importados,Unidades,,,9733.0
355,2007-09,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Bucle compartido,N/A,Unidades,715036.0,,
356,2007-09,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Bucle desagregado,N/A,Unidades,524381.0,,
357,2007-09,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Concentración ATM/IP,N/A,Unidades,376246.0,,
358,2007-09,España,Banda ancha fija mayorista,Líneas,N/A,N/A,N/A,N/A,N/A,N/A,Reventa,N/A,Unidades,136675.0,,
359,2007-09,España,Banda ancha fija minorista,Líneas,Euskaltel,N/A,HFC,N/A,N/A,N/A,N/A,N/A,Unidades,158929.0,0.4,
360,2007-09,España,Banda ancha fija minorista,Líneas,Movistar,N/A,xDSL,N/A,N/A,N/A,N/A,N/A,Unidades,4315127.0,9.6,
361,2007-09,España,Banda ancha fija minorista,Líneas,Ono,N/A,HFC,N/A,N/A,N/A,N/A,N/A,Unidades,1227388.0,2.7,
362,2007-09,España,Banda ancha fija minorista,Líneas,Resto,N/A,HFC,N/A,N/A,N/A,N/A,N/A,Unidades,195337.0,0.4,
363,2007-09,España,Banda ancha fija minorista,Líneas,Resto,N/A,xDSL,N/A,N/A,N/A,N/A,N/A,Unidades,1752338.0,3.9,
364,2007-09,España,Telefonía fija,Líneas,Euskaltel,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,72227.0,0.2,
365,2007-09,España,Telefonía fija,Líneas,Euskaltel,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,267017.0,0.6,
366,2007-09,España,Telefonía fija,Líneas,Jazztel,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,46036.0,0.1,
367,2007-09,España,Telefonía fija,Líneas,Jazztel,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,184014.0,0.4,
368,2007-09,España,Telefonía fija,Líneas,Movistar,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,6423336.0,14.3,
369,2007-09,España,Telefonía fija,Líneas,Movistar,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,10169944.0,22.7,
370,2007-09,España,Telefonía fija,Líneas,Ono,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,206511.0,0.5,
371,2007-09,España,Telefonía fija,Líneas,Ono,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,1746487.0,3.9,
372,2007-09,España,Telefonía fija,Líneas,Orange,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,83753.0,0.2,
373,2007-09,España,Telefonía fija,Líneas,Orange,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,2117.0,0.0,
374,2007-09,España,Telefonía fija,Líneas,Resto,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,61114.0,0.1,
375,2007-09,España,Telefonía fija,Líneas,Resto,Residencial,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,253587.0,0.6,
376,2007-09,España,Telefonía fija,Líneas,Vodafone,Negocios,N/A,N/A,N/A,N/A,N/A,N/A,Unidades,121840.0,0.3,
