periodo,provincia,ccaa,operador,tecnologia_de_acceso,servicio,id,anno,concepto,tecnologia_de_acceso_baf,tipo_de_estaciones_base,tipo_de_ba_mayorista,unidades,lineas_o_accesos,estaciones_base,tasa_de_penetracion
2009-01-01,Balears. Illes,Balears. Illes,Movistar,nan,Telefonía móvil,2751,2009,Líneas,nan,nan,nan,Unidades,292505.0,0.0,27.3
2009-01-01,Balears. Illes,Balears. Illes,Otros,nan,Banda ancha fija,2733,2009,Líneas,Líneas banda ancha HFC,nan,nan,Unidades,52261.0,0.0,4.9
2009-01-01,Balears. Illes,Balears. Illes,Otros,nan,Telefonía fija,2746,2009,Líneas,nan,nan,nan,Unidades,79121.0,0.0,7.4
2009-01-01,Balears. Illes,Balears. Illes,Orange,nan,Banda ancha fija,2734,2009,Líneas,Líneas banda ancha xDSL,nan,nan,Unidades,12470.0,0.0,1.2
2009-01-01,Balears. Illes,Balears. Illes,Orange,nan,Telefonía fija,2747,2009,Líneas,nan,nan,nan,Unidades,4235.0,0.0,0.4
2009-01-01,Balears. Illes,Balears. Illes,Orange,nan,Telefonía móvil,2752,2009,Líneas,nan,nan,nan,Unidades,98824.0,0.0,9.2
2009-01-01,Balears. Illes,Balears. Illes,Otros,nan,Banda ancha fija,2735,2009,Líneas,Líneas banda ancha xDSL,nan,nan,Unidades,16.0,0.0,0.0
2009-01-01,Balears. Illes,Balears. Illes,Otros,nan,Telefonía fija,2748,2009,Líneas,nan,nan,nan,Unidades,15.0,0.0,0.0
2009-01-01,Balears. Illes,Balears. Illes,Resto,nan,Banda ancha fija,8211,6027,Líneas,Líneas banda ancha HFC,nan,nan,Unidades,1220.0,0.0,0.1
2009-01-01,Balears. Illes,Balears. Illes,Resto,nan,Telefonía fija,2749,2009,Líneas,nan,nan,nan,Unidades,11971.0,0.0,1.1
2009-01-01,Balears. Illes,Balears. Illes,Resto,nan,Telefonía móvil,2753,2009,Líneas,nan,nan,nan,Unidades,18595.0,0.0,1.7
2009-01-01,Balears. Illes,Balears. Illes,Vodafone,nan,Banda ancha fija,2739,2009,Líneas,Líneas banda ancha xDSL,nan,nan,Unidades,9977.0,0.0,0.9
2009-01-01,Balears. Illes,Balears. Illes,Vodafone,nan,Telefonía fija,2750,2009,Líneas,nan,nan,nan,Unidades,22081.0,0.0,2.1
2009-01-01,Balears. Illes,Balears. Illes,Vodafone,nan,Telefonía móvil,2754,2009,Líneas,nan,nan,nan,Unidades,243105.0,0.0,22.7
2009-01-01,Balears. Illes,Balears. Illes,nan,Accesos instalados FTTH y FTTN,Accesos instalados,2729,2009,Nº de accesos  por tipo de acceso,nan,nan,nan,Unidades,1613.0,0.0,0.2
2009-01-01,Balears. Illes,Balears. Illes,nan,nan,Estaciones Base,8223,6027,Nº de estaciones base en redes de acceso móvil,nan,Estaciones base GPRS,nan,Unidades,0.0,2583.0,0.0
2009-01-01,Balears. Illes,Balears. Illes,nan,nan,Servicios audiovisuales,2743,2009,Abonados,nan,nan,nan,Unidades,130709.0,0.0,12.2
2009-01-01,Barcelona,Cataluña,Otros,nan,Banda ancha fija,5513,4018,Líneas,Líneas banda ancha FTTH,nan,nan,Unidades,125525.0,0.0,2.3
2009-01-01,Barcelona,Cataluña,Otros,nan,Telefonía fija,2774,2009,Líneas,nan,nan,nan,Unidades,139658.0,0.0,2.6
2009-01-01,Barcelona,Cataluña,Movistar,nan,Banda ancha fija,5517,4018,Líneas,Líneas banda ancha FTTH,nan,nan,Unidades,812495.0,0.0,14.8
2009-01-01,Barcelona,Cataluña,Movistar,nan,Telefonía fija,2775,2009,Líneas,nan,nan,nan,Unidades,2122320.0,0.0,38.8
2009-01-01,Barcelona,Cataluña,Movistar,nan,Telefonía móvil,2781,2009,Líneas,nan,nan,nan,Unidades,1645133.0,0.0,30.1
2009-01-01,Barcelona,Cataluña,Otros,nan,Banda ancha fija,5521,4018,Líneas,Líneas banda ancha HFC,nan,nan,Unidades,112219.0,0.0,2.1
2009-01-01,Barcelona,Cataluña,Otros,nan,Telefonía fija,2776,2009,Líneas,nan,nan,nan,Unidades,158654.0,0.0,2.9
2009-01-01,Barcelona,Cataluña,Orange,nan,Banda ancha fija,5525,4018,Líneas,Líneas banda ancha FTTH,nan,nan,Unidades,232143.0,0.0,4.2
2009-01-01,Barcelona,Cataluña,Orange,nan,Telefonía fija,2777,2009,Líneas,nan,nan,nan,Unidades,144430.0,0.0,2.6
2009-01-01,Barcelona,Cataluña,Orange,nan,Telefonía móvil,2782,2009,Líneas,nan,nan,nan,Unidades,718812.0,0.0,13.2
2009-01-01,Barcelona,Cataluña,Otros,nan,Banda ancha fija,2764,2009,Líneas,Líneas banda ancha xDSL,nan,nan,Unidades,61.0,0.0,0.0
2009-01-01,Barcelona,Cataluña,Otros,nan,Telefonía fija,2778,2009,Líneas,nan,nan,nan,Unidades,134.0,0.0,0.0
2009-01-01,Barcelona,Cataluña,Resto,nan,Banda ancha fija,11066,8036,Líneas,Líneas banda ancha FTTH,nan,nan,Unidades,10466.0,0.0,0.2
2009-01-01,Barcelona,Cataluña,Resto,nan,Telefonía fija,2779,2009,Líneas,nan,nan,nan,Unidades,41847.0,0.0,0.8
2009-01-01,Barcelona,Cataluña,Resto,nan,Telefonía móvil,2783,2009,Líneas,nan,nan,nan,Unidades,100021.0,0.0,1.8
2009-01-01,Barcelona,Cataluña,Vodafone,nan,Banda ancha fija,2769,2009,Líneas,Líneas banda ancha xDSL,nan,nan,Unidades,99911.0,0.0,1.8
2009-01-01,Barcelona,Cataluña,Vodafone,nan,Telefonía fija,2780,2009,Líneas,nan,nan,nan,Unidades,186960.0,0.0,3.4
2009-01-01,Barcelona,Cataluña,Vodafone,nan,Telefonía móvil,2784,2009,Líneas,nan,nan,nan,Unidades,1467965.0,0.0,26.9
2009-01-01,Barcelona,Cataluña,nan,Accesos instalados FTTH y FTTN,Accesos instalados,2755,2009,Nº de accesos  por tipo de acceso,nan,nan,nan,Unidades,107577.0,0.0,2.0
2009-01-01,Barcelona,Cataluña,nan,nan,Estaciones Base,8313,6027,Nº de estaciones base en redes de acceso móvil,nan,Estaciones base GPRS,nan,Unidades,0.0,8076.0,0.0
2009-01-01,Barcelona,Cataluña,nan,nan,Servicios audiovisuales,2773,2009,Abonados,nan,nan,nan,Unidades,502858.0,0.0,9.2
2009-01-01,Bizkaia,País Vasco,Otros,nan,Banda ancha fija,8361,6027,Líneas,Líneas banda ancha HFC,nan,nan,Unidades,126530.0,0.0,10.9
2009-01-01,Bizkaia,País Vasco,Otros,nan,Telefonía fija,2803,2009,Líneas,nan,nan,nan,Unidades,219970.0,0.0,19.1
2009-01-01,Bizkaia,País Vasco,Otros,nan,Banda ancha fija,5579,4018,Líneas,Líneas banda ancha FTTH,nan,nan,Unidades,10481.0,0.0,0.9
2009-01-01,Bizkaia,País Vasco,Otros,nan,Telefonía fija,2804,2009,Líneas,nan,nan,nan,Unidades,11728.0,0.0,1.0
2009-01-01,Bizkaia,País Vasco,Movistar,nan,Banda ancha fija,5583,4018,Líneas,Líneas banda ancha FTTH,nan,nan,Unidades,93178.0,0.0,8.1
2009-01-01,Bizkaia,País Vasco,Movistar,nan,Telefonía fija,2805,2009,Líneas,nan,nan,nan,Unidades,300950.0,0.0,26.1
2009-01-01,Bizkaia,País Vasco,Movistar,nan,Telefonía móvil,2811,2009,Líneas,nan,nan,nan,Unidades,293825.0,0.0,25.4
2009-01-01,Bizkaia,País Vasco,Otros,nan,Banda ancha fija,2793,2009,Líneas,Líneas banda ancha HFC,nan,nan,Unidades,4.0,0.0,0.0
2009-01-01,Bizkaia,País Vasco,Otros,nan,Telefonía fija,2806,2009,Líneas,nan,nan,nan,Unidades,739.0,0.0,0.1
2009-01-01,Bizkaia,País Vasco,Orange,nan,Banda ancha fija,2794,2009,Líneas,Líneas banda ancha xDSL,nan,nan,Unidades,16607.0,0.0,1.4
2009-01-01,Bizkaia,País Vasco,Orange,nan,Telefonía fija,2807,2009,Líneas,nan,nan,nan,Unidades,8821.0,0.0,0.8
2009-01-01,Bizkaia,País Vasco,Orange,nan,Telefonía móvil,2812,2009,Líneas,nan,nan,nan,Unidades,89295.0,0.0,7.7
2009-01-01,Bizkaia,País Vasco,Otros,nan,Banda ancha fija,2795,2009,Líneas,Líneas banda ancha xDSL,nan,nan,Unidades,12.0,0.0,0.0
2009-01-01,Bizkaia,País Vasco,Otros,nan,Telefonía fija,2808,2009,Líneas,nan,nan,nan,Unidades,42.0,0.0,0.0
2009-01-01,Bizkaia,País Vasco,Resto,nan,Banda ancha fija,5593,4018,Líneas,Líneas banda ancha otras tecnologías,nan,nan,Unidades,328.0,0.0,0.0
2009-01-01,Bizkaia,País Vasco,Resto,nan,Telefonía fija,2809,2009,Líneas,nan,nan,nan,Unidades,6284.0,0.0,0.5
2009-01-01,Bizkaia,País Vasco,Resto,nan,Telefonía móvil,2813,2009,Líneas,nan,nan,nan,Unidades,114639.0,0.0,9.9
2009-01-01,Bizkaia,País Vasco,Vodafone,nan,Banda ancha fija,2798,2009,Líneas,Líneas banda ancha xDSL,nan,nan,Unidades,11301.0,0.0,1.0
2009-01-01,Bizkaia,País Vasco,Vodafone,nan,Telefonía fija,2810,2009,Líneas,nan,nan,nan,Unidades,22632.0,0.0,2.0
2009-01-01,Bizkaia,País Vasco,Vodafone,nan,Telefonía móvil,2814,2009,Líneas,nan,nan,nan,Unidades,238848.0,0.0,20.7
2009-01-01,Bizkaia,País Vasco,nan,Accesos instalados FTTH y FTTN,Accesos instalados,2785,2009,Nº de accesos  por tipo de acceso,nan,nan,nan,Unidades,8547.0,0.0,0.7
2009-01-01,Bizkaia,País Vasco,nan,nan,Estaciones Base,8400,6027,Nº de estaciones base en redes de acceso móvil,nan,Estaciones base GPRS,nan,Unidades,0.0,1903.0,0.0
2009-01-01,Bizkaia,País Vasco,nan,nan,Servicios audiovisuales,2802,2009,Abonados,nan,nan,nan,Unidades,98688.0,0.0,8.5
2009-01-01,Burgos,Castilla y León,Otros,nan,Banda ancha fija,2816,2009,Líneas,Líneas banda ancha xDSL,nan,nan,Unidades,3620.0,0.0,1.0
2009-01-01,Burgos,Castilla y León,Otros,nan,Telefonía fija,2828,2009,Líneas,nan,nan,nan,Unidades,4069.0,0.0,1.1
2009-01-01,Burgos,Castilla y León,Movistar,nan,Banda ancha fija,2817,2009,Líneas,Líneas banda ancha xDSL,nan,nan,Unidades,34708.0,0.0,9.3
2009-01-01,Burgos,Castilla y León,Movistar,nan,Telefonía fija,2829,2009,Líneas,nan,nan,nan,Unidades,128608.0,0.0,34.3
2009-01-01,Burgos,Castilla y León,Movistar,nan,Telefonía móvil,2835,2009,Líneas,nan,nan,nan,Unidades,109444.0,0.0,29.2
2009-01-01,Burgos,Castilla y León,Otros,nan,Banda ancha fija,2818,2009,Líneas,Líneas banda ancha HFC,nan,nan,Unidades,17041.0,0.0,4.5
2009-01-01,Burgos,Castilla y León,Otros,nan,Telefonía fija,2830,2009,Líneas,nan,nan,nan,Unidades,20758.0,0.0,5.5
2009-01-01,Burgos,Castilla y León,Orange,nan,Banda ancha fija,2819,2009,Líneas,Líneas banda ancha xDSL,nan,nan,Unidades,10527.0,0.0,2.8
2009-01-01,Burgos,Castilla y León,Orange,nan,Telefonía fija,2831,2009,Líneas,nan,nan,nan,Unidades,5063.0,0.0,1.4
2009-01-01,Burgos,Castilla y León,Orange,nan,Telefonía móvil,2836,2009,Líneas,nan,nan,nan,Unidades,56475.0,0.0,15.1
2009-01-01,Burgos,Castilla y León,Otros,nan,Banda ancha fija,2820,2009,Líneas,Líneas banda ancha xDSL,nan,nan,Unidades,18.0,0.0,0.0
2009-01-01,Burgos,Castilla y León,Otros,nan,Telefonía fija,2832,2009,Líneas,nan,nan,nan,Unidades,21.0,0.0,0.0
2009-01-01,Burgos,Castilla y León,Resto,nan,Banda ancha fija,5643,4018,Líneas,Líneas banda ancha otras tecnologías,nan,nan,Unidades,3033.0,0.0,0.8
2009-01-01,Burgos,Castilla y León,Resto,nan,Telefonía fija,2833,2009,Líneas,nan,nan,nan,Unidades,2375.0,0.0,0.6
2009-01-01,Burgos,Castilla y León,Resto,nan,Telefonía móvil,2837,2009,Líneas,nan,nan,nan,Unidades,8220.0,0.0,2.2
2009-01-01,Burgos,Castilla y León,Vodafone,nan,Banda ancha fija,2823,2009,Líneas,Líneas banda ancha xDSL,nan,nan,Unidades,3649.0,0.0,1.0
2009-01-01,Burgos,Castilla y León,Vodafone,nan,Telefonía fija,2834,2009,Líneas,nan,nan,nan,Unidades,6197.0,0.0,1.7
2009-01-01,Burgos,Castilla y León,Vodafone,nan,Telefonía móvil,2838,2009,Líneas,nan,nan,nan,Unidades,52396.0,0.0,14.0
2009-01-01,Burgos,Castilla y León,nan,Accesos instalados FTTH y FTTN,Accesos instalados,2815,2009,Nº de accesos  por tipo de acceso,nan,nan,nan,Unidades,12763.0,0.0,3.4
2009-01-01,Burgos,Castilla y León,nan,nan,Estaciones Base,8475,6027,Nº de estaciones base en redes de acceso móvil,nan,Estaciones base GPRS,nan,Unidades,0.0,923.0,0.0
2009-01-01,Burgos,Castilla y León,nan,nan,Servicios audiovisuales,2827,2009,Abonados,nan,nan,nan,Unidades,28724.0,0.0,7.7
2009-01-01,Cantabria,Cantabria,Otros,nan,Banda ancha fija,2891,2009,Líneas,Líneas banda ancha xDSL,nan,nan,Unidades,4122.0,0.0,0.7
2009-01-01,Cantabria,Cantabria,Otros,nan,Telefonía fija,2903,2009,Líneas,nan,nan,nan,Unidades,4624.0,0.0,0.8
2009-01-01,Cantabria,Cantabria,Movistar,nan,Banda ancha fija,2892,2009,Líneas,Líneas banda ancha xDSL,nan,nan,Unidades,61237.0,0.0,10.5
2009-01-01,Cantabria,Cantabria,Movistar,nan,Telefonía fija,2904,2009,Líneas,nan,nan,nan,Unidades,164518.0,0.0,28.1
2009-01-01,Cantabria,Cantabria,Movistar,nan,Telefonía móvil,2910,2009,Líneas,nan,nan,nan,Unidades,183658.0,0.0,31.4
2009-01-01,Cantabria,Cantabria,Otros,nan,Banda ancha fija,2893,2009,Líneas,Líneas banda ancha HFC,nan,nan,Unidades,50024.0,0.0,8.6
2009-01-01,Cantabria,Cantabria,Otros,nan,Telefonía fija,2905,2009,Líneas,nan,nan,nan,Unidades,71736.0,0.0,12.3
2009-01-01,Cantabria,Cantabria,Orange,nan,Banda ancha fija,2894,2009,Líneas,Líneas banda ancha xDSL,nan,nan,Unidades,7020.0,0.0,1.2
2009-01-01,Cantabria,Cantabria,Orange,nan,Telefonía fija,2906,2009,Líneas,nan,nan,nan,Unidades,2575.0,0.0,0.4
2009-01-01,Cantabria,Cantabria,Orange,nan,Telefonía móvil,2911,2009,Líneas,nan,nan,nan,Unidades,85052.0,0.0,14.5
2009-01-01,Cantabria,Cantabria,Otros,nan,Banda ancha fija,2895,2009,Líneas,Líneas banda ancha xDSL,nan,nan,Unidades,12.0,0.0,0.0
2009-01-01,Cantabria,Cantabria,Otros,nan,Telefonía fija,2907,2009,Líneas,nan,nan,nan,Unidades,18.0,0.0,0.0
2009-01-01,Cantabria,Cantabria,Resto,nan,Banda ancha fija,5793,4018,Líneas,Líneas banda ancha otras tecnologías,nan,nan,Unidades,634.0,0.0,0.1
2009-01-01,Cantabria,Cantabria,Resto,nan,Telefonía fija,2908,2009,Líneas,nan,nan,nan,Unidades,1544.0,0.0,0.3
2009-01-01,Cantabria,Cantabria,Resto,nan,Telefonía móvil,2912,2009,Líneas,nan,nan,nan,Unidades,12648.0,0.0,2.2
2009-01-01,Cantabria,Cantabria,Vodafone,nan,Banda ancha fija,2898,2009,Líneas,Líneas banda ancha xDSL,nan,nan,Unidades,3804.0,0.0,0.7
2009-01-01,Cantabria,Cantabria,Vodafone,nan,Telefonía fija,2909,2009,Líneas,nan,nan,nan,Unidades,7319.0,0.0,1.3
2009-01-01,Cantabria,Cantabria,Vodafone,nan,Telefonía móvil,2913,2009,Líneas,nan,nan,nan,Unidades,78139.0,0.0,13.4
2009-01-01,Cantabria,Cantabria,nan,Accesos instalados FTTH y FTTN,Accesos instalados,2890,2009,Nº de accesos  por tipo de acceso,nan,nan,nan,Unidades,5016.0,0.0,0.9
2009-01-01,Cantabria,Cantabria,nan,nan,Estaciones Base,8700,6027,Nº de estaciones base en redes de acceso móvil,nan,Estaciones base GPRS,nan,Unidades,0.0,1183.0,0.0
2009-01-01,Cantabria,Cantabria,nan,nan,Servicios audiovisuales,2902,2009,Abonados,nan,nan,nan,Unidades,70609.0,0.0,12.1
2009-01-01,Castellón/Castelló,Comunitat Valenciana,Otros,nan,Banda ancha fija,5831,4018,Líneas,Líneas banda ancha FTTH,nan,nan,Unidades,6394.0,0.0,1.1
2009-01-01,Castellón/Castelló,Comunitat Valenciana,Otros,nan,Telefonía fija,2928,2009,Líneas,nan,nan,nan,Unidades,6983.0,0.0,1.2
2009-01-01,Castellón/Castelló,Comunitat Valenciana,Movistar,nan,Banda ancha fija,2917,2009,Líneas,Líneas banda ancha xDSL,nan,nan,Unidades,48871.0,0.0,8.2
2009-01-01,Castellón/Castelló,Comunitat Valenciana,Movistar,nan,Telefonía fija,2929,2009,Líneas,nan,nan,nan,Unidades,159731.0,0.0,26.9
2009-01-01,Castellón/Castelló,Comunitat Valenciana,Movistar,nan,Telefonía móvil,2935,2009,Líneas,nan,nan,nan,Unidades,140726.0,0.0,23.7
2009-01-01,Castellón/Castelló,Comunitat Valenciana,Otros,nan,Banda ancha fija,2918,2009,Líneas,Líneas banda ancha HFC,nan,nan,Unidades,32398.0,0.0,5.4
2009-01-01,Castellón/Castelló,Comunitat Valenciana,Otros,nan,Telefonía fija,2930,2009,Líneas,nan,nan,nan,Unidades,47407.0,0.0,8.0
2009-01-01,Castellón/Castelló,Comunitat Valenciana,Orange,nan,Banda ancha fija,2919,2009,Líneas,Líneas banda ancha xDSL,nan,nan,Unidades,7346.0,0.0,1.2
2009-01-01,Castellón/Castelló,Comunitat Valenciana,Orange,nan,Telefonía fija,2931,2009,Líneas,nan,nan,nan,Unidades,3700.0,0.0,0.6
2009-01-01,Castellón/Castelló,Comunitat Valenciana,Orange,nan,Telefonía móvil,2936,2009,Líneas,nan,nan,nan,Unidades,91378.0,0.0,15.4
2009-01-01,Castellón/Castelló,Comunitat Valenciana,Otros,nan,Banda ancha fija,2920,2009,Líneas,Líneas banda ancha xDSL,nan,nan,Unidades,11.0,0.0,0.0
2009-01-01,Castellón/Castelló,Comunitat Valenciana,Otros,nan,Telefonía fija,2932,2009,Líneas,nan,nan,nan,Unidades,26.0,0.0,0.0
2009-01-01,Castellón/Castelló,Comunitat Valenciana,Resto,nan,Banda ancha fija,5843,4018,Líneas,Líneas banda ancha otras tecnologías,nan,nan,Unidades,727.0,0.0,0.1
2009-01-01,Castellón/Castelló,Comunitat Valenciana,Resto,nan,Telefonía fija,2933,2009,Líneas,nan,nan,nan,Unidades,1482.0,0.0,0.2
2009-01-01,Castellón/Castelló,Comunitat Valenciana,Resto,nan,Telefonía móvil,2937,2009,Líneas,nan,nan,nan,Unidades,15197.0,0.0,2.6
2009-01-01,Castellón/Castelló,Comunitat Valenciana,Vodafone,nan,Banda ancha fija,2923,2009,Líneas,Líneas banda ancha xDSL,nan,nan,Unidades,7681.0,0.0,1.3
2009-01-01,Castellón/Castelló,Comunitat Valenciana,Vodafone,nan,Telefonía fija,2934,2009,Líneas,nan,nan,nan,Unidades,15490.0,0.0,2.6
2009-01-01,Castellón/Castelló,Comunitat Valenciana,Vodafone,nan,Telefonía móvil,2938,2009,Líneas,nan,nan,nan,Unidades,113272.0,0.0,19.0
2009-01-01,Castellón/Castelló,Comunitat Valenciana,nan,Accesos instalados FTTH y FTTN,Accesos instalados,2914,2009,Nº de accesos  por tipo de acceso,nan,nan,nan,Unidades,4499.0,0.0,0.8
2009-01-01,Castellón/Castelló,Comunitat Valenciana,nan,nan,Estaciones Base,8775,6027,Nº de estaciones base en redes de acceso móvil,nan,Estaciones base GPRS,nan,Unidades,0.0,1173.0,0.0
2009-01-01,Castellón/Castelló,Comunitat Valenciana,nan,nan,Servicios audiovisuales,2927,2009,Abonados,nan,nan,nan,Unidades,51312.0,0.0,8.6
2009-01-01,Ceuta,Ceuta,Otros,nan,Banda ancha fija,2940,2009,Líneas,Líneas banda ancha xDSL,nan,nan,Unidades,504.0,0.0,0.7
2009-01-01,Ceuta,Ceuta,Otros,nan,Telefonía fija,2950,2009,Líneas,nan,nan,nan,Unidades,567.0,0.0,0.7
2009-01-01,Ceuta,Ceuta,Movistar,nan,Banda ancha fija,2941,2009,Líneas,Líneas banda ancha xDSL,nan,nan,Unidades,12547.0,0.0,16.3
2009-01-01,Ceuta,Ceuta,Movistar,nan,Telefonía fija,2951,2009,Líneas,nan,nan,nan,Unidades,22554.0,0.0,29.3
2009-01-01,Ceuta,Ceuta,Movistar,nan,Telefonía móvil,2955,2009,Líneas,nan,nan,nan,Unidades,18552.0,0.0,24.1
2009-01-01,Ceuta,Ceuta,Otros,nan,Banda ancha fija,2942,2009,Líneas,Líneas banda ancha HFC,nan,nan,Unidades,2.0,0.0,0.0
2009-01-01,Ceuta,Ceuta,Orange,nan,Banda ancha fija,2943,2009,Líneas,Líneas banda ancha xDSL,nan,nan,Unidades,528.0,0.0,0.7
2009-01-01,Ceuta,Ceuta,Orange,nan,Telefonía fija,2952,2009,Líneas,nan,nan,nan,Unidades,190.0,0.0,0.2
2009-01-01,Ceuta,Ceuta,Orange,nan,Telefonía móvil,2956,2009,Líneas,nan,nan,nan,Unidades,8299.0,0.0,10.8
2009-01-01,Ceuta,Ceuta,Resto,nan,Banda ancha fija,2944,2009,Líneas,Líneas banda ancha xDSL,nan,nan,Unidades,3.0,0.0,0.0
2009-01-01,Ceuta,Ceuta,Resto,nan,Telefonía fija,2953,2009,Líneas,nan,nan,nan,Unidades,104.0,0.0,0.1
2009-01-01,Ceuta,Ceuta,Resto,nan,Telefonía móvil,2957,2009,Líneas,nan,nan,nan,Unidades,1754.0,0.0,2.3
2009-01-01,Ceuta,Ceuta,Vodafone,nan,Banda ancha fija,2945,2009,Líneas,Líneas banda ancha xDSL,nan,nan,Unidades,248.0,0.0,0.3
2009-01-01,Ceuta,Ceuta,Vodafone,nan,Telefonía fija,2954,2009,Líneas,nan,nan,nan,Unidades,151.0,0.0,0.2
2009-01-01,Ceuta,Ceuta,Vodafone,nan,Telefonía móvil,2958,2009,Líneas,nan,nan,nan,Unidades,5736.0,0.0,7.5
2009-01-01,Ceuta,Ceuta,nan,Accesos instalados FTTH y FTTN,Accesos instalados,2939,2009,Nº de accesos  por tipo de acceso,nan,nan,nan,Unidades,248.0,0.0,0.3
2009-01-01,Ceuta,Ceuta,nan,nan,Estaciones Base,8841,6027,Nº de estaciones base en redes de acceso móvil,nan,Estaciones base GPRS,nan,Unidades,0.0,77.0,0.0
2009-01-01,Ceuta,Ceuta,nan,nan,Servicios audiovisuales,2949,2009,Abonados,nan,nan,nan,Unidades,8517.0,0.0,11.1
2009-01-01,Ciudad Real,Castilla - La Mancha,Otros,nan,Banda ancha fija,2960,2009,Líneas,Líneas banda ancha xDSL,nan,nan,Unidades,4284.0,0.0,0.8
2009-01-01,Ciudad Real,Castilla - La Mancha,Otros,nan,Telefonía fija,2973,2009,Líneas,nan,nan,nan,Unidades,4810.0,0.0,0.9
2009-01-01,Ciudad Real,Castilla - La Mancha,Movistar,nan,Banda ancha fija,2961,2009,Líneas,Líneas banda ancha xDSL,nan,nan,Unidades,51036.0,0.0,9.7
2009-01-01,Ciudad Real,Castilla - La Mancha,Movistar,nan,Telefonía fija,2974,2009,Líneas,nan,nan,nan,Unidades,144892.0,0.0,27.7
2009-01-01,Ciudad Real,Castilla - La Mancha,Movistar,nan,Telefonía móvil,2980,2009,Líneas,nan,nan,nan,Unidades,146429.0,0.0,27.9
2009-01-01,Ciudad Real,Castilla - La Mancha,Otros,nan,Banda ancha fija,2962,2009,Líneas,Líneas banda ancha HFC,nan,nan,Unidades,9944.0,0.0,1.9
2009-01-01,Ciudad Real,Castilla - La Mancha,Otros,nan,Telefonía fija,2975,2009,Líneas,nan,nan,nan,Unidades,13190.0,0.0,2.5
2009-01-01,Ciudad Real,Castilla - La Mancha,Orange,nan,Banda ancha fija,2963,2009,Líneas,Líneas banda ancha xDSL,nan,nan,Unidades,10729.0,0.0,2.0
2009-01-01,Ciudad Real,Castilla - La Mancha,Orange,nan,Telefonía fija,2976,2009,Líneas,nan,nan,nan,Unidades,4891.0,0.0,0.9
2009-01-01,Ciudad Real,Castilla - La Mancha,Orange,nan,Telefonía móvil,2981,2009,Líneas,nan,nan,nan,Unidades,79212.0,0.0,15.1
2009-01-01,Ciudad Real,Castilla - La Mancha,Otros,nan,Banda ancha fija,2964,2009,Líneas,Líneas banda ancha xDSL,nan,nan,Unidades,5.0,0.0,0.0
2009-01-01,Ciudad Real,Castilla - La Mancha,Otros,nan,Telefonía fija,2977,2009,Líneas,nan,nan,nan,Unidades,9.0,0.0,0.0
2009-01-01,Ciudad Real,Castilla - La Mancha,Resto,nan,Banda ancha fija,8898,6027,Líneas,Líneas banda ancha HFC,nan,nan,Unidades,6315.0,0.0,1.2000000000000002
2009-01-01,Ciudad Real,Castilla - La Mancha,Resto,nan,Telefonía fija,2978,2009,Líneas,nan,nan,nan,Unidades,2822.0,0.0,0.5
2009-01-01,Ciudad Real,Castilla - La Mancha,Resto,nan,Telefonía móvil,2982,2009,Líneas,nan,nan,nan,Unidades,7390.0,0.0,1.4
2009-01-01,Ciudad Real,Castilla - La Mancha,Vodafone,nan,Banda ancha fija,2968,2009,Líneas,Líneas banda ancha xDSL,nan,nan,Unidades,3466.0,0.0,0.7
2009-01-01,Ciudad Real,Castilla - La Mancha,Vodafone,nan,Telefonía fija,2979,2009,Líneas,nan,nan,nan,Unidades,5743.0,0.0,1.1
2009-01-01,Ciudad Real,Castilla - La Mancha,Vodafone,nan,Telefonía móvil,2983,2009,Líneas,nan,nan,nan,Unidades,88011.0,0.0,16.8
2009-01-01,Ciudad Real,Castilla - La Mancha,nan,Accesos instalados FTTH y FTTN,Accesos instalados,2959,2009,Nº de accesos  por tipo de acceso,nan,nan,nan,Unidades,4305.0,0.0,0.8
2009-01-01,Ciudad Real,Castilla - La Mancha,nan,nan,Estaciones Base,8910,6027,Nº de estaciones base en redes de acceso móvil,nan,Estaciones base GPRS,nan,Unidades,0.0,890.0,0.0
2009-01-01,Ciudad Real,Castilla - La Mancha,nan,nan,Servicios audiovisuales,2972,2009,Abonados,nan,nan,nan,Unidades,43446.0,0.0,8.3
2009-01-01,Coruña. A,Galicia,Otros,nan,Banda ancha fija,6025,4018,Líneas,Líneas banda ancha FTTH,nan,nan,Unidades,5961.0,0.0,0.5
2009-01-01,Coruña. A,Galicia,Otros,nan,Telefonía fija,3027,2009,Líneas,nan,nan,nan,Unidades,6671.0,0.0,0.6
2009-01-01,Coruña. A,Galicia,Movistar,nan,Banda ancha fija,3014,2009,Líneas,Líneas banda ancha xDSL,nan,nan,Unidades,94396.0,0.0,8.3
2009-01-01,Coruña. A,Galicia,Movistar,nan,Telefonía fija,3028,2009,Líneas,nan,nan,nan,Unidades,308121.0,0.0,27.1
2009-01-01,Coruña. A,Galicia,Movistar,nan,Telefonía móvil,3034,2009,Líneas,nan,nan,nan,Unidades,366475.0,0.0,32.3
2009-01-01,Coruña. A,Galicia,Otros,nan,Banda ancha fija,6031,4018,Líneas,Líneas banda ancha HFC,nan,nan,Unidades,1528.0,0.0,0.1
2009-01-01,Coruña. A,Galicia,Otros,nan,Telefonía fija,3029,2009,Líneas,nan,nan,nan,Unidades,3500.0,0.0,0.3
