tecnologia_de_acceso,servicio,id,trimestre,concepto,operador,tipo_de_trafico,tipo_de_contrato,frecuencia,lineas_o_accesos,estaciones_base,trafico_de_datos,nodos_radio
,,49304,,,,,,,514147565.0,0.0,19007181.97,0.0
,,12840,,,,,,,0.0,702586.0,0.0,0.0
,,36997,,,,,,,155325148.0,0.0,2154034.7,0.0
,,41850,,,,,,,0.0,263678.0,0.0,380777.0
,,17962,,,,,,,0.0,0.0,1056522.81,0.0
,,11867,,,,,,,0.0,1219813.0,0.0,0.0
