periodo,operador,id,anno,pais,tipo_de_mercado,servicio,concepto,tipo_de_ingreso,tipo_de_cliente,segmento,tipo_de_trafico,tipo_de_contrato,tipo_de_linea,tipo_de_mensaje,tipo_de_trafico_de_mensaje,tecnologia_de_acceso,velocidad_baf,tipo_de_oferta,tipo_de_tarifa,tipo_de_ce_minorista,tipo_de_circuito,tipo_de_emision,tipo_de_operador,tipo_de_medio,tipo_de_publicidad,tipo_de_contratacion,tipo_servicio_audiovisual_mayorista,tipo_de_ba_may,tipo_de_interconexion,tipo_de_tarificacion_en_interconexion,tipo_de_transmision_de_datos,tipo_de_ambito,tipo_de_acceso_de_infraestructuras,unidades,ingresos,ingresos_por_operador,clientes,clientes_por_operador,lineas_o_accesos,tasa_de_penetracion,lineas_o_accesos_por_operador,portabilidades,trafico,trafico_por_operador,mensajes,mensajes_por_operador_1,trafico_de_datos,trafico_de_datos_por_operador,circuitos,publicidad,contrataciones,fibra_oscura_por_operador,telefonos_publicos,cabinas,estaciones_base_por_operador,anio
,,16907,6036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,53.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012
,,52685,18108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,44.24,0.0,0.0,0.0,0.0,340253.0,0.0,0.0,484.32,0.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012
,,80003,28168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,208.59,0.0,332579.0,0.0,0.0,634641.0,0.0,0.0,1014.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012
,,5759,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012
,,35107,12072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.67,0.0,0.0,0.0,0.0,177419.0,0.0,0.0,64.14,0.0,10.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012
,,22042,8048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.3,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012
,,62725,22132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,656.29,0.0,1535184.0,0.0,0.0,2849398.0,0.0,0.0,6251.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012
,,5547,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,685.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012
,,247889,88528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,13114.19,0.0,8718871.0,0.0,0.0,70279247.0,0.0,0.0,109563.68,0.0,4718.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012
,,64666,22132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,537.54,0.0,0.0,0.0,0.0,6204616.0,0.0,0.0,5569.0,0.0,263.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012
,,84730,30180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1050.55,0.0,1867971.0,0.0,0.0,10908588.0,0.0,0.0,11742.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012
,,160788,56336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3796.63,0.0,1495193.0,0.0,0.0,18973122.0,0.0,0.0,34130.88,0.0,2398.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012
,,11040,4024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,59.39,0.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012
,,74081,26156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,138.42,0.0,246760.0,0.0,0.0,1358180.0,0.0,0.0,892.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012
,,239756,86516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1823.16,0.0,334073.0,0.0,0.0,2671054.0,0.0,0.0,23536.38,0.0,121.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012
,,22094,8048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.72,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012
,,39858,14084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,42.4,0.0,0.0,0.0,0.0,120489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012
,,10846,4024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,36.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012
,,5495,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,15.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012
