periodo,provincia,ccaa,operador,tecnologia_de_acceso,servicio,id,anno,concepto,tecnologia_de_acceso_baf,tipo_de_estaciones_base,tipo_de_ba_mayorista,unidades,lineas_o_accesos,estaciones_base,tasa_de_penetracion,anio
,,,,,,6096,2011,,,,,,187.0,0.0,0.1,2011
,,,,,,6100,2011,,,,,,9748.0,0.0,4.3,2011
,,,,,,6086,2011,,,,,,2221.0,0.0,1.0,2011
,,,,,,6097,2011,,,,,,5051.0,0.0,2.2,2011
,,,,,,6101,2011,,,,,,25280.0,0.0,11.2,2011
,,,,,,6076,2011,,,,,,5968.0,0.0,2.6,2011
,,,,,,6077,2011,,,,,,24896.0,0.0,11.0,2011
,,,,,,18264,6033,,,,,,0.0,1082.0,0.0,2011
,,,,,,6090,2011,,,,,,19352.0,0.0,8.5,2011
,,,,,,12209,4022,,,,,,8701.0,0.0,1.3,2011
,,,,,,6120,2011,,,,,,9252.0,0.0,1.4,2011
,,,,,,18321,6033,,,,,,60918.0,0.0,9.1,2011
,,,,,,6121,2011,,,,,,142607.0,0.0,21.4,2011
,,,,,,6127,2011,,,,,,144247.0,0.0,21.6,2011
,,,,,,6109,2011,,,,,,14408.0,0.0,2.2,2011
,,,,,,6122,2011,,,,,,19487.0,0.0,2.9,2011
,,,,,,6110,2011,,,,,,8137.0,0.0,1.2,2011
,,,,,,6123,2011,,,,,,7252.0,0.0,1.1,2011
,,,,,,6128,2011,,,,,,85094.0,0.0,12.8,2011
,,,,,,6111,2011,,,,,,3.0,0.0,0.0,2011
,,,,,,6124,2011,,,,,,3.0,0.0,0.0,2011
,,,,,,18339,6033,,,,,,1210.0,0.0,0.2,2011
,,,,,,6125,2011,,,,,,3712.0,0.0,0.6,2011
,,,,,,6129,2011,,,,,,22330.0,0.0,3.3,2011
,,,,,,6115,2011,,,,,,15796.0,0.0,2.4,2011
,,,,,,6126,2011,,,,,,27565.0,0.0,4.1,2011
,,,,,,6130,2011,,,,,,145190.0,0.0,21.8,2011
,,,,,,6102,2011,,,,,,5223.0,0.0,0.8,2011
,,,,,,6103,2011,,,,,,73464.0,0.0,11.0,2011
,,,,,,18351,6033,,,,,,0.0,1128.0,0.0,2011
,,,,,,6119,2011,,,,,,44091.0,0.0,6.6,2011
,,,,,,12267,4022,,,,,,7175.0,0.0,1.5,2011
,,,,,,6147,2011,,,,,,7632.0,0.0,1.5,2011
,,,,,,12271,4022,,,,,,53095.0,0.0,10.7,2011
,,,,,,6148,2011,,,,,,148695.0,0.0,30.1,2011
,,,,,,6154,2011,,,,,,160983.0,0.0,32.6,2011
,,,,,,6137,2011,,,,,,27771.0,0.0,5.6,2011
,,,,,,6149,2011,,,,,,34062.0,0.0,6.9,2011
,,,,,,6138,2011,,,,,,8611.0,0.0,1.7,2011
,,,,,,6150,2011,,,,,,7123.0,0.0,1.4,2011
,,,,,,6155,2011,,,,,,61372.0,0.0,12.4,2011
,,,,,,6139,2011,,,,,,43.0,0.0,0.0,2011
,,,,,,6151,2011,,,,,,71.0,0.0,0.0,2011
,,,,,,12281,4022,,,,,,3152.0,0.0,0.6,2011
,,,,,,6152,2011,,,,,,2205.0,0.0,0.4,2011
,,,,,,6156,2011,,,,,,24770.0,0.0,5.0,2011
,,,,,,6142,2011,,,,,,6011.0,0.0,1.2,2011
,,,,,,6153,2011,,,,,,11721.0,0.0,2.4,2011
,,,,,,6157,2011,,,,,,72010.0,0.0,14.6,2011
,,,,,,6131,2011,,,,,,12520.0,0.0,2.5,2011
,,,,,,6132,2011,,,,,,137618.0,0.0,27.8,2011
,,,,,,18432,6033,,,,,,0.0,1230.0,0.0,2011
,,,,,,6146,2011,,,,,,48157.0,0.0,9.7,2011
,,,,,,12321,4022,,,,,,7977.0,0.0,1.8,2011
,,,,,,6175,2011,,,,,,8484.0,0.0,1.9,2011
,,,,,,12325,4022,,,,,,64054.0,0.0,14.7,2011
,,,,,,6176,2011,,,,,,140118.0,0.0,32.1,2011
,,,,,,6182,2011,,,,,,139567.0,0.0,32.0,2011
,,,,,,12329,4022,,,,,,6975.0,0.0,1.6,2011
,,,,,,6177,2011,,,,,,8319.0,0.0,1.9,2011
,,,,,,6166,2011,,,,,,11022.0,0.0,2.5,2011
,,,,,,6178,2011,,,,,,9733.0,0.0,2.2,2011
,,,,,,6183,2011,,,,,,66972.0,0.0,15.3,2011
,,,,,,6167,2011,,,,,,2.0,0.0,0.0,2011
,,,,,,6179,2011,,,,,,22.0,0.0,0.0,2011
,,,,,,12337,4022,,,,,,4240.0,0.0,0.9,2011
,,,,,,6180,2011,,,,,,2103.0,0.0,0.5,2011
,,,,,,6184,2011,,,,,,11535.0,0.0,2.6,2011
,,,,,,6170,2011,,,,,,5183.0,0.0,1.2,2011
,,,,,,6181,2011,,,,,,8823.0,0.0,2.0,2011
,,,,,,6185,2011,,,,,,54317.0,0.0,12.4,2011
,,,,,,6158,2011,,,,,,3805.0,0.0,0.9,2011
,,,,,,6159,2011,,,,,,45323.0,0.0,10.4,2011
,,,,,,18516,6033,,,,,,0.0,1398.0,0.0,2011
,,,,,,6174,2011,,,,,,34040.0,0.0,7.8,2011
,,,,,,12377,4022,,,,,,2834.0,0.0,0.8,2011
,,,,,,6204,2011,,,,,,3014.0,0.0,0.9,2011
,,,,,,12381,4022,,,,,,30609.0,0.0,8.799999999999999,2011
,,,,,,6205,2011,,,,,,98704.0,0.0,28.2,2011
,,,,,,6211,2011,,,,,,93295.0,0.0,26.7,2011
,,,,,,12385,4022,,,,,,355.0,0.0,0.1,2011
,,,,,,6206,2011,,,,,,1197.0,0.0,0.3,2011
,,,,,,6194,2011,,,,,,3402.0,0.0,1.0,2011
,,,,,,6207,2011,,,,,,2870.0,0.0,0.8,2011
,,,,,,6212,2011,,,,,,18935.0,0.0,5.4,2011
,,,,,,12391,4022,,,,,,17173.0,0.0,4.9,2011
,,,,,,6208,2011,,,,,,23623.0,0.0,6.8,2011
,,,,,,12395,4022,,,,,,1010.0,0.0,0.3,2011
,,,,,,6209,2011,,,,,,754.0,0.0,0.2,2011
,,,,,,6213,2011,,,,,,18689.0,0.0,5.3,2011
,,,,,,6199,2011,,,,,,4654.0,0.0,1.3,2011
,,,,,,6210,2011,,,,,,9289.0,0.0,2.7,2011
,,,,,,6214,2011,,,,,,78501.0,0.0,22.5,2011
,,,,,,6186,2011,,,,,,12632.0,0.0,3.6,2011
,,,,,,6187,2011,,,,,,77994.0,0.0,22.3,2011
,,,,,,18603,6033,,,,,,0.0,1001.0,0.0,2011
,,,,,,6203,2011,,,,,,21978.0,0.0,6.3,2011
,,,,,,12435,4022,,,,,,257617.0,0.0,4.0,2011
,,,,,,6235,2011,,,,,,274013.0,0.0,4.3,2011
,,,,,,18660,6033,,,,,,943745.0,0.0,14.8,2011
,,,,,,6236,2011,,,,,,2163146.0,0.0,33.8,2011
,,,,,,6242,2011,,,,,,2689476.0,0.0,42.1,2011
,,,,,,12445,4022,,,,,,270758.0,0.0,4.2,2011
,,,,,,6237,2011,,,,,,376197.0,0.0,5.9,2011
,,,,,,6224,2011,,,,,,273967.0,0.0,4.3,2011
,,,,,,6238,2011,,,,,,237867.0,0.0,3.7,2011
,,,,,,6243,2011,,,,,,1106752.0,0.0,17.3,2011
,,,,,,6225,2011,,,,,,114.0,0.0,0.0,2011
,,,,,,6239,2011,,,,,,322.0,0.0,0.0,2011
,,,,,,24910,8044,,,,,,43310.0,0.0,0.6,2011
,,,,,,6240,2011,,,,,,60045.0,0.0,0.9,2011
,,,,,,6244,2011,,,,,,308836.0,0.0,4.8,2011
,,,,,,6230,2011,,,,,,188006.0,0.0,2.9,2011
,,,,,,6241,2011,,,,,,317804.0,0.0,5.0,2011
,,,,,,6245,2011,,,,,,1426363.0,0.0,22.3,2011
,,,,,,6215,2011,,,,,,1002528.0,0.0,15.7,2011
,,,,,,6216,2011,,,,,,1129338.0,0.0,17.7,2011
,,,,,,18696,6033,,,,,,0.0,11700.0,0.0,2011
,,,,,,6234,2011,,,,,,687029.0,0.0,10.7,2011
,,,,,,12555,4022,,,,,,3346.0,0.0,4.2,2011
,,,,,,6289,2011,,,,,,3558.0,0.0,4.5,2011
,,,,,,6279,2011,,,,,,9103.0,0.0,11.5,2011
,,,,,,6290,2011,,,,,,15468.0,0.0,19.6,2011
,,,,,,6295,2011,,,,,,15819.0,0.0,20.1,2011
,,,,,,6280,2011,,,,,,2.0,0.0,0.0,2011
,,,,,,6291,2011,,,,,,90.0,0.0,0.1,2011
,,,,,,6281,2011,,,,,,617.0,0.0,0.8,2011
,,,,,,6292,2011,,,,,,512.0,0.0,0.6,2011
,,,,,,6296,2011,,,,,,6394.0,0.0,8.1,2011
,,,,,,12565,4022,,,,,,3646.0,0.0,4.6,2011
,,,,,,6293,2011,,,,,,3796.0,0.0,4.8,2011
,,,,,,6297,2011,,,,,,1644.0,0.0,2.1,2011
,,,,,,6284,2011,,,,,,521.0,0.0,0.7,2011
,,,,,,6294,2011,,,,,,1072.0,0.0,1.4,2011
,,,,,,6298,2011,,,,,,11137.0,0.0,14.1,2011
,,,,,,6276,2011,,,,,,21736.0,0.0,27.6,2011
,,,,,,18858,6033,,,,,,0.0,75.0,0.0,2011
,,,,,,6288,2011,,,,,,10927.0,0.0,13.9,2011
,,,,,,12603,4022,,,,,,18074.0,0.0,1.2,2011
,,,,,,6317,2011,,,,,,19220.0,0.0,1.3,2011
,,,,,,18912,6033,,,,,,105082.0,0.0,7.199999999999999,2011
,,,,,,6318,2011,,,,,,260092.0,0.0,17.8,2011
,,,,,,6324,2011,,,,,,436533.0,0.0,29.9,2011
,,,,,,6306,2011,,,,,,68638.0,0.0,4.7,2011
,,,,,,6319,2011,,,,,,97859.0,0.0,6.7,2011
,,,,,,6307,2011,,,,,,24778.0,0.0,1.7,2011
,,,,,,6320,2011,,,,,,21836.0,0.0,1.5,2011
,,,,,,6325,2011,,,,,,184343.0,0.0,12.6,2011
,,,,,,6308,2011,,,,,,12.0,0.0,0.0,2011
,,,,,,6321,2011,,,,,,27.0,0.0,0.0,2011
,,,,,,18930,6033,,,,,,16909.0,0.0,1.1,2011
,,,,,,6322,2011,,,,,,5136.0,0.0,0.4,2011
,,,,,,6326,2011,,,,,,79743.0,0.0,5.5,2011
,,,,,,6312,2011,,,,,,14675.0,0.0,1.0,2011
,,,,,,6323,2011,,,,,,28454.0,0.0,2.0,2011
,,,,,,6327,2011,,,,,,215830.0,0.0,14.8,2011
,,,,,,6299,2011,,,,,,42346.0,0.0,2.9,2011
,,,,,,6300,2011,,,,,,293300.0,0.0,20.1,2011
,,,,,,18942,6033,,,,,,0.0,2639.0,0.0,2011
,,,,,,6316,2011,,,,,,122644.0,0.0,8.4,2011
,,,,,,12497,4022,,,,,,43087.0,0.0,2.7,2011
,,,,,,6265,2011,,,,,,45823.0,0.0,2.9,2011
,,,,,,18753,6033,,,,,,190578.0,0.0,12.1,2011
,,,,,,6266,2011,,,,,,400724.0,0.0,25.3,2011
,,,,,,6272,2011,,,,,,313876.0,0.0,19.8,2011
,,,,,,12507,4022,,,,,,26755.0,0.0,1.7,2011
,,,,,,6267,2011,,,,,,38319.0,0.0,2.4,2011
,,,,,,6255,2011,,,,,,46379.0,0.0,2.9,2011
,,,,,,6268,2011,,,,,,40068.0,0.0,2.5,2011
,,,,,,6273,2011,,,,,,268124.0,0.0,17.0,2011
,,,,,,6256,2011,,,,,,15.0,0.0,0.0,2011
,,,,,,6269,2011,,,,,,29.0,0.0,0.0,2011
,,,,,,18774,6033,,,,,,36073.0,0.0,2.3,2011
,,,,,,6270,2011,,,,,,34179.0,0.0,2.2,2011
,,,,,,6274,2011,,,,,,91712.0,0.0,5.8,2011
,,,,,,6260,2011,,,,,,34060.0,0.0,2.2,2011
,,,,,,6271,2011,,,,,,51860.0,0.0,3.3,2011
,,,,,,6275,2011,,,,,,319643.0,0.0,20.2,2011
,,,,,,6246,2011,,,,,,53271.0,0.0,3.4,2011
,,,,,,6247,2011,,,,,,231578.0,0.0,14.6,2011
,,,,,,18786,6033,,,,,,0.0,3632.0,0.0,2011
,,,,,,6264,2011,,,,,,145334.0,0.0,9.2,2011
,,,,,,12661,4022,,,,,,11687.0,0.0,1.8,2011
,,,,,,6346,2011,,,,,,12430.0,0.0,2.0,2011
,,,,,,18999,6033,,,,,,77814.0,0.0,12.2,2011
,,,,,,6347,2011,,,,,,182447.0,0.0,28.6,2011
,,,,,,6353,2011,,,,,,230020.0,0.0,36.1,2011
,,,,,,6335,2011,,,,,,39385.0,0.0,6.2,2011
,,,,,,6348,2011,,,,,,55127.0,0.0,8.7,2011
,,,,,,6336,2011,,,,,,12632.0,0.0,2.0,2011
,,,,,,6349,2011,,,,,,9953.0,0.0,1.6,2011
,,,,,,6354,2011,,,,,,62886.0,0.0,9.9,2011
,,,,,,6337,2011,,,,,,4.0,0.0,0.0,2011
,,,,,,6350,2011,,,,,,6.0,0.0,0.0,2011
,,,,,,19017,6033,,,,,,4113.0,0.0,0.7,2011
,,,,,,6351,2011,,,,,,2500.0,0.0,0.4,2011
,,,,,,6355,2011,,,,,,26072.0,0.0,4.1,2011
,,,,,,6341,2011,,,,,,8970.0,0.0,1.4,2011
,,,,,,6352,2011,,,,,,14376.0,0.0,2.3,2011
,,,,,,6356,2011,,,,,,90003.0,0.0,14.1,2011
,,,,,,6328,2011,,,,,,11601.0,0.0,1.8,2011
,,,,,,6329,2011,,,,,,151459.0,0.0,23.8,2011
,,,,,,19029,6033,,,,,,0.0,1453.0,0.0,2011
,,,,,,6345,2011,,,,,,59244.0,0.0,9.3,2011
,,,,,,12719,4022,,,,,,2965.0,0.0,0.9,2011
,,,,,,6375,2011,,,,,,3154.0,0.0,1.0,2011
,,,,,,12723,4022,,,,,,22126.0,0.0,6.7,2011
,,,,,,6376,2011,,,,,,86453.0,0.0,26.2,2011
,,,,,,6382,2011,,,,,,69989.0,0.0,21.2,2011
,,,,,,12727,4022,,,,,,406.0,0.0,0.1,2011
,,,,,,6377,2011,,,,,,849.0,0.0,0.3,2011
,,,,,,6365,2011,,,,,,4195.0,0.0,1.3,2011
,,,,,,6378,2011,,,,,,3465.0,0.0,1.0,2011
,,,,,,6383,2011,,,,,,20039.0,0.0,6.1,2011
,,,,,,12733,4022,,,,,,17911.0,0.0,5.5,2011
,,,,,,6379,2011,,,,,,26049.0,0.0,7.9,2011
,,,,,,12737,4022,,,,,,841.0,0.0,0.2,2011
,,,,,,6380,2011,,,,,,670.0,0.0,0.2,2011
,,,,,,6384,2011,,,,,,14525.0,0.0,4.4,2011
,,,,,,6370,2011,,,,,,5140.0,0.0,1.6,2011
,,,,,,6381,2011,,,,,,10225.0,0.0,3.1,2011
,,,,,,6385,2011,,,,,,85205.0,0.0,25.8,2011
,,,,,,6357,2011,,,,,,1693.0,0.0,0.5,2011
,,,,,,6358,2011,,,,,,76243.0,0.0,23.1,2011
,,,,,,19116,6033,,,,,,0.0,989.0,0.0,2011
,,,,,,6374,2011,,,,,,21673.0,0.0,6.6,2011
,,,,,,12777,4022,,,,,,4509.0,0.0,2.6,2011
,,,,,,6402,2011,,,,,,4795.0,0.0,2.8,2011
,,,,,,12781,4022,,,,,,18786.0,0.0,11.0,2011
,,,,,,6403,2011,,,,,,49884.0,0.0,29.1,2011
,,,,,,6409,2011,,,,,,51391.0,0.0,30.0,2011
,,,,,,6392,2011,,,,,,6844.0,0.0,4.0,2011
,,,,,,6404,2011,,,,,,8497.0,0.0,5.0,2011
,,,,,,6393,2011,,,,,,4315.0,0.0,2.5,2011
,,,,,,6405,2011,,,,,,3697.0,0.0,2.2,2011
,,,,,,6410,2011,,,,,,22732.0,0.0,13.3,2011
,,,,,,6394,2011,,,,,,8.0,0.0,0.0,2011
,,,,,,6406,2011,,,,,,8.0,0.0,0.0,2011
,,,,,,12791,4022,,,,,,937.0,0.0,0.5,2011
,,,,,,6407,2011,,,,,,756.0,0.0,0.4,2011
,,,,,,6411,2011,,,,,,8682.0,0.0,5.1,2011
,,,,,,6397,2011,,,,,,1872.0,0.0,1.1,2011
,,,,,,6408,2011,,,,,,3686.0,0.0,2.2,2011
,,,,,,6412,2011,,,,,,26908.0,0.0,15.7,2011
,,,,,,6386,2011,,,,,,2974.0,0.0,1.7,2011
,,,,,,6387,2011,,,,,,44698.0,0.0,26.1,2011
,,,,,,19197,6033,,,,,,0.0,505.0,0.0,2011
,,,,,,6401,2011,,,,,,13669.0,0.0,8.0,2011
,,,,,,12831,4022,,,,,,28197.0,0.0,2.6,2011
,,,,,,6429,2011,,,,,,29986.0,0.0,2.8,2011
,,,,,,19254,6033,,,,,,194026.0,0.0,18.0,2011
,,,,,,6430,2011,,,,,,335649.0,0.0,31.2,2011
,,,,,,6436,2011,,,,,,355319.0,0.0,33.0,2011
,,,,,,6420,2011,,,,,,41547.0,0.0,3.9,2011
,,,,,,6431,2011,,,,,,52383.0,0.0,4.9,2011
,,,,,,6421,2011,,,,,,13794.0,0.0,1.3,2011
,,,,,,6432,2011,,,,,,12323.0,0.0,1.1,2011
,,,,,,6437,2011,,,,,,105551.0,0.0,9.8,2011
,,,,,,6422,2011,,,,,,11.0,0.0,0.0,2011
,,,,,,6433,2011,,,,,,61.0,0.0,0.0,2011
,,,,,,6423,2011,,,,,,1231.0,0.0,0.1,2011
,,,,,,6434,2011,,,,,,1189.0,0.0,0.1,2011
,,,,,,6438,2011,,,,,,27347.0,0.0,2.5,2011
,,,,,,6424,2011,,,,,,15391.0,0.0,1.4,2011
,,,,,,6435,2011,,,,,,28379.0,0.0,2.6,2011
,,,,,,6439,2011,,,,,,173949.0,0.0,16.1,2011
,,,,,,6413,2011,,,,,,41627.0,0.0,3.9,2011
,,,,,,6414,2011,,,,,,49338.0,0.0,4.6,2011
,,,,,,19278,6033,,,,,,0.0,2236.0,0.0,2011
,,,,,,6428,2011,,,,,,118158.0,0.0,11.0,2011
,,,,,,12885,4022,,,,,,8617.0,0.0,0.9,2011
,,,,,,6459,2011,,,,,,9164.0,0.0,1.0,2011
,,,,,,19335,6033,,,,,,81969.0,0.0,8.6,2011
,,,,,,6460,2011,,,,,,208007.0,0.0,21.8,2011
,,,,,,6466,2011,,,,,,226970.0,0.0,23.8,2011
,,,,,,12895,4022,,,,,,1684.0,0.0,0.2,2011
,,,,,,6461,2011,,,,,,3341.0,0.0,0.4,2011
,,,,,,6449,2011,,,,,,14932.0,0.0,1.6,2011
,,,,,,6462,2011,,,,,,12529.0,0.0,1.3,2011
,,,,,,6467,2011,,,,,,90111.0,0.0,9.4,2011
,,,,,,12901,4022,,,,,,61848.0,0.0,6.5,2011
,,,,,,6463,2011,,,,,,86950.0,0.0,9.1,2011
,,,,,,12905,4022,,,,,,6019.0,0.0,0.6,2011
,,,,,,6464,2011,,,,,,2444.0,0.0,0.3,2011
,,,,,,6468,2011,,,,,,79451.0,0.0,8.3,2011
,,,,,,6454,2011,,,,,,15853.0,0.0,1.7,2011
,,,,,,6465,2011,,,,,,27956.0,0.0,2.9,2011
,,,,,,6469,2011,,,,,,248270.0,0.0,26.0,2011
,,,,,,6440,2011,,,,,,4867.0,0.0,0.5,2011
,,,,,,6441,2011,,,,,,231353.0,0.0,24.3,2011
,,,,,,19368,6033,,,,,,0.0,1971.0,0.0,2011
,,,,,,6458,2011,,,,,,75520.0,0.0,7.9,2011
,,,,,,12945,4022,,,,,,4260.0,0.0,1.3,2011
,,,,,,6487,2011,,,,,,4530.0,0.0,1.4,2011
,,,,,,19425,6033,,,,,,36902.0,0.0,11.5,2011
,,,,,,6488,2011,,,,,,91170.0,0.0,28.4,2011
,,,,,,6494,2011,,,,,,115192.0,0.0,35.9,2011
,,,,,,6477,2011,,,,,,18826.0,0.0,5.9,2011
,,,,,,6489,2011,,,,,,25569.0,0.0,8.0,2011
,,,,,,6478,2011,,,,,,5244.0,0.0,1.6,2011
,,,,,,6490,2011,,,,,,4566.0,0.0,1.4,2011
,,,,,,6495,2011,,,,,,31782.0,0.0,9.9,2011
,,,,,,6479,2011,,,,,,4.0,0.0,0.0,2011
,,,,,,6491,2011,,,,,,7.0,0.0,0.0,2011
,,,,,,12961,4022,,,,,,5148.0,0.0,1.6,2011
,,,,,,6492,2011,,,,,,1489.0,0.0,0.5,2011
,,,,,,6496,2011,,,,,,11986.0,0.0,3.7,2011
,,,,,,6482,2011,,,,,,4162.0,0.0,1.3,2011
,,,,,,6493,2011,,,,,,7729.0,0.0,2.4,2011
,,,,,,6497,2011,,,,,,43458.0,0.0,13.5,2011
,,,,,,6470,2011,,,,,,3718.0,0.0,1.2,2011
,,,,,,6471,2011,,,,,,92187.0,0.0,28.7,2011
,,,,,,19452,6033,,,,,,0.0,847.0,0.0,2011
,,,,,,6486,2011,,,,,,23700.0,0.0,7.4,2011
,,,,,,13001,4022,,,,,,5577.0,0.0,1.6,2011
,,,,,,6514,2011,,,,,,5932.0,0.0,1.7,2011
,,,,,,13005,4022,,,,,,41590.0,0.0,11.9,2011
,,,,,,6515,2011,,,,,,108551.0,0.0,30.9,2011
,,,,,,6521,2011,,,,,,99377.0,0.0,28.3,2011
,,,,,,6504,2011,,,,,,20457.0,0.0,5.8,2011
,,,,,,6516,2011,,,,,,25395.0,0.0,7.2,2011
,,,,,,6505,2011,,,,,,7742.0,0.0,2.2,2011
,,,,,,6517,2011,,,,,,6282.0,0.0,1.8,2011
,,,,,,6522,2011,,,,,,77012.0,0.0,22.0,2011
,,,,,,6506,2011,,,,,,4.0,0.0,0.0,2011
,,,,,,6518,2011,,,,,,4.0,0.0,0.0,2011
,,,,,,13015,4022,,,,,,3189.0,0.0,0.9,2011
,,,,,,6519,2011,,,,,,2212.0,0.0,0.6,2011
,,,,,,6523,2011,,,,,,18850.0,0.0,5.4,2011
,,,,,,6509,2011,,,,,,2848.0,0.0,0.8,2011
,,,,,,6520,2011,,,,,,5670.0,0.0,1.6,2011
,,,,,,6524,2011,,,,,,31519.0,0.0,9.0,2011
,,,,,,6498,2011,,,,,,11592.0,0.0,3.3,2011
,,,,,,6499,2011,,,,,,101007.0,0.0,28.8,2011
,,,,,,19533,6033,,,,,,0.0,914.0,0.0,2011
,,,,,,6513,2011,,,,,,34456.0,0.0,9.8,2011
,,,,,,13055,4022,,,,,,17559.0,0.0,1.8,2011
,,,,,,6542,2011,,,,,,18674.0,0.0,1.9,2011
,,,,,,19590,6033,,,,,,178534.0,0.0,18.1,2011
,,,,,,6543,2011,,,,,,319129.0,0.0,32.3,2011
,,,,,,6549,2011,,,,,,307342.0,0.0,31.1,2011
,,,,,,6532,2011,,,,,,32836.0,0.0,3.3,2011
,,,,,,6544,2011,,,,,,38800.0,0.0,3.9,2011
,,,,,,6533,2011,,,,,,9522.0,0.0,1.0,2011
,,,,,,6545,2011,,,,,,7917.0,0.0,0.8,2011
,,,,,,6550,2011,,,,,,73526.0,0.0,7.4,2011
,,,,,,6534,2011,,,,,,7.0,0.0,0.0,2011
,,,,,,6546,2011,,,,,,40.0,0.0,0.0,2011
,,,,,,13071,4022,,,,,,593.0,0.0,0.1,2011
,,,,,,6547,2011,,,,,,722.0,0.0,0.1,2011
,,,,,,6551,2011,,,,,,17241.0,0.0,1.7,2011
,,,,,,6537,2011,,,,,,16099.0,0.0,1.6,2011
,,,,,,6548,2011,,,,,,28962.0,0.0,2.9,2011
,,,,,,6552,2011,,,,,,202807.0,0.0,20.5,2011
,,,,,,6525,2011,,,,,,21383.0,0.0,2.2,2011
,,,,,,6526,2011,,,,,,757.0,0.0,0.1,2011
,,,,,,19617,6033,,,,,,0.0,2363.0,0.0,2011
,,,,,,6541,2011,,,,,,98305.0,0.0,10.0,2011
,,,,,,13111,4022,,,,,,3320.0,0.0,2.0,2011
,,,,,,6570,2011,,,,,,3531.0,0.0,2.2,2011
,,,,,,19674,6033,,,,,,24354.0,0.0,14.9,2011
,,,,,,6571,2011,,,,,,58392.0,0.0,35.7,2011
,,,,,,6577,2011,,,,,,45532.0,0.0,27.9,2011
,,,,,,6560,2011,,,,,,2442.0,0.0,1.5,2011
,,,,,,6572,2011,,,,,,3372.0,0.0,2.1,2011
,,,,,,6561,2011,,,,,,4454.0,0.0,2.7,2011
,,,,,,6573,2011,,,,,,3818.0,0.0,2.3,2011
,,,,,,6578,2011,,,,,,32067.0,0.0,19.6,2011
,,,,,,6562,2011,,,,,,3.0,0.0,0.0,2011
,,,,,,6574,2011,,,,,,2.0,0.0,0.0,2011
,,,,,,13127,4022,,,,,,1551.0,0.0,0.9,2011
,,,,,,6575,2011,,,,,,1132.0,0.0,0.7,2011
,,,,,,6579,2011,,,,,,5796.0,0.0,3.5,2011
,,,,,,6565,2011,,,,,,1404.0,0.0,0.9,2011
,,,,,,6576,2011,,,,,,2937.0,0.0,1.8,2011
,,,,,,6580,2011,,,,,,18902.0,0.0,11.6,2011
,,,,,,6553,2011,,,,,,11587.0,0.0,7.1,2011
,,,,,,6554,2011,,,,,,18310.0,0.0,11.2,2011
,,,,,,19701,6033,,,,,,0.0,689.0,0.0,2011
,,,,,,6569,2011,,,,,,13011.0,0.0,8.0,2011
,,,,,,13167,4022,,,,,,45519.0,0.0,2.4,2011
,,,,,,6600,2011,,,,,,48408.0,0.0,2.5,2011
,,,,,,19758,6033,,,,,,187375.0,0.0,9.8,2011
,,,,,,6601,2011,,,,,,404028.0,0.0,21.1,2011
,,,,,,6607,2011,,,,,,368470.0,0.0,19.2,2011
,,,,,,13177,4022,,,,,,65838.0,0.0,3.4,2011
,,,,,,6602,2011,,,,,,90397.0,0.0,4.7,2011
,,,,,,6590,2011,,,,,,53442.0,0.0,2.8,2011
,,,,,,6603,2011,,,,,,46251.0,0.0,2.4,2011
,,,,,,6608,2011,,,,,,386485.0,0.0,20.1,2011
,,,,,,6591,2011,,,,,,15.0,0.0,0.0,2011
,,,,,,6604,2011,,,,,,40.0,0.0,0.0,2011
,,,,,,19779,6033,,,,,,27788.0,0.0,1.4,2011
,,,,,,6605,2011,,,,,,14618.0,0.0,0.8,2011
,,,,,,6609,2011,,,,,,87752.0,0.0,4.6,2011
,,,,,,6595,2011,,,,,,33714.0,0.0,1.8,2011
,,,,,,6606,2011,,,,,,56744.0,0.0,3.0,2011
,,,,,,6610,2011,,,,,,448656.0,0.0,23.4,2011
,,,,,,6581,2011,,,,,,29120.0,0.0,1.5,2011
,,,,,,6582,2011,,,,,,337764.0,0.0,17.6,2011
,,,,,,19791,6033,,,,,,0.0,3248.0,0.0,2011
,,,,,,6599,2011,,,,,,166459.0,0.0,8.7,2011
,,,,,,6613,2011,,,,,,1717.0,0.0,1.8,2011
,,,,,,6628,2011,,,,,,1827.0,0.0,1.9,2011
,,,,,,19845,6033,,,,,,10824.0,0.0,11.4,2011
,,,,,,6629,2011,,,,,,35109.0,0.0,37.0,2011
,,,,,,6634,2011,,,,,,29319.0,0.0,30.9,2011
,,,,,,13235,4022,,,,,,2675.0,0.0,2.8,2011
,,,,,,6630,2011,,,,,,3220.0,0.0,3.4,2011
,,,,,,6619,2011,,,,,,2184.0,0.0,2.3,2011
,,,,,,6631,2011,,,,,,1778.0,0.0,1.9,2011
,,,,,,6635,2011,,,,,,14079.0,0.0,14.8,2011
,,,,,,6620,2011,,,,,,1.0,0.0,0.0,2011
,,,,,,13243,4022,,,,,,650.0,0.0,0.7,2011
,,,,,,6632,2011,,,,,,380.0,0.0,0.4,2011
,,,,,,6636,2011,,,,,,2758.0,0.0,2.9,2011
,,,,,,6623,2011,,,,,,742.0,0.0,0.8,2011
,,,,,,6633,2011,,,,,,1677.0,0.0,1.8,2011
,,,,,,6637,2011,,,,,,9223.0,0.0,9.7,2011
,,,,,,6611,2011,,,,,,3989.0,0.0,4.2,2011
,,,,,,6612,2011,,,,,,19340.0,0.0,20.4,2011
